           0.1	   7.602753e+00   3.802753e+00   7.933327e+00   4.133327e+00   8.027777e+00   4.227777e+00   4.013888e+00   2.138884e-01   4.434071e+00   6.340707e-01
0.2	   7.602605e+00   3.802605e+00   7.933289e+00   4.133289e+00   8.027773e+00   4.227773e+00   4.013889e+00   2.138885e-01   4.433015e+00   6.330147e-01
0.3	   7.602273e+00   3.802273e+00   7.933205e+00   4.133205e+00   8.027764e+00   4.227764e+00   4.013891e+00   2.138908e-01   4.438136e+00   6.381356e-01
0.4	   7.601706e+00   3.801706e+00   7.933060e+00   4.133060e+00   8.027748e+00   4.227748e+00   4.013895e+00   2.138946e-01   4.451744e+00   6.517442e-01
0.5	   7.600870e+00   3.800870e+00   7.932841e+00   4.132841e+00   8.027723e+00   4.227723e+00   4.013900e+00   2.139002e-01   4.461144e+00   6.611443e-01
0.6	   7.599760e+00   3.799760e+00   7.932539e+00   4.132539e+00   8.027687e+00   4.227687e+00   4.013911e+00   2.139111e-01   4.529451e+00   7.294514e-01
0.7	   7.598413e+00   3.798413e+00   7.932149e+00   4.132149e+00   8.027637e+00   4.227637e+00   4.013924e+00   2.139245e-01   4.582879e+00   7.828792e-01
0.8	   7.596905e+00   3.796905e+00   7.931672e+00   4.131672e+00   8.027573e+00   4.227573e+00   4.013941e+00   2.139410e-01   4.618572e+00   8.185716e-01
0.9	   7.595354e+00   3.795354e+00   7.931110e+00   4.131110e+00   8.027491e+00   4.227491e+00   4.013964e+00   2.139639e-01   4.647145e+00   8.471446e-01
1	   7.593923e+00   3.793923e+00   7.930473e+00   4.130473e+00   8.027392e+00   4.227392e+00   4.013995e+00   2.139949e-01   4.668578e+00   8.685783e-01
1.1	   7.592819e+00   3.792819e+00   7.929774e+00   4.129774e+00   8.027273e+00   4.227273e+00   4.014033e+00   2.140333e-01   4.679555e+00   8.795552e-01
