*************************Generated by extractMotion.sh**********************
*      Thu May  8 17:05:42 MDT 2025 - Case: heave/mesh_3x
* Note: Data was extracted from log.overInterDyMFoam using extractMotion.sh
*       Can be visualized with plotMotion.py                            
2.66 17.0729 0 -0.328499 1 0 0 0 1 0 0 0 1  0 0 -0.0226973 0 0 0
2.67 17.0729 0 -0.328728 1 0 0 0 1 0 0 0 1  0 0 -0.0229706 0 0 0
2.68 17.0729 0 -0.328957 1 0 0 0 1 0 0 0 1  0 0 -0.0230095 0 0 0
2.69 17.0729 0 -0.329188 1 0 0 0 1 0 0 0 1  0 0 -0.0231608 0 0 0
2.7 17.0729 0 -0.32942 1 0 0 0 1 0 0 0 1  0 0 -0.0232858 0 0 0
2.71 17.0729 0 -0.329653 1 0 0 0 1 0 0 0 1  0 0 -0.0233256 0 0 0
2.72 17.0729 0 -0.329887 1 0 0 0 1 0 0 0 1  0 0 -0.0234601 0 0 0
2.73 17.0729 0 -0.330122 1 0 0 0 1 0 0 0 1  0 0 -0.023559 0 0 0
2.74 17.0729 0 -0.330357 1 0 0 0 1 0 0 0 1  0 0 -0.0234831 0 0 0
2.75 17.0729 0 -0.330594 1 0 0 0 1 0 0 0 1  0 0 -0.0237628 0 0 0
2.76 17.0729 0 -0.330829 1 0 0 0 1 0 0 0 1  0 0 -0.0235893 0 0 0
2.77 17.0729 0 -0.331068 1 0 0 0 1 0 0 0 1  0 0 -0.0238595 0 0 0
2.78 17.0729 0 -0.331306 1 0 0 0 1 0 0 0 1  0 0 -0.0237824 0 0 0
2.79 17.0729 0 -0.331545 1 0 0 0 1 0 0 0 1  0 0 -0.0238631 0 0 0
2.8 17.0729 0 -0.331784 1 0 0 0 1 0 0 0 1  0 0 -0.0239172 0 0 0
2.81 17.0729 0 -0.332023 1 0 0 0 1 0 0 0 1  0 0 -0.0238973 0 0 0
2.82 17.0729 0 -0.332262 1 0 0 0 1 0 0 0 1  0 0 -0.0238811 0 0 0
2.83 17.0729 0 -0.332501 1 0 0 0 1 0 0 0 1  0 0 -0.0239594 0 0 0
2.84 17.0729 0 -0.332739 1 0 0 0 1 0 0 0 1  0 0 -0.0237885 0 0 0
2.85 17.0729 0 -0.332978 1 0 0 0 1 0 0 0 1  0 0 -0.0238522 0 0 0
2.86 17.0729 0 -0.333216 1 0 0 0 1 0 0 0 1  0 0 -0.0237483 0 0 0
2.87 17.0729 0 -0.333453 1 0 0 0 1 0 0 0 1  0 0 -0.0236515 0 0 0
2.88 17.0729 0 -0.33369 1 0 0 0 1 0 0 0 1  -0 -0 -0.0236444 0 0 0
2.89 17.0729 0 -0.333923 1 0 0 0 1 0 0 0 1  -0 -0 -0.0232982 0 0 0
2.9 17.0729 0 -0.33416 1 0 0 0 1 0 0 0 1  0 0 -0.0235988 0 0 0
2.91 17.0729 0 -0.334388 1 0 0 0 1 0 0 0 1  0 0 -0.0226985 0 0 0
2.92 17.0729 0 -0.334623 1 0 0 0 1 0 0 0 1  0 0 -0.0234267 0 0 0
2.93 17.0729 0 -0.334849 1 0 0 0 1 0 0 0 1  0 0 -0.0226155 0 0 0
2.94 17.0729 0 -0.335078 1 0 0 0 1 0 0 0 1  0 0 -0.0227567 0 0 0
2.95 17.0729 0 -0.335305 1 0 0 0 1 0 0 0 1  0 0 -0.0226503 0 0 0
2.96 17.0729 0 -0.335528 1 0 0 0 1 0 0 0 1  0 0 -0.0221548 0 0 0
2.97 17.0729 0 -0.335752 1 0 0 0 1 0 0 0 1  -0 -0 -0.0223672 0 0 0
2.98 17.0729 0 -0.335971 1 0 0 0 1 0 0 0 1  -0 -0 -0.0217535 0 0 0
2.99 17.0729 0 -0.33619 1 0 0 0 1 0 0 0 1  -0 -0 -0.0217887 0 0 0
3 17.0729 0 -0.336404 1 0 0 0 1 0 0 0 1  -0 -0 -0.0212645 0 0 0
3.01 17.0729 0 -0.336618 1 0 0 0 1 0 0 0 1  -0 -0 -0.0213299 0 0 0
3.02 17.0729 0 -0.336829 1 0 0 0 1 0 0 0 1  -0 -0 -0.0210136 0 0 0
3.03 17.0729 0 -0.337038 1 0 0 0 1 0 0 0 1  -0 -0 -0.0207283 0 0 0
3.04 17.0729 0 -0.337246 1 0 0 0 1 0 0 0 1  -0 -0 -0.0206565 0 0 0
3.05 17.0729 0 -0.337449 1 0 0 0 1 0 0 0 1  -0 -0 -0.0202016 0 0 0
3.06 17.0729 0 -0.337651 1 0 0 0 1 0 0 0 1  -0 -0 -0.0200554 0 0 0
3.07 17.0729 0 -0.337849 1 0 0 0 1 0 0 0 1  -0 -0 -0.0196864 0 0 0
3.08 17.0729 0 -0.338044 1 0 0 0 1 0 0 0 1  -0 -0 -0.0193135 0 0 0
3.09 17.0729 0 -0.338232 1 0 0 0 1 0 0 0 1  -0 -0 -0.0185636 0 0 0
3.1 17.0729 0 -0.338422 1 0 0 0 1 0 0 0 1  -0 -0 -0.0188075 0 0 0
3.11 17.0729 0 -0.338602 1 0 0 0 1 0 0 0 1  -0 -0 -0.0177861 0 0 0
3.12 17.0729 0 -0.338782 1 0 0 0 1 0 0 0 1  -0 -0 -0.0176933 0 0 0
3.13 17.0729 0 -0.338956 1 0 0 0 1 0 0 0 1  -0 -0 -0.0171987 0 0 0
3.14 17.0729 0 -0.339124 1 0 0 0 1 0 0 0 1  -0 -0 -0.0165356 0 0 0
3.15 17.0729 0 -0.33929 1 0 0 0 1 0 0 0 1  -0 -0 -0.0163685 0 0 0
3.16 17.0729 0 -0.339448 1 0 0 0 1 0 0 0 1  -0 -0 -0.015567 0 0 0
3.17 17.0729 0 -0.339603 1 0 0 0 1 0 0 0 1  0 0 -0.0152338 0 0 0
3.18 17.0729 0 -0.339752 1 0 0 0 1 0 0 0 1  0 0 -0.0146407 0 0 0
3.19 17.0729 0 -0.339895 1 0 0 0 1 0 0 0 1  0 0 -0.0140103 0 0 0
3.2 17.0729 0 -0.340033 1 0 0 0 1 0 0 0 1  0 0 -0.0135609 0 0 0
3.21 17.0729 0 -0.340165 1 0 0 0 1 0 0 0 1  0 0 -0.0128524 0 0 0
3.22 17.0729 0 -0.340291 1 0 0 0 1 0 0 0 1  0 0 -0.0123134 0 0 0
3.23 17.0729 0 -0.34041 1 0 0 0 1 0 0 0 1  0 0 -0.0116527 0 0 0
3.24 17.0729 0 -0.340523 1 0 0 0 1 0 0 0 1  0 0 -0.0109653 0 0 0
3.25 17.0729 0 -0.34063 1 0 0 0 1 0 0 0 1  0 0 -0.0103586 0 0 0
3.26 17.0729 0 -0.340729 1 0 0 0 1 0 0 0 1  0 0 -0.0096118 0 0 0
3.27 17.0729 0 -0.340819 1 0 0 0 1 0 0 0 1  0 0 -0.00857994 0 0 0
3.28 17.0729 0 -0.340906 1 0 0 0 1 0 0 0 1  0 0 -0.00838606 0 0 0
3.29 17.0729 0 -0.340981 1 0 0 0 1 0 0 0 1  0 0 -0.00713454 0 0 0
3.3 17.0729 0 -0.341051 1 0 0 0 1 0 0 0 1  0 0 -0.00658808 0 0 0
3.31 17.0729 0 -0.341113 1 0 0 0 1 0 0 0 1  0 0 -0.00587695 0 0 0
3.32 17.0729 0 -0.341166 1 0 0 0 1 0 0 0 1  0 0 -0.00480117 0 0 0
3.33 17.0729 0 -0.341213 1 0 0 0 1 0 0 0 1  0 0 -0.00431036 0 0 0
3.34 17.0729 0 -0.341249 1 0 0 0 1 0 0 0 1  0 0 -0.0031926 0 0 0
3.35 17.0729 0 -0.341277 1 0 0 0 1 0 0 0 1  0 0 -0.00243506 0 0 0
3.36 17.0729 0 -0.341297 1 0 0 0 1 0 0 0 1  0 0 -0.00156564 0 0 0
3.37 17.0729 0 -0.341307 1 0 0 0 1 0 0 0 1  0 0 -0.000497095 0 0 0
3.38 17.0729 0 -0.341309 1 0 0 0 1 0 0 0 1  0 0 0.000367738 0 0 0
3.39 17.0729 0 -0.341302 1 0 0 0 1 0 0 0 1  0 0 0.00114128 0 0 0
3.4 17.0729 0 -0.341282 1 0 0 0 1 0 0 0 1  0 0 0.00241408 0 0 0
3.41 17.0729 0 -0.341256 1 0 0 0 1 0 0 0 1  0 0 0.00312476 0 0 0
3.42 17.0729 0 -0.341218 1 0 0 0 1 0 0 0 1  0 0 0.00427694 0 0 0
3.43 17.0729 0 -0.341171 1 0 0 0 1 0 0 0 1  0 0 0.00527963 0 0 0
3.44 17.0729 0 -0.341114 1 0 0 0 1 0 0 0 1  0 0 0.006186 0 0 0
3.45 17.0729 0 -0.341045 1 0 0 0 1 0 0 0 1  0 0 0.0074372 0 0 0
3.46 17.0729 0 -0.340967 1 0 0 0 1 0 0 0 1  0 0 0.0083263 0 0 0
3.47 17.0729 0 -0.340877 1 0 0 0 1 0 0 0 1  0 0 0.00950334 0 0 0
3.48 17.0729 0 -0.340777 1 0 0 0 1 0 0 0 1  0 0 0.0105165 0 0 0
3.49 17.0729 0 -0.340665 1 0 0 0 1 0 0 0 1  0 0 0.0117901 0 0 0
3.5 17.0729 0 -0.340548 1 0 0 0 1 0 0 0 1  0 0 0.0121797 0 0 0
3.51 17.0729 0 -0.340409 1 0 0 0 1 0 0 0 1  0 0 0.0144721 0 0 0
3.52 17.0729 0 -0.340268 1 0 0 0 1 0 0 0 1  0 0 0.014731 0 0 0
3.53 17.0729 0 -0.340109 1 0 0 0 1 0 0 0 1  0 0 0.0164676 0 0 0
3.54 17.0729 0 -0.339938 1 0 0 0 1 0 0 0 1  0 0 0.0177138 0 0 0
3.55 17.0729 0 -0.339758 1 0 0 0 1 0 0 0 1  0 0 0.0186184 0 0 0
3.56 17.0729 0 -0.339561 1 0 0 0 1 0 0 0 1  0 0 0.0203692 0 0 0
3.57 17.0729 0 -0.339355 1 0 0 0 1 0 0 0 1  0 0 0.0212687 0 0 0
3.58 17.0729 0 -0.339133 1 0 0 0 1 0 0 0 1  0 0 0.0227927 0 0 0
3.59 17.0729 0 -0.338898 1 0 0 0 1 0 0 0 1  0 0 0.0242099 0 0 0
3.6 17.0729 0 -0.33865 1 0 0 0 1 0 0 0 1  0 0 0.0255249 0 0 0
3.61 17.0729 0 -0.338388 1 0 0 0 1 0 0 0 1  0 0 0.0268684 0 0 0
3.62 17.0729 0 -0.338112 1 0 0 0 1 0 0 0 1  0 0 0.0282699 0 0 0
3.63 17.0729 0 -0.337823 1 0 0 0 1 0 0 0 1  0 0 0.0296252 0 0 0
3.64 17.0729 0 -0.337523 1 0 0 0 1 0 0 0 1  0 0 0.0306112 0 0 0
3.65 17.0729 0 -0.337203 1 0 0 0 1 0 0 0 1  0 0 0.0326929 0 0 0
3.66 17.0729 0 -0.336875 1 0 0 0 1 0 0 0 1  0 0 0.0334561 0 0 0
3.67 17.0729 0 -0.33653 1 0 0 0 1 0 0 0 1  0 0 0.0352376 0 0 0
3.68 17.0729 0 -0.336171 1 0 0 0 1 0 0 0 1  0 0 0.0365694 0 0 0
3.69 17.0729 0 -0.3358 1 0 0 0 1 0 0 0 1  0 0 0.0377974 0 0 0
3.7 17.0729 0 -0.335414 1 0 0 0 1 0 0 0 1  0 0 0.0392996 0 0 0
3.71 17.0729 0 -0.335013 1 0 0 0 1 0 0 0 1  0 0 0.040775 0 0 0
3.72 17.0729 0 -0.334601 1 0 0 0 1 0 0 0 1  0 0 0.0419416 0 0 0
3.73 17.0729 0 -0.334173 1 0 0 0 1 0 0 0 1  0 0 0.043522 0 0 0
3.74 17.0729 0 -0.333732 1 0 0 0 1 0 0 0 1  0 0 0.0447795 0 0 0
3.75 17.0729 0 -0.33328 1 0 0 0 1 0 0 0 1  0 0 0.0458193 0 0 0
3.76 17.0729 0 -0.332807 1 0 0 0 1 0 0 0 1  0 0 0.048017 0 0 0
3.77 17.0729 0 -0.332328 1 0 0 0 1 0 0 0 1  0 0 0.0486345 0 0 0
3.78 17.0729 0 -0.331829 1 0 0 0 1 0 0 0 1  0 0 0.0505459 0 0 0
3.79 17.0729 0 -0.331317 1 0 0 0 1 0 0 0 1  0 0 0.0519338 0 0 0
3.8 17.0729 0 -0.330795 1 0 0 0 1 0 0 0 1  0 0 0.0528874 0 0 0
3.81 17.0729 0 -0.330253 1 0 0 0 1 0 0 0 1  0 0 0.0549352 0 0 0
3.82 17.0729 0 -0.329703 1 0 0 0 1 0 0 0 1  0 0 0.0556781 0 0 0
3.83 17.0729 0 -0.329135 1 0 0 0 1 0 0 0 1  0 0 0.0574504 0 0 0
3.84 17.0729 0 -0.328555 1 0 0 0 1 0 0 0 1  0 0 0.0587475 0 0 0
3.85 17.0729 0 -0.327962 1 0 0 0 1 0 0 0 1  0 0 0.0599223 0 0 0
3.86 17.0729 0 -0.327353 1 0 0 0 1 0 0 0 1  0 0 0.0616143 0 0 0
3.87 17.0729 0 -0.326732 1 0 0 0 1 0 0 0 1  0 0 0.0627867 0 0 0
3.88 17.0729 0 -0.326093 1 0 0 0 1 0 0 0 1  0 0 0.0646817 0 0 0
3.89 17.0729 0 -0.325439 1 0 0 0 1 0 0 0 1  0 0 0.0662549 0 0 0
3.9 17.0729 0 -0.324773 1 0 0 0 1 0 0 0 1  0 0 0.0673701 0 0 0
3.91 17.0729 0 -0.32408 1 0 0 0 1 0 0 0 1  0 0 0.0701603 0 0 0
3.92 17.0729 0 -0.323373 1 0 0 0 1 0 0 0 1  0 0 0.0717911 0 0 0
3.93 17.0729 0 -0.322645 1 0 0 0 1 0 0 0 1  0 0 0.0737948 0 0 0
3.94 17.0729 0 -0.321903 1 0 0 0 1 0 0 0 1  0 0 0.075177 0 0 0
3.95 17.0729 0 -0.321166 1 0 0 0 1 0 0 0 1  0 0 0.074043 0 0 0
3.96 17.0729 0 -0.320386 1 0 0 0 1 0 0 0 1  0 0 0.0787315 0 0 0
3.97 17.0729 0 -0.319618 1 0 0 0 1 0 0 0 1  0 0 0.0776693 0 0 0
3.98 17.0729 0 -0.318824 1 0 0 0 1 0 0 0 1  0 0 0.079817 0 0 0
3.99 17.0729 0 -0.318019 1 0 0 0 1 0 0 0 1  0 0 0.0813289 0 0 0
4 17.0729 0 -0.317211 1 0 0 0 1 0 0 0 1  0 0 0.081312 0 0 0
4.01 17.0729 0 -0.316378 1 0 0 0 1 0 0 0 1  0 0 0.0838029 0 0 0
4.02 17.0729 0 -0.315554 1 0 0 0 1 0 0 0 1  0 0 0.0828873 0 0 0
4.03 17.0729 0 -0.314708 1 0 0 0 1 0 0 0 1  0 0 0.0848951 0 0 0
4.04 17.0729 0 -0.31385 1 0 0 0 1 0 0 0 1  0 0 0.0865812 0 0 0
4.05 17.0729 0 -0.312993 1 0 0 0 1 0 0 0 1  0 0 0.0861257 0 0 0
4.06 17.0729 0 -0.312109 1 0 0 0 1 0 0 0 1  0 0 0.0889335 0 0 0
4.07 17.0729 0 -0.311235 1 0 0 0 1 0 0 0 1  0 0 0.0879016 0 0 0
4.08 17.0729 0 -0.310332 1 0 0 0 1 0 0 0 1  0 0 0.0907469 0 0 0
4.09 17.0729 0 -0.309435 1 0 0 0 1 0 0 0 1  0 0 0.0903355 0 0 0
4.1 17.0729 0 -0.308521 1 0 0 0 1 0 0 0 1  0 0 0.0917713 0 0 0
4.11 17.0729 0 -0.3076 1 0 0 0 1 0 0 0 1  0 0 0.09255 0 0 0
4.12 17.0729 0 -0.306669 1 0 0 0 1 0 0 0 1  0 0 0.0935914 0 0 0
4.13 17.0729 0 -0.305729 1 0 0 0 1 0 0 0 1  0 0 0.0944922 0 0 0
4.14 17.0729 0 -0.30478 1 0 0 0 1 0 0 0 1  0 0 0.0953195 0 0 0
4.15 17.0729 0 -0.303821 1 0 0 0 1 0 0 0 1  0 0 0.0963242 0 0 0
4.16 17.0729 0 -0.302854 1 0 0 0 1 0 0 0 1  0 0 0.0971387 0 0 0
4.17 17.0729 0 -0.301879 1 0 0 0 1 0 0 0 1  0 0 0.0979947 0 0 0
4.18 17.0729 0 -0.300893 1 0 0 0 1 0 0 0 1  0 0 0.0989875 0 0 0
4.19 17.0729 0 -0.299896 1 0 0 0 1 0 0 0 1  0 0 0.100296 0 0 0
4.2 17.0729 0 -0.298885 1 0 0 0 1 0 0 0 1  0 0 0.101741 0 0 0
4.21 17.0729 0 -0.297864 1 0 0 0 1 0 0 0 1  0 0 0.10273 0 0 0
4.22 17.0729 0 -0.296833 1 0 0 0 1 0 0 0 1  0 0 0.103737 0 0 0
4.23 17.0729 0 -0.295795 1 0 0 0 1 0 0 0 1  0 0 0.104228 0 0 0
4.24 17.0729 0 -0.294726 1 0 0 0 1 0 0 0 1  0 0 0.107821 0 0 0
4.25 17.0729 0 -0.293677 1 0 0 0 1 0 0 0 1  0 0 0.105415 0 0 0
4.26 17.0729 0 -0.292614 1 0 0 0 1 0 0 0 1  0 0 0.106238 0 0 0
4.27 17.0729 0 -0.291519 1 0 0 0 1 0 0 0 1  0 0 0.110271 0 0 0
4.28 17.0729 0 -0.290465 1 0 0 0 1 0 0 0 1  0 0 0.105597 0 0 0
4.29 17.0729 0 -0.289359 1 0 0 0 1 0 0 0 1  0 0 0.110753 0 0 0
4.3 17.0729 0 -0.28828 1 0 0 0 1 0 0 0 1  0 0 0.108538 0 0 0
4.31 17.0729 0 -0.28718 1 0 0 0 1 0 0 0 1  0 0 0.11015 0 0 0
4.32 17.0729 0 -0.28608 1 0 0 0 1 0 0 0 1  0 0 0.110379 0 0 0
4.33 17.0729 0 -0.284982 1 0 0 0 1 0 0 0 1  0 0 0.109895 0 0 0
4.34 17.0729 0 -0.283865 1 0 0 0 1 0 0 0 1  0 0 0.112041 0 0 0
4.35 17.0729 0 -0.282767 1 0 0 0 1 0 0 0 1  0 0 0.109879 0 0 0
4.36 17.0729 0 -0.281644 1 0 0 0 1 0 0 0 1  0 0 0.112312 0 0 0
4.37 17.0729 0 -0.280536 1 0 0 0 1 0 0 0 1  0 0 0.111005 0 0 0
4.38 17.0729 0 -0.279419 1 0 0 0 1 0 0 0 1  0 0 0.111631 0 0 0
4.39 17.0729 0 -0.2783 1 0 0 0 1 0 0 0 1  0 0 0.112149 0 0 0
4.4 17.0729 0 -0.277186 1 0 0 0 1 0 0 0 1  0 0 0.111353 0 0 0
4.41 17.0729 0 -0.276064 1 0 0 0 1 0 0 0 1  0 0 0.112307 0 0 0
4.42 17.0729 0 -0.274946 1 0 0 0 1 0 0 0 1  0 0 0.111855 0 0 0
4.43 17.0729 0 -0.273822 1 0 0 0 1 0 0 0 1  0 0 0.112464 0 0 0
4.44 17.0729 0 -0.272698 1 0 0 0 1 0 0 0 1  0 0 0.112534 0 0 0
4.45 17.0729 0 -0.271572 1 0 0 0 1 0 0 0 1  0 0 0.112722 0 0 0
4.46 17.0729 0 -0.270438 1 0 0 0 1 0 0 0 1  0 0 0.113688 0 0 0
4.47 17.0729 0 -0.269309 1 0 0 0 1 0 0 0 1  0 0 0.11308 0 0 0
4.48 17.0729 0 -0.268174 1 0 0 0 1 0 0 0 1  0 0 0.113559 0 0 0
4.49 17.0729 0 -0.26704 1 0 0 0 1 0 0 0 1  0 0 0.113537 0 0 0
4.5 17.0729 0 -0.265887 1 0 0 0 1 0 0 0 1  0 0 0.115716 0 0 0
4.51 17.0729 0 -0.264789 1 0 0 0 1 0 0 0 1  0 0 0.109267 0 0 0
4.52 17.0729 0 -0.263631 1 0 0 0 1 0 0 0 1  0 0 0.115564 0 0 0
4.53 17.0729 0 -0.262507 1 0 0 0 1 0 0 0 1  0 0 0.112916 0 0 0
4.54 17.0729 0 -0.261387 1 0 0 0 1 0 0 0 1  0 0 0.111564 0 0 0
4.55 17.0729 0 -0.26024 1 0 0 0 1 0 0 0 1  0 0 0.114965 0 0 0
4.56 17.0729 0 -0.259138 1 0 0 0 1 0 0 0 1  0 0 0.109966 0 0 0
4.57 17.0729 0 -0.257998 1 0 0 0 1 0 0 0 1  0 0 0.113859 0 0 0
4.58 17.0729 0 -0.256899 1 0 0 0 1 0 0 0 1  0 0 0.109798 0 0 0
4.59 17.0729 0 -0.25578 1 0 0 0 1 0 0 0 1  0 0 0.111462 0 0 0
4.6 17.0729 0 -0.254676 1 0 0 0 1 0 0 0 1  0 0 0.110324 0 0 0
4.61 17.0729 0 -0.253582 1 0 0 0 1 0 0 0 1  0 0 0.108947 0 0 0
4.62 17.0729 0 -0.25248 1 0 0 0 1 0 0 0 1  0 0 0.109919 0 0 0
4.63 17.0729 0 -0.251402 1 0 0 0 1 0 0 0 1  0 0 0.107546 0 0 0
4.64 17.0729 0 -0.250316 1 0 0 0 1 0 0 0 1  0 0 0.108241 0 0 0
4.65 17.0729 0 -0.249244 1 0 0 0 1 0 0 0 1  0 0 0.106889 0 0 0
4.66 17.0729 0 -0.248179 1 0 0 0 1 0 0 0 1  0 0 0.106085 0 0 0
4.67 17.0729 0 -0.247116 1 0 0 0 1 0 0 0 1  0 0 0.105965 0 0 0
4.68 17.0729 0 -0.246067 1 0 0 0 1 0 0 0 1  0 0 0.104563 0 0 0
4.69 17.0729 0 -0.245016 1 0 0 0 1 0 0 0 1  0 0 0.104836 0 0 0
4.7 17.0729 0 -0.243976 1 0 0 0 1 0 0 0 1  0 0 0.103697 0 0 0
4.71 17.0729 0 -0.242941 1 0 0 0 1 0 0 0 1  0 0 0.103231 0 0 0
4.72 17.0729 0 -0.241906 1 0 0 0 1 0 0 0 1  0 0 0.103306 0 0 0
4.73 17.0729 0 -0.240879 1 0 0 0 1 0 0 0 1  0 0 0.102593 0 0 0
4.74 17.0729 0 -0.239871 1 0 0 0 1 0 0 0 1  0 0 0.100281 0 0 0
4.75 17.0729 0 -0.238858 1 0 0 0 1 0 0 0 1  0 0 0.100929 0 0 0
4.76 17.0729 0 -0.237838 1 0 0 0 1 0 0 0 1  0 0 0.102202 0 0 0
4.77 17.0729 0 -0.236885 1 0 0 0 1 0 0 0 1  0 0 0.0942824 0 0 0
4.78 17.0729 0 -0.23586 1 0 0 0 1 0 0 0 1  0 0 0.102081 0 0 0
4.79 17.0729 0 -0.234914 1 0 0 0 1 0 0 0 1  0 0 0.0945431 0 0 0
4.8 17.0729 0 -0.233933 1 0 0 0 1 0 0 0 1  0 0 0.0973075 0 0 0
4.81 17.0729 0 -0.232979 1 0 0 0 1 0 0 0 1  0 0 0.0952695 0 0 0
4.82 17.0729 0 -0.23205 1 0 0 0 1 0 0 0 1  0 0 0.0919887 0 0 0
4.83 17.0729 0 -0.231098 1 0 0 0 1 0 0 0 1  0 0 0.0948302 0 0 0
4.84 17.0729 0 -0.230198 1 0 0 0 1 0 0 0 1  0 0 0.0894646 0 0 0
4.85 17.0729 0 -0.229276 1 0 0 0 1 0 0 0 1  0 0 0.0914771 0 0 0
4.86 17.0729 0 -0.228385 1 0 0 0 1 0 0 0 1  0 0 0.0886836 0 0 0
4.87 17.0729 0 -0.227503 1 0 0 0 1 0 0 0 1  0 0 0.0874552 0 0 0
4.88 17.0729 0 -0.226625 1 0 0 0 1 0 0 0 1  0 0 0.0872869 0 0 0
4.89 17.0729 0 -0.225774 1 0 0 0 1 0 0 0 1  0 0 0.084447 0 0 0
4.9 17.0729 0 -0.224921 1 0 0 0 1 0 0 0 1  0 0 0.084597 0 0 0
4.91 17.0729 0 -0.224091 1 0 0 0 1 0 0 0 1  0 0 0.0823662 0 0 0
4.92 17.0729 0 -0.223271 1 0 0 0 1 0 0 0 1  0 0 0.0812634 0 0 0
4.93 17.0729 0 -0.222462 1 0 0 0 1 0 0 0 1  0 0 0.080301 0 0 0
4.94 17.0729 0 -0.221673 1 0 0 0 1 0 0 0 1  0 0 0.078281 0 0 0
4.95 17.0729 0 -0.22089 1 0 0 0 1 0 0 0 1  0 0 0.0775619 0 0 0
4.96 17.0729 0 -0.220125 1 0 0 0 1 0 0 0 1  0 0 0.0758597 0 0 0
4.97 17.0729 0 -0.219373 1 0 0 0 1 0 0 0 1  0 0 0.0744878 0 0 0
4.98 17.0729 0 -0.218633 1 0 0 0 1 0 0 0 1  0 0 0.0732695 0 0 0
4.99 17.0729 0 -0.21791 1 0 0 0 1 0 0 0 1  0 0 0.0716275 0 0 0
5 17.0729 0 -0.2172 1 0 0 0 1 0 0 0 1  0 0 0.0702787 0 0 0
5.01 17.0729 0 -0.216505 1 0 0 0 1 0 0 0 1  0 0 0.0687852 0 0 0
5.02 17.0729 0 -0.215832 1 0 0 0 1 0 0 0 1  0 0 0.066352 0 0 0
5.03 17.0729 0 -0.215161 1 0 0 0 1 0 0 0 1  0 0 0.0664083 0 0 0
5.04 17.0729 0 -0.214529 1 0 0 0 1 0 0 0 1  0 0 0.0623683 0 0 0
5.05 17.0729 0 -0.213879 1 0 0 0 1 0 0 0 1  0 0 0.0643191 0 0 0
5.06 17.0729 0 -0.213274 1 0 0 0 1 0 0 0 1  0 0 0.0598582 0 0 0
5.07 17.0729 0 -0.212662 1 0 0 0 1 0 0 0 1  0 0 0.0603218 0 0 0
5.08 17.0729 0 -0.212087 1 0 0 0 1 0 0 0 1  0 0 0.0567672 0 0 0
5.09 17.0729 0 -0.211503 1 0 0 0 1 0 0 0 1  0 0 0.0576722 0 0 0
5.1 17.0729 0 -0.21093 1 0 0 0 1 0 0 0 1  0 0 0.0571749 0 0 0
5.11 17.0729 0 -0.210385 1 0 0 0 1 0 0 0 1  0 0 0.0539401 0 0 0
5.12 17.0729 0 -0.209823 1 0 0 0 1 0 0 0 1  0 0 0.0559201 0 0 0
5.13 17.0729 0 -0.209328 1 0 0 0 1 0 0 0 1  0 0 0.0484872 0 0 0
5.14 17.0729 0 -0.20879 1 0 0 0 1 0 0 0 1  0 0 0.0529664 0 0 0
5.15 17.0729 0 -0.208318 1 0 0 0 1 0 0 0 1  0 0 0.046542 0 0 0
5.16 17.0729 0 -0.207831 1 0 0 0 1 0 0 0 1  0 0 0.0476021 0 0 0
5.17 17.0729 0 -0.207366 1 0 0 0 1 0 0 0 1  0 0 0.0460736 0 0 0
5.18 17.0729 0 -0.20693 1 0 0 0 1 0 0 0 1  0 0 0.0426223 0 0 0
5.19 17.0729 0 -0.206486 1 0 0 0 1 0 0 0 1  0 0 0.0437148 0 0 0
5.2 17.0729 0 -0.206082 1 0 0 0 1 0 0 0 1  0 0 0.039618 0 0 0
5.21 17.0729 0 -0.205675 1 0 0 0 1 0 0 0 1  0 0 0.0397635 0 0 0
5.22 17.0729 0 -0.205294 1 0 0 0 1 0 0 0 1  0 0 0.0374824 0 0 0
5.23 17.0729 0 -0.204929 1 0 0 0 1 0 0 0 1  0 0 0.0355193 0 0 0
5.24 17.0729 0 -0.204573 1 0 0 0 1 0 0 0 1  0 0 0.0348618 0 0 0
5.25 17.0729 0 -0.204244 1 0 0 0 1 0 0 0 1  0 0 0.0321436 0 0 0
5.26 17.0729 0 -0.203921 1 0 0 0 1 0 0 0 1  0 0 0.0313887 0 0 0
5.27 17.0729 0 -0.20362 1 0 0 0 1 0 0 0 1  0 0 0.0293371 0 0 0
5.28 17.0729 0 -0.203335 1 0 0 0 1 0 0 0 1  0 0 0.0276981 0 0 0
5.29 17.0729 0 -0.203064 1 0 0 0 1 0 0 0 1  0 0 0.026325 0 0 0
5.3 17.0729 0 -0.202813 1 0 0 0 1 0 0 0 1  0 0 0.0242374 0 0 0
5.31 17.0729 0 -0.202575 1 0 0 0 1 0 0 0 1  0 0 0.0229216 0 0 0
5.32 17.0729 0 -0.202357 1 0 0 0 1 0 0 0 1  0 0 0.0210417 0 0 0
5.33 17.0729 0 -0.202154 1 0 0 0 1 0 0 0 1  0 0 0.0193844 0 0 0
5.34 17.0729 0 -0.201968 1 0 0 0 1 0 0 0 1  0 0 0.0178018 0 0 0
5.35 17.0729 0 -0.201799 1 0 0 0 1 0 0 0 1  0 0 0.0159761 0 0 0
5.36 17.0729 0 -0.201647 1 0 0 0 1 0 0 0 1  0 0 0.01441 0 0 0
