*************************Generated by extractQP.sh*************************
*      Wed Jan  8 12:38:23 MST 2025. Case: 
* Note: Outputs can be visualized with plotQP.py
***************************************************************************
Time(s) p0(Pa) p1(Pa) Q(m3/s)
19.84 3.112097e+02 -1.606774e+00 6.118521e-02
19.85 3.077902e+02 -1.700255e+00 6.144369e-02
19.86 3.321439e+02 -2.000547e+00 6.175401e-02
19.87 3.368904e+02 -2.112407e+00 6.207734e-02
19.88 3.323198e+02 -1.792189e+00 6.246538e-02
19.89 3.000630e+02 -1.108580e+00 6.263578e-02
19.9 3.281969e+02 -1.554345e+00 6.295285e-02
19.91 3.074546e+02 -1.281270e+00 6.300351e-02
19.92 3.402187e+02 -1.677033e+00 6.332673e-02
19.93 3.356241e+02 -1.811748e+00 6.346646e-02
19.94 3.162766e+02 -1.146381e+00 6.373206e-02
19.95 3.507953e+02 -2.191279e+00 6.336337e-02
19.96 3.224077e+02 -1.331303e+00 6.345671e-02
19.97 3.484982e+02 -1.952917e+00 6.301126e-02
19.98 2.743300e+02 1.967717e-01 6.308367e-02
19.99 3.278563e+02 -1.321604e+00 6.284711e-02
20 2.946429e+02 -6.164524e-01 6.277158e-02
20.01 3.451376e+02 -2.233134e+00 6.207314e-02
20.02 2.893619e+02 -8.857357e-01 6.165862e-02
20.03 3.488858e+02 -2.707921e+00 6.084660e-02
20.04 2.827842e+02 -1.175628e+00 6.036199e-02
20.05 3.313179e+02 -2.611219e+00 5.937967e-02
20.06 2.772899e+02 -1.268363e+00 5.888094e-02
20.07 3.201058e+02 -2.591956e+00 5.809200e-02
20.08 2.965230e+02 -2.030555e+00 5.761844e-02
20.09 2.744004e+02 -1.668854e+00 5.710733e-02
20.1 2.837757e+02 -2.131153e+00 5.637133e-02
20.11 3.058932e+02 -2.626452e+00 5.546054e-02
20.12 2.588788e+02 -1.951312e+00 5.475344e-02
20.13 3.004093e+02 -3.166528e+00 5.381441e-02
20.14 2.546223e+02 -2.379854e+00 5.333063e-02
20.15 3.058065e+02 -3.610790e+00 5.222031e-02
20.16 2.674938e+02 -3.165466e+00 5.099029e-02
20.17 2.397658e+02 -2.589577e+00 5.006916e-02
20.18 2.461932e+02 -2.807909e+00 4.910839e-02
20.19 2.449736e+02 -3.109007e+00 4.811263e-02
20.2 2.200231e+02 -2.663949e+00 4.733881e-02
20.21 2.695602e+02 -3.979820e+00 4.609299e-02
20.22 2.469379e+02 -3.846473e+00 4.487802e-02
20.23 2.410983e+02 -3.876674e+00 4.381782e-02
20.24 2.163338e+02 -3.591626e+00 4.292125e-02
20.25 2.331403e+02 -3.913257e+00 4.196290e-02
20.26 1.830758e+02 -3.354380e+00 4.075506e-02
20.27 1.954300e+02 -3.760605e+00 3.914063e-02
20.28 1.921208e+02 -4.081314e+00 3.746017e-02
20.29 1.953370e+02 -4.451341e+00 3.602459e-02
20.3 1.806745e+02 -4.143291e+00 3.530862e-02
20.31 1.577131e+02 -4.081036e+00 3.430431e-02
20.32 1.570735e+02 -4.425783e+00 3.293621e-02
20.33 1.353331e+02 -4.190287e+00 3.193612e-02
20.34 1.402242e+02 -4.290581e+00 3.121376e-02
20.35 1.754246e+02 -4.982981e+00 2.998796e-02
20.36 1.742610e+02 -5.159706e+00 2.831978e-02
20.37 9.815550e+01 -5.131423e+00 2.680312e-02
20.38 1.080241e+02 -4.182163e+00 2.677245e-02
20.39 1.425574e+02 -4.911303e+00 2.585418e-02
20.4 1.072153e+02 -5.161006e+00 2.401834e-02
20.41 1.266825e+02 -5.410117e+00 2.226069e-02
20.42 1.070926e+02 -5.708352e+00 2.096855e-02
20.43 9.483755e+01 -5.379293e+00 2.041272e-02
20.44 1.192601e+02 -5.359293e+00 1.945217e-02
20.45 5.659434e+01 -5.662566e+00 1.832256e-02
20.46 8.470896e+01 -5.776334e+00 1.750770e-02
20.47 6.720157e+01 -5.499677e+00 1.641720e-02
20.48 5.344763e+01 -5.626099e+00 1.506817e-02
20.49 6.946144e+01 -5.637991e+00 1.389780e-02
20.5 6.122596e+01 -5.847437e+00 1.287490e-02
20.51 6.053500e+01 -5.782187e+00 1.188083e-02
20.52 7.300656e+00 -5.575100e+00 1.107292e-02
20.53 1.634632e+01 -5.641190e+00 1.032982e-02
20.54 7.245346e+01 -6.399965e+00 9.192322e-03
20.55 9.368685e+00 -5.674333e+00 8.533834e-03
20.56 2.684599e+01 -5.819154e+00 7.366269e-03
20.57 -1.934333e+01 -6.011753e+00 6.107421e-03
20.58 6.171303e+01 -6.339411e+00 4.857328e-03
20.59 2.740317e+01 -6.203889e+00 3.825446e-03
20.6 -7.186375e-01 -6.282029e+00 2.704833e-03
20.61 2.789887e+00 -6.202108e+00 1.672458e-03
20.62 -1.703543e+01 -6.089099e+00 9.096676e-04
20.63 -2.476451e+01 -5.662688e+00 5.411102e-04
20.64 -1.095584e+01 -6.820203e+00 -7.923905e-04
20.65 -3.800832e+00 -6.940125e+00 -1.772844e-03
20.66 -4.696229e+01 -6.426998e+00 -1.715953e-03
20.67 -6.152108e-01 -6.520538e+00 -2.095532e-03
20.68 -4.031764e+00 -6.830582e+00 -2.988827e-03
20.69 -2.808723e+01 -6.676936e+00 -3.791992e-03
20.7 -1.994582e+01 -6.821990e+00 -4.538840e-03
20.71 -3.818847e+01 -6.803205e+00 -5.203730e-03
20.72 -6.693069e-01 -6.772669e+00 -6.123451e-03
20.73 -8.136121e+01 -6.529132e+00 -6.695080e-03
20.74 -4.779152e+01 -7.098744e+00 -7.568699e-03
20.75 -3.515924e+01 -6.931391e+00 -7.851144e-03
20.76 -1.367543e+01 -7.371191e+00 -8.507152e-03
20.77 -7.767121e+01 -6.720931e+00 -8.663441e-03
20.78 -8.165694e+01 -7.036054e+00 -8.979464e-03
20.79 -1.645135e+01 -7.371992e+00 -9.510383e-03
20.8 -2.535795e+01 -7.595978e+00 -1.046606e-02
20.81 -3.591504e+01 -7.163399e+00 -1.095373e-02
20.82 -5.266200e+01 -7.562426e+00 -1.179001e-02
20.83 -8.649897e+01 -7.129535e+00 -1.201776e-02
20.84 -4.710874e+01 -7.489833e+00 -1.253619e-02
20.85 -1.194275e+02 -6.557751e+00 -1.231778e-02
20.86 -7.689384e+01 -7.552275e+00 -1.340687e-02
20.87 -7.425909e+01 -7.159396e+00 -1.399832e-02
20.88 -8.804715e+01 -7.650824e+00 -1.478816e-02
20.89 -7.936878e+01 -7.377891e+00 -1.526989e-02
20.9 -8.905510e+01 -7.673470e+00 -1.595369e-02
20.91 -7.559400e+01 -7.673513e+00 -1.656763e-02
20.92 -1.188488e+02 -7.370030e+00 -1.652890e-02
20.93 -1.134618e+02 -7.193481e+00 -1.660781e-02
20.94 -8.395219e+01 -7.796760e+00 -1.736873e-02
20.95 -8.981191e+01 -7.870805e+00 -1.806402e-02
20.96 -9.810074e+01 -7.988473e+00 -1.874759e-02
20.97 -1.169169e+02 -7.726399e+00 -1.905905e-02
20.98 -9.844831e+01 -8.009031e+00 -1.955450e-02
20.99 -1.571186e+02 -7.308608e+00 -1.929904e-02
21 -9.233252e+01 -8.138926e+00 -1.990460e-02
21.01 -1.159904e+02 -7.922759e+00 -2.018364e-02
21.02 -7.163456e+01 -8.597460e+00 -2.097853e-02
21.03 -1.107486e+02 -8.305068e+00 -2.152158e-02
21.04 -1.253136e+02 -8.225252e+00 -2.207900e-02
21.05 -1.140937e+02 -8.567638e+00 -2.295836e-02
21.06 -1.528258e+02 -8.100021e+00 -2.327677e-02
21.07 -1.093148e+02 -8.654016e+00 -2.391998e-02
21.08 -1.079243e+02 -8.896700e+00 -2.485241e-02
21.09 -1.628315e+02 -8.373205e+00 -2.528686e-02
21.1 -1.509602e+02 -8.264114e+00 -2.564975e-02
21.11 -1.395319e+02 -9.080263e+00 -2.680967e-02
21.12 -1.301770e+02 -8.620653e+00 -2.723640e-02
21.13 -1.402249e+02 -8.256084e+00 -2.771943e-02
21.14 -1.475361e+02 -9.004963e+00 -2.908629e-02
21.15 -1.553324e+02 -8.410131e+00 -2.929313e-02
21.16 -2.195467e+02 -8.099860e+00 -2.969359e-02
21.17 -1.635044e+02 -8.723384e+00 -3.069513e-02
21.18 -1.674209e+02 -8.945526e+00 -3.192903e-02
21.19 -1.696434e+02 -9.152207e+00 -3.298655e-02
21.2 -2.155896e+02 -8.599906e+00 -3.369985e-02
21.21 -1.936981e+02 -8.916880e+00 -3.461261e-02
21.22 -1.668769e+02 -8.841620e+00 -3.503713e-02
21.23 -1.976020e+02 -9.629614e+00 -3.678618e-02
21.24 -1.888449e+02 -9.067754e+00 -3.736794e-02
21.25 -2.533299e+02 -8.662752e+00 -3.844220e-02
21.26 -1.920856e+02 -9.709083e+00 -4.005855e-02
21.27 -2.125898e+02 -9.762241e+00 -4.155383e-02
21.28 -2.201887e+02 -9.157047e+00 -4.223167e-02
21.29 -2.303738e+02 -9.771679e+00 -4.356615e-02
21.3 -2.117441e+02 -1.033529e+01 -4.511581e-02
21.31 -2.394015e+02 -1.055469e+01 -4.678038e-02
21.32 -2.648797e+02 -9.520897e+00 -4.698636e-02
21.33 -3.033954e+02 -9.189900e+00 -4.757357e-02
21.34 -2.547520e+02 -1.003467e+01 -4.833970e-02
21.35 -2.638567e+02 -1.035376e+01 -4.965786e-02
21.36 -2.960593e+02 -9.576720e+00 -5.026351e-02
21.37 -2.834762e+02 -1.005310e+01 -5.107673e-02
21.38 -2.900756e+02 -9.896667e+00 -5.161080e-02
21.39 -2.816445e+02 -1.001099e+01 -5.246792e-02
21.4 -2.739895e+02 -1.019762e+01 -5.359669e-02
21.41 -3.201788e+02 -9.865081e+00 -5.481953e-02
21.42 -2.442804e+02 -1.191362e+01 -5.660782e-02
21.43 -2.577812e+02 -1.221123e+01 -5.804549e-02
21.44 -2.974758e+02 -1.070783e+01 -5.809325e-02
21.45 -2.980299e+02 -1.070594e+01 -5.830135e-02
21.46 -3.308507e+02 -1.040449e+01 -5.893738e-02
21.47 -3.177271e+02 -1.100832e+01 -6.016647e-02
21.48 -3.863029e+02 -9.316269e+00 -6.033468e-02
21.49 -3.469095e+02 -1.030460e+01 -6.072556e-02
21.5 -3.204901e+02 -1.071933e+01 -6.090357e-02
21.51 -3.395131e+02 -1.042435e+01 -6.116311e-02
21.52 -3.752862e+02 -9.392200e+00 -6.142669e-02
21.53 -3.133262e+02 -1.104277e+01 -6.219561e-02
21.54 -3.486485e+02 -1.016551e+01 -6.238975e-02
21.55 -3.590704e+02 -1.040628e+01 -6.319387e-02
21.56 -3.278976e+02 -1.062180e+01 -6.322061e-02
21.57 -3.005729e+02 -1.126367e+01 -6.321274e-02
21.58 -3.561372e+02 -1.001771e+01 -6.304191e-02
21.59 -2.918703e+02 -1.142781e+01 -6.300433e-02
21.6 -3.800801e+02 -8.878383e+00 -6.190870e-02
21.61 -3.889355e+02 -8.457791e+00 -6.111909e-02
21.62 -3.157840e+02 -1.041367e+01 -6.103779e-02
21.63 -3.912211e+02 -8.347735e+00 -5.977891e-02
21.64 -3.623928e+02 -8.819481e+00 -5.887998e-02
21.65 -2.475644e+02 -1.162721e+01 -5.899267e-02
21.66 -3.530102e+02 -8.616791e+00 -5.800899e-02
21.67 -3.204186e+02 -9.501894e+00 -5.748494e-02
21.68 -2.647880e+02 -1.042562e+01 -5.721366e-02
21.69 -2.870156e+02 -9.656637e+00 -5.643407e-02
21.7 -3.108166e+02 -8.999213e+00 -5.551677e-02
21.71 -3.191482e+02 -8.954097e+00 -5.475080e-02
21.72 -2.969072e+02 -8.766211e+00 -5.387912e-02
21.73 -2.506876e+02 -9.871751e+00 -5.352358e-02
21.74 -3.013642e+02 -8.352709e+00 -5.227988e-02
21.75 -3.016047e+02 -7.988671e+00 -5.108317e-02
21.76 -2.555187e+02 -8.953036e+00 -5.038007e-02
21.77 -2.708578e+02 -8.335373e+00 -4.936856e-02
21.78 -2.426666e+02 -8.367739e+00 -4.792319e-02
21.79 -2.587870e+02 -8.043071e+00 -4.647743e-02
21.8 -2.111521e+02 -8.523440e+00 -4.523458e-02
21.81 -2.597733e+02 -7.297644e+00 -4.356424e-02
21.82 -2.517464e+02 -7.196418e+00 -4.199814e-02
21.83 -2.284249e+02 -7.220674e+00 -4.047669e-02
21.84 -2.320757e+02 -6.758175e+00 -3.878562e-02
21.85 -2.658058e+02 -5.980196e+00 -3.709625e-02
21.86 -2.411881e+02 -6.205568e+00 -3.562789e-02
21.87 -1.857976e+02 -6.571239e+00 -3.418891e-02
21.88 -2.086195e+02 -6.097430e+00 -3.247712e-02
21.89 -1.796808e+02 -6.247795e+00 -3.095393e-02
21.9 -1.754933e+02 -6.397291e+00 -2.947338e-02
21.91 -1.682072e+02 -5.967941e+00 -2.783593e-02
21.92 -1.195374e+02 -6.270764e+00 -2.623738e-02
21.93 -1.411916e+02 -5.943576e+00 -2.443618e-02
21.94 -1.382388e+02 -5.863191e+00 -2.276944e-02
21.95 -1.203145e+02 -5.768700e+00 -2.109519e-02
21.96 -1.274076e+02 -5.327147e+00 -1.908178e-02
21.97 -1.141628e+02 -5.318184e+00 -1.716817e-02
21.98 -1.121149e+02 -5.176769e+00 -1.526873e-02
21.99 -7.552242e+01 -5.332656e+00 -1.348918e-02
22 -1.035696e+02 -5.002128e+00 -1.118687e-02
22.01 -6.415476e+01 -5.152726e+00 -9.097866e-03
22.02 -6.279857e+01 -4.887133e+00 -7.038539e-03
22.03 -3.146092e+01 -5.046304e+00 -5.157244e-03
22.04 -3.823677e+01 -4.948892e+00 -3.034465e-03
22.05 -2.747631e+01 -4.869204e+00 -8.044974e-04
22.06 1.716689e+01 -5.184131e+00 1.417203e-03
22.07 6.539523e+00 -4.668004e+00 4.276290e-03
22.08 4.935415e+01 -4.780946e+00 6.446904e-03
22.09 1.292583e+01 -4.352643e+00 8.427944e-03
22.1 2.546183e+01 -4.261981e+00 1.016573e-02
22.11 6.465665e+01 -4.603044e+00 1.159963e-02
22.12 4.597775e+01 -4.259482e+00 1.336775e-02
22.13 9.510702e+01 -4.639996e+00 1.483899e-02
22.14 7.315018e+01 -4.347860e+00 1.650033e-02
22.15 6.702016e+01 -4.162737e+00 1.822873e-02
22.16 1.174264e+02 -4.487577e+00 1.992004e-02
22.17 9.853446e+01 -4.032430e+00 2.194770e-02
22.18 1.122643e+02 -4.119743e+00 2.354574e-02
22.19 1.195062e+02 -4.097478e+00 2.510008e-02
22.2 1.477077e+02 -4.048196e+00 2.670459e-02
22.21 9.704817e+01 -3.184073e+00 2.869639e-02
22.22 1.390328e+02 -3.548759e+00 3.031784e-02
22.23 1.598704e+02 -3.636245e+00 3.191086e-02
22.24 1.515758e+02 -3.367397e+00 3.354351e-02
22.25 1.835650e+02 -3.660565e+00 3.491061e-02
22.26 1.794327e+02 -3.537605e+00 3.640143e-02
22.27 1.874891e+02 -3.521194e+00 3.808421e-02
22.28 1.797678e+02 -3.004887e+00 3.990115e-02
22.29 2.060389e+02 -3.434196e+00 4.133910e-02
22.3 2.125998e+02 -3.345688e+00 4.290767e-02
22.31 2.088404e+02 -3.021924e+00 4.455188e-02
22.32 2.108473e+02 -2.595738e+00 4.627074e-02
22.33 2.325205e+02 -2.965391e+00 4.756541e-02
22.34 2.583266e+02 -3.055602e+00 4.867953e-02
22.35 2.433037e+02 -2.693574e+00 4.996277e-02
22.36 2.610410e+02 -3.110208e+00 5.078500e-02
22.37 2.600167e+02 -2.814310e+00 5.189552e-02
22.38 2.556989e+02 -2.200293e+00 5.326391e-02
22.39 2.461845e+02 -1.871099e+00 5.424783e-02
22.4 3.031030e+02 -2.915260e+00 5.483758e-02
22.41 3.018196e+02 -2.783800e+00 5.561232e-02
22.42 2.727423e+02 -1.873330e+00 5.651574e-02
22.43 3.072911e+02 -2.456005e+00 5.688555e-02
22.44 3.152568e+02 -2.473444e+00 5.729360e-02
22.45 2.774678e+02 -1.447728e+00 5.799137e-02
22.46 3.285141e+02 -2.502250e+00 5.842950e-02
22.47 3.332249e+02 -2.540095e+00 5.887424e-02
22.48 2.764530e+02 -8.906255e-01 5.975648e-02
22.49 3.189588e+02 -1.799051e+00 6.018392e-02
22.5 2.889062e+02 -9.672985e-01 6.082285e-02
22.51 3.106487e+02 -1.510016e+00 6.123244e-02
22.52 3.191352e+02 -1.586486e+00 6.156810e-02
22.53 3.087864e+02 -1.389721e+00 6.197877e-02
22.54 3.182940e+02 -1.581662e+00 6.214304e-02
22.55 3.161809e+02 -1.508025e+00 6.227921e-02
22.56 3.267899e+02 -1.534914e+00 6.277410e-02
22.57 2.927395e+02 -5.572345e-01 6.316773e-02
22.58 3.657740e+02 -2.444300e+00 6.281922e-02
22.59 2.889098e+02 -4.280500e-01 6.320050e-02
22.6 3.135516e+02 -1.058280e+00 6.328909e-02
22.61 3.356816e+02 -1.734993e+00 6.310295e-02
22.62 3.033332e+02 -7.629077e-01 6.329763e-02
22.63 3.271955e+02 -1.443310e+00 6.334573e-02
22.64 3.045418e+02 -7.364504e-01 6.345916e-02
22.65 3.284338e+02 -1.533467e+00 6.312678e-02
22.66 3.097277e+02 -1.145828e+00 6.285716e-02
22.67 3.331657e+02 -1.502736e+00 6.243069e-02
22.68 2.850802e+02 -1.855955e-01 6.240959e-02
22.69 3.636179e+02 -2.604098e+00 6.138715e-02
22.7 3.404722e+02 -2.298347e+00 6.056866e-02
22.71 3.286831e+02 -2.090850e+00 5.990325e-02
22.72 2.796252e+02 -8.996013e-01 5.946985e-02
22.73 3.168675e+02 -2.154909e+00 5.856882e-02
22.74 2.502810e+02 -6.229948e-01 5.829087e-02
22.75 3.284430e+02 -2.784459e+00 5.736742e-02
22.76 2.658026e+02 -1.548207e+00 5.684741e-02
22.77 2.990140e+02 -2.502362e+00 5.585861e-02
22.78 2.724188e+02 -1.983353e+00 5.524735e-02
22.79 3.068736e+02 -2.938292e+00 5.445407e-02
22.8 2.952560e+02 -2.500234e+00 5.366044e-02
22.81 2.622697e+02 -2.254747e+00 5.287596e-02
22.82 2.775998e+02 -3.072038e+00 5.170405e-02
22.83 2.503170e+02 -2.481410e+00 5.099707e-02
22.84 2.355878e+02 -2.379905e+00 5.007251e-02
22.85 2.446861e+02 -2.534658e+00 4.907204e-02
22.86 2.580260e+02 -3.236091e+00 4.727680e-02
22.87 2.166717e+02 -2.673886e+00 4.592753e-02
22.88 2.408304e+02 -3.889503e+00 4.453951e-02
22.89 2.150864e+02 -3.079550e+00 4.453728e-02
22.9 2.673096e+02 -4.039361e+00 4.372557e-02
22.91 2.415847e+02 -4.498234e+00 4.193867e-02
22.92 2.049925e+02 -3.672211e+00 4.102167e-02
22.93 2.364626e+02 -4.313409e+00 4.022080e-02
22.94 2.005738e+02 -3.766064e+00 3.944961e-02
22.95 1.944386e+02 -3.968467e+00 3.839668e-02
22.96 1.868051e+02 -4.039862e+00 3.725383e-02
22.97 2.046031e+02 -4.716398e+00 3.596021e-02
22.98 1.699863e+02 -4.179864e+00 3.481689e-02
22.99 2.059629e+02 -5.143571e+00 3.323359e-02
23 1.357996e+02 -3.928336e+00 3.224778e-02
23.01 1.592891e+02 -4.600157e+00 3.086306e-02
23.02 1.195908e+02 -4.230659e+00 2.964675e-02
23.03 1.477117e+02 -4.615654e+00 2.859120e-02
23.04 1.025553e+02 -4.211320e+00 2.754180e-02
23.05 1.454197e+02 -4.979452e+00 2.633440e-02
23.06 1.299537e+02 -5.082943e+00 2.508012e-02
23.07 1.035987e+02 -4.732139e+00 2.380542e-02
23.08 1.178183e+02 -5.589388e+00 2.198990e-02
23.09 1.155780e+02 -5.251087e+00 2.098632e-02
23.1 8.826108e+01 -5.144245e+00 2.012469e-02
23.11 9.789587e+01 -5.305493e+00 1.892574e-02
23.12 7.204644e+01 -5.545981e+00 1.762813e-02
23.13 6.361688e+01 -5.247915e+00 1.659028e-02
23.14 8.843694e+01 -5.711845e+00 1.522389e-02
23.15 7.051770e+01 -5.558900e+00 1.407662e-02
23.16 7.407198e+01 -5.307930e+00 1.310771e-02
23.17 6.315585e+01 -5.964962e+00 1.153237e-02
23.18 3.786583e+01 -5.587278e+00 1.062833e-02
23.19 5.817621e+01 -5.931965e+00 9.693684e-03
23.2 2.838256e+01 -5.952557e+00 8.790997e-03
23.21 3.222405e+01 -6.142544e+00 7.990882e-03
23.22 5.817640e+01 -6.332895e+00 7.403458e-03
23.23 2.864903e+01 -5.662976e+00 6.928139e-03
23.24 9.440501e+00 -6.079066e+00 5.668223e-03
23.25 -1.949826e+01 -5.741681e+00 4.627010e-03
23.26 4.544384e+01 -6.235357e+00 3.631042e-03
23.27 1.207249e+01 -4.150535e+00 4.140773e-03
23.28 -1.249464e+00 -7.354303e+00 2.708879e-03
23.29 1.445069e+01 -6.197473e+00 2.911945e-03
23.3 5.135825e+01 -6.473242e+00 2.614611e-03
23.31 -2.145998e+01 -6.330714e+00 2.001418e-03
23.32 1.061753e+01 -6.541870e+00 1.283069e-03
23.33 -4.259970e+01 -5.896108e+00 1.075044e-03
23.34 1.191646e+01 -6.654933e+00 -1.645939e-04
23.35 -4.751399e+00 -6.467514e+00 -1.031381e-03
23.36 -3.449362e+01 -7.111154e+00 -1.850492e-03
23.37 -2.693058e+01 -5.903724e+00 -1.559440e-03
23.38 -1.283270e+01 -6.708730e+00 -2.860853e-03
23.39 -4.938835e+01 -6.492514e+00 -3.760393e-03
23.4 -4.622435e+01 -6.736415e+00 -4.400913e-03
23.41 -2.845509e+01 -5.408364e+00 -3.943525e-03
23.42 -2.728688e+01 -8.044681e+00 -5.689296e-03
23.43 -5.685019e+01 -6.809222e+00 -6.326392e-03
23.44 -4.531924e+01 -7.389052e+00 -6.861858e-03
23.45 -3.928081e+01 -6.758046e+00 -6.766377e-03
23.46 -2.286411e+01 -7.434185e+00 -7.261777e-03
23.47 -5.628075e+01 -6.582044e+00 -7.162640e-03
23.48 -4.885150e+01 -7.610267e+00 -7.906702e-03
23.49 -5.318975e+01 -6.924180e+00 -7.629044e-03
23.5 -3.190525e+01 -7.279642e+00 -8.143068e-03
23.51 -4.931740e+01 -7.432697e+00 -9.016591e-03
23.52 -3.160825e+01 -7.587650e+00 -9.792614e-03
23.53 -6.730624e+01 -7.237949e+00 -1.018452e-02
23.54 -8.520229e+01 -7.284688e+00 -1.085373e-02
23.55 -6.148132e+01 -7.479996e+00 -1.141340e-02
23.56 -8.206899e+01 -7.430624e+00 -1.165616e-02
23.57 -1.818277e+01 -7.799832e+00 -1.233830e-02
23.58 -5.957434e+01 -7.409341e+00 -1.294736e-02
23.59 -1.006464e+02 -7.578189e+00 -1.382944e-02
23.6 -7.865913e+01 -7.701676e+00 -1.438248e-02
23.61 -7.183168e+01 -7.470125e+00 -1.430657e-02
23.62 -7.912245e+01 -7.629338e+00 -1.443470e-02
23.63 -7.000619e+01 -7.747553e+00 -1.503595e-02
23.64 -9.743042e+01 -7.773251e+00 -1.586130e-02
23.65 -1.069923e+02 -7.593912e+00 -1.630937e-02
23.66 -9.926261e+01 -7.881864e+00 -1.687381e-02
23.67 -6.139108e+01 -8.007459e+00 -1.747244e-02
23.68 -1.073992e+02 -8.091968e+00 -1.845697e-02
23.69 -9.580780e+01 -8.035549e+00 -1.910205e-02
23.7 -1.065915e+02 -8.140366e+00 -1.960907e-02
23.71 -9.632098e+01 -8.200499e+00 -2.021041e-02
23.72 -8.413313e+01 -8.632917e+00 -2.121145e-02
23.73 -9.623102e+01 -8.387674e+00 -2.162567e-02
23.74 -1.484882e+02 -7.957570e+00 -2.177598e-02
23.75 -1.251540e+02 -8.387016e+00 -2.248462e-02
23.76 -1.182832e+02 -8.552654e+00 -2.310962e-02
23.77 -1.548063e+02 -8.256861e+00 -2.377369e-02
23.78 -8.956194e+01 -9.235966e+00 -2.517595e-02
23.79 -1.412041e+02 -8.552721e+00 -2.580739e-02
23.8 -1.299018e+02 -8.595279e+00 -2.636889e-02
23.81 -1.651980e+02 -8.344502e+00 -2.700841e-02
23.82 -1.137252e+02 -9.405134e+00 -2.869942e-02
23.83 -1.435216e+02 -8.875858e+00 -2.938453e-02
23.84 -1.297216e+02 -8.797027e+00 -2.988942e-02
23.85 -1.718861e+02 -9.353722e+00 -3.146374e-02
23.86 -1.881426e+02 -9.018619e+00 -3.254387e-02
23.87 -1.693117e+02 -9.105013e+00 -3.324110e-02
23.88 -1.652452e+02 -9.345056e+00 -3.412853e-02
23.89 -1.924843e+02 -9.101445e+00 -3.514732e-02
23.9 -1.693943e+02 -9.624673e+00 -3.654540e-02
23.91 -2.065845e+02 -9.715408e+00 -3.813580e-02
23.92 -2.298125e+02 -9.236419e+00 -3.910601e-02
23.93 -1.956912e+02 -9.730040e+00 -4.021336e-02
23.94 -2.210328e+02 -9.251721e+00 -4.079025e-02
23.95 -2.035343e+02 -9.981164e+00 -4.196769e-02
23.96 -2.036753e+02 -9.536993e+00 -4.239970e-02
23.97 -2.645228e+02 -9.151515e+00 -4.344146e-02
23.98 -2.541724e+02 -9.462912e+00 -4.442795e-02
23.99 -2.388370e+02 -1.027463e+01 -4.600306e-02
24 -2.582188e+02 -9.738196e+00 -4.672747e-02
24.01 -2.918777e+02 -9.141739e+00 -4.738593e-02
24.02 -2.551288e+02 -1.042890e+01 -4.880126e-02
24.03 -2.699393e+02 -1.005423e+01 -4.999001e-02
24.04 -2.684837e+02 -1.012685e+01 -5.057773e-02
24.05 -2.832704e+02 -9.927771e+00 -5.133692e-02
24.06 -2.709770e+02 -1.036267e+01 -5.221865e-02
24.07 -2.769516e+02 -1.001587e+01 -5.287195e-02
24.08 -2.783146e+02 -1.128972e+01 -5.462443e-02
24.09 -2.845721e+02 -1.080103e+01 -5.573171e-02
24.1 -3.154251e+02 -9.940015e+00 -5.589434e-02
24.11 -2.704770e+02 -1.062038e+01 -5.612660e-02
24.12 -3.169904e+02 -1.047477e+01 -5.710669e-02
24.13 -2.859474e+02 -8.949831e+00 -5.572834e-02
24.14 -3.099994e+02 -1.204528e+01 -5.877868e-02
24.15 -3.159817e+02 -9.346980e+00 -5.808891e-02
24.16 -3.034033e+02 -1.168849e+01 -5.913910e-02
24.17 -3.161343e+02 -1.090192e+01 -5.923994e-02
24.18 -2.941076e+02 -9.930985e+00 -5.814631e-02
24.19 -3.178801e+02 -1.144064e+01 -5.974890e-02
24.2 -3.543061e+02 -9.003246e+00 -5.954340e-02
24.21 -3.264838e+02 -1.091393e+01 -6.069707e-02
24.22 -3.332030e+02 -1.100161e+01 -6.222161e-02
24.23 -3.332317e+02 -1.066668e+01 -6.215701e-02
24.24 -3.981422e+02 -9.433064e+00 -6.135684e-02
24.25 -3.317149e+02 -1.058273e+01 -6.142220e-02
24.26 -3.256468e+02 -1.052727e+01 -6.118569e-02
24.27 -2.968956e+02 -1.082738e+01 -6.115613e-02
24.28 -3.568077e+02 -9.656144e+00 -6.076098e-02
24.29 -3.371001e+02 -1.021166e+01 -6.082454e-02
24.3 -3.251712e+02 -1.037006e+01 -6.078703e-02
24.31 -2.462968e+02 -1.185183e+01 -6.091840e-02
24.32 -2.688952e+02 -1.164495e+01 -6.121340e-02
24.33 -3.099811e+02 -1.045624e+01 -6.051577e-02
24.34 -3.255930e+02 -9.755570e+00 -5.964793e-02
24.35 -3.190545e+02 -9.775454e+00 -5.874103e-02
24.36 -2.882278e+02 -9.791680e+00 -5.833921e-02
24.37 -3.041923e+02 -9.525687e+00 -5.791345e-02
24.38 -3.410411e+02 -8.557177e+00 -5.695380e-02
24.39 -2.978851e+02 -9.253459e+00 -5.624530e-02
24.4 -2.769846e+02 -9.217819e+00 -5.583856e-02
24.41 -2.832036e+02 -9.148523e+00 -5.510979e-02
24.42 -2.759458e+02 -9.156522e+00 -5.427607e-02
24.43 -2.926570e+02 -9.011030e+00 -5.381488e-02
24.44 -2.762519e+02 -8.942761e+00 -5.275506e-02
