*************************Generated by extractQP.sh*************************
*      Wed Jan  8 12:38:23 MST 2025. Case: 
* Note: Outputs can be visualized with plotQP.py
***************************************************************************
Time(s) p0(Pa) p1(Pa) Q(m3/s)
10.13 -1.636220e+01 -6.846396e+00 -1.855865e-02
10.14 -1.672185e+01 -6.844104e+00 -1.910504e-02
10.15 -1.703266e+01 -6.862772e+00 -1.964997e-02
10.16 -1.733350e+01 -6.885979e+00 -2.019997e-02
10.17 -1.796907e+01 -7.228813e+00 -2.082569e-02
10.18 -1.790478e+01 -6.868643e+00 -2.127550e-02
10.19 -1.826930e+01 -7.062047e+00 -2.182127e-02
10.2 -1.861569e+01 -7.014385e+00 -2.236337e-02
10.21 -1.887784e+01 -7.033095e+00 -2.288847e-02
10.22 -1.915808e+01 -7.030930e+00 -2.339181e-02
10.23 -1.941673e+01 -7.053117e+00 -2.392045e-02
10.24 -1.965178e+01 -7.040318e+00 -2.439204e-02
10.25 -1.991304e+01 -7.054778e+00 -2.487831e-02
10.26 -2.016872e+01 -7.066688e+00 -2.534425e-02
10.27 -2.041790e+01 -7.080186e+00 -2.580288e-02
10.28 -2.066109e+01 -7.096252e+00 -2.626918e-02
10.29 -2.090026e+01 -7.097200e+00 -2.671054e-02
10.3 -2.114449e+01 -7.120682e+00 -2.714576e-02
10.31 -2.135968e+01 -7.122041e+00 -2.755320e-02
10.32 -2.157761e+01 -7.136878e+00 -2.796456e-02
10.33 -2.179553e+01 -7.154903e+00 -2.835418e-02
10.34 -2.200690e+01 -7.172533e+00 -2.872854e-02
10.35 -2.218021e+01 -7.160235e+00 -2.909367e-02
10.36 -2.238085e+01 -7.180101e+00 -2.945160e-02
10.37 -2.257557e+01 -7.190697e+00 -2.981244e-02
10.38 -2.266055e+01 -7.210994e+00 -3.011839e-02
10.39 -2.285916e+01 -7.195017e+00 -3.037177e-02
10.4 -2.312781e+01 -7.317506e+00 -3.065104e-02
10.41 -2.323143e+01 -7.286920e+00 -3.092448e-02
10.42 -2.332992e+01 -7.256539e+00 -3.117342e-02
10.43 -2.347317e+01 -7.283944e+00 -3.143727e-02
10.44 -2.360929e+01 -7.267370e+00 -3.167278e-02
10.45 -2.370038e+01 -7.274939e+00 -3.187162e-02
10.46 -2.376981e+01 -7.245698e+00 -3.204842e-02
10.47 -2.388355e+01 -7.274019e+00 -3.223101e-02
10.48 -2.394991e+01 -7.248848e+00 -3.239039e-02
10.49 -2.403948e+01 -7.273174e+00 -3.254020e-02
10.5 -2.410016e+01 -7.261918e+00 -3.266336e-02
10.51 -2.416538e+01 -7.270801e+00 -3.279020e-02
10.52 -2.418984e+01 -7.236246e+00 -3.288734e-02
10.53 -2.425338e+01 -7.263132e+00 -3.298083e-02
10.54 -2.424572e+01 -7.218941e+00 -3.304607e-02
10.55 -2.428935e+01 -7.247537e+00 -3.311030e-02
10.56 -2.429137e+01 -7.204864e+00 -3.315120e-02
10.57 -2.434111e+01 -7.243407e+00 -3.319582e-02
10.58 -2.432031e+01 -7.203786e+00 -3.321208e-02
10.59 -2.434560e+01 -7.229424e+00 -3.324997e-02
10.6 -2.431442e+01 -7.196123e+00 -3.322465e-02
10.61 -2.427563e+01 -7.173861e+00 -3.317502e-02
10.62 -2.421232e+01 -7.159610e+00 -3.310708e-02
10.63 -2.417106e+01 -7.141747e+00 -3.304962e-02
10.64 -2.407928e+01 -7.114274e+00 -3.294377e-02
10.65 -2.402258e+01 -7.104240e+00 -3.285287e-02
10.66 -2.394621e+01 -7.091048e+00 -3.273929e-02
10.67 -2.398170e+01 -7.172258e+00 -3.265041e-02
10.68 -2.385696e+01 -7.105350e+00 -3.253614e-02
10.69 -2.371414e+01 -7.056675e+00 -3.236670e-02
10.7 -2.360012e+01 -7.045015e+00 -3.217762e-02
10.71 -2.347235e+01 -7.011552e+00 -3.198314e-02
10.72 -2.332823e+01 -6.982014e+00 -3.176939e-02
10.73 -2.316994e+01 -6.942233e+00 -3.153028e-02
10.74 -2.316617e+01 -7.044866e+00 -3.132513e-02
10.75 -2.289433e+01 -6.948902e+00 -3.100418e-02
10.76 -2.269382e+01 -6.921944e+00 -3.071492e-02
10.77 -2.252811e+01 -6.887597e+00 -3.042433e-02
10.78 -2.238084e+01 -6.879541e+00 -3.020046e-02
10.79 -2.203259e+01 -6.647244e+00 -2.983378e-02
10.8 -2.192487e+01 -6.803402e+00 -2.948965e-02
10.81 -2.171779e+01 -6.731864e+00 -2.915241e-02
10.82 -2.149561e+01 -6.685775e+00 -2.881860e-02
10.83 -2.144109e+01 -6.773064e+00 -2.851842e-02
10.84 -2.116933e+01 -6.703730e+00 -2.812902e-02
10.85 -2.087153e+01 -6.639351e+00 -2.768446e-02
10.86 -2.062096e+01 -6.620295e+00 -2.726199e-02
10.87 -2.038276e+01 -6.598868e+00 -2.683964e-02
10.88 -2.012649e+01 -6.566167e+00 -2.640773e-02
10.89 -1.986852e+01 -6.546725e+00 -2.594971e-02
10.9 -1.957550e+01 -6.502885e+00 -2.547259e-02
10.91 -1.917847e+01 -6.367916e+00 -2.496512e-02
10.92 -1.896331e+01 -6.429534e+00 -2.447868e-02
10.93 -1.871914e+01 -6.409659e+00 -2.399005e-02
10.94 -1.851287e+01 -6.475243e+00 -2.346974e-02
10.95 -1.814597e+01 -6.383253e+00 -2.292042e-02
10.96 -1.776988e+01 -6.330043e+00 -2.236500e-02
10.97 -1.754072e+01 -6.294099e+00 -2.179380e-02
10.98 -1.768268e+01 -6.216483e+00 -2.119299e-02
10.99 -1.723938e+01 -6.195480e+00 -2.057777e-02
11 -1.694868e+01 -6.129667e+00 -1.992431e-02
11.01 -1.611162e+01 -6.217605e+00 -1.931394e-02
11.02 -1.653714e+01 -6.065197e+00 -1.852883e-02
11.03 -1.474968e+01 -6.030199e+00 -1.779142e-02
11.04 -1.483763e+01 -6.022772e+00 -1.709023e-02
11.05 -1.472516e+01 -6.011603e+00 -1.636809e-02
11.06 -1.477623e+01 -5.950608e+00 -1.559679e-02
11.07 -1.409130e+01 -5.929091e+00 -1.482870e-02
11.08 -1.300491e+01 -5.875090e+00 -1.406063e-02
11.09 -1.258964e+01 -5.832588e+00 -1.320437e-02
11.1 -1.300411e+01 -5.795236e+00 -1.235375e-02
11.11 -1.354786e+01 -5.794201e+00 -1.153689e-02
11.12 -1.165343e+01 -5.731509e+00 -1.067926e-02
11.13 -1.043264e+01 -5.731620e+00 -9.840867e-03
11.14 -1.075689e+01 -5.777532e+00 -9.011430e-03
11.15 -9.560155e+00 -5.687588e+00 -8.134778e-03
11.16 -9.696891e+00 -5.667987e+00 -7.252716e-03
11.17 -8.667097e+00 -5.605365e+00 -6.359961e-03
11.18 -8.342523e+00 -5.583703e+00 -5.470933e-03
11.19 -7.904562e+00 -5.561819e+00 -4.550173e-03
11.2 -7.275110e+00 -5.507854e+00 -3.577364e-03
11.21 -6.841741e+00 -5.573497e+00 -2.631288e-03
11.22 -6.814484e+00 -5.518797e+00 -1.645154e-03
11.23 -5.844853e+00 -5.615002e+00 -7.380323e-04
11.24 -5.572916e+00 -5.546801e+00 1.339290e-04
11.25 -5.232733e+00 -5.688832e+00 1.011406e-03
11.26 -4.306913e+00 -5.468105e+00 2.094762e-03
11.27 -3.744283e+00 -5.454367e+00 3.167741e-03
11.28 -3.319927e+00 -5.423050e+00 4.201200e-03
11.29 -3.002646e+00 -5.461760e+00 5.207090e-03
11.3 -2.455175e+00 -5.394622e+00 6.279645e-03
11.31 -2.085146e+00 -5.417346e+00 7.336559e-03
11.32 -1.262017e+00 -5.353624e+00 8.426226e-03
11.33 -6.222317e-01 -5.431714e+00 9.482732e-03
11.34 3.749640e-01 -5.332332e+00 1.058560e-02
11.35 6.560368e-01 -5.353546e+00 1.167105e-02
11.36 1.588836e+00 -5.282009e+00 1.278399e-02
11.37 2.040616e+00 -5.302418e+00 1.387768e-02
11.38 2.728608e+00 -5.246278e+00 1.497789e-02
11.39 3.187360e+00 -5.296989e+00 1.606517e-02
11.4 3.894353e+00 -5.213981e+00 1.716836e-02
11.41 4.376568e+00 -5.222539e+00 1.825867e-02
11.42 5.102906e+00 -5.158690e+00 1.936442e-02
11.43 5.589377e+00 -5.170050e+00 2.045607e-02
11.44 5.648111e+00 -5.116985e+00 2.155776e-02
11.45 6.782447e+00 -5.134410e+00 2.264327e-02
11.46 7.451095e+00 -5.060323e+00 2.374721e-02
11.47 7.731377e+00 -5.085233e+00 2.481397e-02
11.48 8.614632e+00 -5.031462e+00 2.588735e-02
11.49 8.994563e+00 -5.007293e+00 2.696331e-02
11.5 9.745482e+00 -4.964051e+00 2.803447e-02
11.51 9.967066e+00 -4.957190e+00 2.908242e-02
11.52 1.083102e+01 -4.905233e+00 3.012222e-02
11.53 1.167829e+01 -4.900239e+00 3.114611e-02
11.54 1.207541e+01 -4.819122e+00 3.219993e-02
11.55 1.279171e+01 -4.816739e+00 3.319677e-02
11.56 1.306574e+01 -4.756484e+00 3.417961e-02
11.57 1.378754e+01 -4.738002e+00 3.514599e-02
11.58 1.390281e+01 -4.673444e+00 3.611788e-02
11.59 1.447522e+01 -4.645220e+00 3.706399e-02
11.6 1.501119e+01 -4.595765e+00 3.799160e-02
11.61 1.547153e+01 -4.577036e+00 3.885467e-02
11.62 1.598323e+01 -4.513035e+00 3.974633e-02
11.63 1.649063e+01 -4.462748e+00 4.063493e-02
11.64 1.700659e+01 -4.406708e+00 4.153764e-02
11.65 1.751836e+01 -4.356690e+00 4.241865e-02
11.66 1.802798e+01 -4.317512e+00 4.327305e-02
11.67 1.763365e+01 -4.252310e+00 4.411660e-02
11.68 1.890088e+01 -4.215623e+00 4.492869e-02
11.69 1.942125e+01 -4.160864e+00 4.571613e-02
11.7 1.909245e+01 -4.105068e+00 4.649332e-02
11.71 2.025170e+01 -4.068723e+00 4.723892e-02
11.72 2.007243e+01 -4.028802e+00 4.795753e-02
11.73 2.111138e+01 -3.988726e+00 4.865525e-02
11.74 2.093674e+01 -3.937897e+00 4.935175e-02
11.75 2.092071e+01 -3.891672e+00 5.003053e-02
11.76 2.238414e+01 -3.770845e+00 5.069898e-02
11.77 2.277367e+01 -3.750617e+00 5.132974e-02
11.78 2.266573e+01 -3.719822e+00 5.194562e-02
11.79 2.350042e+01 -3.662909e+00 5.255459e-02
11.8 2.336145e+01 -3.649903e+00 5.316659e-02
11.81 2.401860e+01 -3.668014e+00 5.372767e-02
11.82 2.445442e+01 -3.606412e+00 5.424311e-02
11.83 2.446592e+01 -3.574527e+00 5.475025e-02
11.84 2.503557e+01 -3.521916e+00 5.523081e-02
11.85 2.527725e+01 -3.476348e+00 5.568090e-02
11.86 2.555463e+01 -3.432076e+00 5.612022e-02
11.87 2.581352e+01 -3.390450e+00 5.654789e-02
11.88 2.607790e+01 -3.352086e+00 5.695520e-02
11.89 2.628406e+01 -3.319635e+00 5.733516e-02
11.9 2.652244e+01 -3.286911e+00 5.769366e-02
11.91 2.671823e+01 -3.258724e+00 5.803359e-02
11.92 2.671093e+01 -3.242298e+00 5.834978e-02
11.93 2.679952e+01 -3.223531e+00 5.864411e-02
11.94 2.726887e+01 -3.179973e+00 5.892533e-02
11.95 2.740759e+01 -3.149836e+00 5.918844e-02
11.96 2.753388e+01 -3.137290e+00 5.941434e-02
11.97 2.768559e+01 -3.104794e+00 5.962255e-02
11.98 2.776336e+01 -3.096113e+00 5.980693e-02
11.99 2.775002e+01 -3.094743e+00 5.996857e-02
12 2.791107e+01 -3.082475e+00 6.010954e-02
12.01 2.797678e+01 -3.074966e+00 6.025176e-02
12.02 2.807543e+01 -3.059967e+00 6.040461e-02
12.03 2.813682e+01 -3.052842e+00 6.051620e-02
12.04 2.812847e+01 -3.068737e+00 6.057191e-02
12.05 2.819151e+01 -3.054743e+00 6.062588e-02
12.06 2.817659e+01 -3.071266e+00 6.066865e-02
12.07 2.822578e+01 -3.050679e+00 6.070151e-02
12.08 2.822844e+01 -3.054832e+00 6.070612e-02
12.09 2.822158e+01 -3.059781e+00 6.072179e-02
12.1 2.819883e+01 -3.066962e+00 6.066984e-02
12.11 2.817996e+01 -3.045309e+00 6.061790e-02
12.12 2.803030e+01 -3.118561e+00 6.049646e-02
12.13 2.795314e+01 -3.135839e+00 6.036497e-02
12.14 2.794833e+01 -3.102165e+00 6.023653e-02
12.15 2.778748e+01 -3.133731e+00 6.004193e-02
12.16 2.768258e+01 -3.129491e+00 5.984397e-02
12.17 2.750392e+01 -3.173833e+00 5.960999e-02
12.18 2.730591e+01 -3.219771e+00 5.934529e-02
12.19 2.721170e+01 -3.205260e+00 5.908980e-02
12.2 2.705068e+01 -3.195306e+00 5.877752e-02
12.21 2.666170e+01 -3.345690e+00 5.838072e-02
12.22 2.647997e+01 -3.393634e+00 5.801767e-02
12.23 2.631507e+01 -3.403133e+00 5.772880e-02
12.24 2.614214e+01 -3.443603e+00 5.743646e-02
12.25 2.588050e+01 -3.484916e+00 5.713825e-02
12.26 2.567863e+01 -3.537337e+00 5.678183e-02
12.27 2.537712e+01 -3.591677e+00 5.636715e-02
12.28 2.522170e+01 -3.556165e+00 5.594157e-02
12.29 2.490829e+01 -3.614596e+00 5.550452e-02
12.3 2.462112e+01 -3.662253e+00 5.504080e-02
12.31 2.433549e+01 -3.750558e+00 5.454528e-02
12.32 2.396808e+01 -3.803970e+00 5.404212e-02
12.33 2.369730e+01 -3.828753e+00 5.357143e-02
12.34 2.333698e+01 -3.915572e+00 5.303234e-02
12.35 2.296873e+01 -3.963111e+00 5.245101e-02
12.36 2.261263e+01 -4.030561e+00 5.187503e-02
12.37 2.266117e+01 -4.075420e+00 5.128735e-02
12.38 2.183527e+01 -4.150226e+00 5.066374e-02
12.39 2.146918e+01 -4.225473e+00 5.001648e-02
12.4 2.150597e+01 -4.270053e+00 4.938051e-02
12.41 2.063622e+01 -4.329263e+00 4.871845e-02
12.42 2.007765e+01 -4.533469e+00 4.800737e-02
12.43 1.994108e+01 -4.355243e+00 4.741639e-02
12.44 1.946429e+01 -4.485190e+00 4.666484e-02
12.45 1.887962e+01 -4.615055e+00 4.581708e-02
12.46 1.845535e+01 -4.562951e+00 4.502039e-02
12.47 1.800221e+01 -4.642829e+00 4.420874e-02
12.48 1.781442e+01 -4.261446e+00 4.352383e-02
12.49 1.688440e+01 -5.096083e+00 4.231563e-02
12.5 1.654086e+01 -4.604802e+00 4.147822e-02
12.51 1.583810e+01 -5.066086e+00 4.047249e-02
12.52 1.533252e+01 -4.876150e+00 3.957633e-02
12.53 1.461789e+01 -5.265123e+00 3.852131e-02
12.54 1.416719e+01 -4.948635e+00 3.770503e-02
12.55 1.335953e+01 -5.653608e+00 3.651175e-02
12.56 1.304488e+01 -5.005499e+00 3.573175e-02
12.57 1.207122e+01 -5.932069e+00 3.441267e-02
12.58 1.114978e+01 -5.804505e+00 3.330366e-02
12.59 1.078787e+01 -5.685942e+00 3.252440e-02
12.6 1.049953e+01 -5.609743e+00 3.172925e-02
12.61 1.001912e+01 -5.702171e+00 3.067631e-02
12.62 9.371038e+00 -5.763775e+00 2.953319e-02
12.63 8.722010e+00 -5.775511e+00 2.839611e-02
12.64 8.128376e+00 -5.782602e+00 2.724491e-02
12.65 7.348093e+00 -5.916069e+00 2.598795e-02
12.66 6.734714e+00 -5.875740e+00 2.482756e-02
12.67 5.781058e+00 -6.360599e+00 2.337094e-02
12.68 5.365654e+00 -5.738516e+00 2.232529e-02
12.69 4.264662e+00 -6.639358e+00 2.077056e-02
12.7 3.937874e+00 -5.785707e+00 1.978728e-02
12.71 2.683110e+00 -6.818772e+00 1.814984e-02
12.72 2.472749e+00 -5.867500e+00 1.717424e-02
12.73 1.273689e+00 -6.921444e+00 1.549692e-02
12.74 9.833715e-01 -5.943225e+00 1.450008e-02
12.75 -2.669084e-01 -7.047377e+00 1.277126e-02
12.76 -5.053145e-01 -6.015297e+00 1.174331e-02
12.77 -1.857067e+00 -7.208355e+00 9.890931e-03
12.78 -2.113601e+00 -6.125367e+00 8.855879e-03
12.79 -3.431933e+00 -7.266256e+00 6.985748e-03
12.8 -4.258138e+00 -6.881639e+00 5.422976e-03
12.81 -5.295918e+00 -6.811675e+00 4.036366e-03
12.82 -3.186437e+00 -6.832389e+00 2.581192e-03
12.83 -4.499581e+00 -6.937736e+00 1.006722e-03
12.84 -7.073372e+00 -6.907994e+00 -5.577231e-04
12.85 -7.567225e+00 -6.955367e+00 -2.140347e-03
12.86 -7.552226e+00 -7.138123e+00 -3.806413e-03
12.87 -9.183798e+00 -7.109787e+00 -5.509383e-03
12.88 -7.230117e+00 -7.095680e+00 -7.129078e-03
12.89 -1.016214e+01 -7.164973e+00 -8.775766e-03
12.9 -1.167300e+01 -7.210493e+00 -1.045759e-02
12.91 -1.121373e+01 -7.147647e+00 -1.208882e-02
12.92 -1.125673e+01 -7.268583e+00 -1.381991e-02
12.93 -1.194163e+01 -7.378615e+00 -1.557322e-02
12.94 -1.603464e+01 -7.388676e+00 -1.728857e-02
12.95 -1.587289e+01 -7.478396e+00 -1.898887e-02
12.96 -1.675342e+01 -7.514685e+00 -2.074629e-02
12.97 -1.782543e+01 -7.608165e+00 -2.250329e-02
12.98 -1.931606e+01 -7.892910e+00 -2.438021e-02
12.99 -2.062425e+01 -7.843333e+00 -2.613891e-02
13 -2.171657e+01 -7.892892e+00 -2.791993e-02
13.01 -2.303962e+01 -7.906388e+00 -2.968717e-02
13.02 -2.420702e+01 -8.004402e+00 -3.147808e-02
13.03 -2.539822e+01 -8.180081e+00 -3.335475e-02
13.04 -2.633158e+01 -8.298848e+00 -3.519469e-02
13.05 -2.758646e+01 -8.419344e+00 -3.701021e-02
13.06 -2.861626e+01 -8.535300e+00 -3.884487e-02
13.07 -2.974329e+01 -8.666562e+00 -4.069385e-02
13.08 -3.085969e+01 -8.798943e+00 -4.254893e-02
13.09 -3.199121e+01 -8.942481e+00 -4.441057e-02
13.1 -3.315566e+01 -9.051135e+00 -4.618996e-02
13.11 -3.415609e+01 -9.196780e+00 -4.800964e-02
13.12 -3.530484e+01 -9.404137e+00 -4.988071e-02
13.13 -3.626164e+01 -9.510420e+00 -5.172502e-02
13.14 -3.757155e+01 -9.668940e+00 -5.356727e-02
13.15 -3.793179e+01 -9.096893e+00 -5.498406e-02
13.16 -3.979074e+01 -1.055022e+01 -5.722779e-02
13.17 -4.045940e+01 -9.625964e+00 -5.883069e-02
13.18 -4.197018e+01 -1.081478e+01 -6.090721e-02
13.19 -4.262048e+01 -9.970707e+00 -6.245973e-02
13.2 -4.422461e+01 -1.113733e+01 -6.455716e-02
13.21 -4.501853e+01 -1.042453e+01 -6.617524e-02
13.22 -4.634861e+01 -1.144993e+01 -6.811227e-02
13.23 -4.714811e+01 -1.085234e+01 -6.968147e-02
13.24 -4.848565e+01 -1.163644e+01 -7.154273e-02
13.25 -4.935519e+01 -1.133598e+01 -7.319170e-02
13.26 -5.053205e+01 -1.177908e+01 -7.495478e-02
13.27 -5.160682e+01 -1.190035e+01 -7.665545e-02
13.28 -5.268354e+01 -1.213596e+01 -7.834457e-02
13.29 -5.373510e+01 -1.232582e+01 -7.998571e-02
13.3 -5.480565e+01 -1.253006e+01 -8.163730e-02
13.31 -5.590227e+01 -1.276344e+01 -8.328116e-02
13.32 -5.705645e+01 -1.308102e+01 -8.488624e-02
13.33 -5.781278e+01 -1.309859e+01 -8.635099e-02
13.34 -5.881211e+01 -1.331239e+01 -8.782433e-02
13.35 -5.977461e+01 -1.351525e+01 -8.929570e-02
13.36 -6.067175e+01 -1.368922e+01 -9.072584e-02
13.37 -6.153716e+01 -1.384422e+01 -9.208399e-02
13.38 -6.277559e+01 -1.437305e+01 -9.349939e-02
13.39 -6.336284e+01 -1.432500e+01 -9.464001e-02
13.4 -6.398754e+01 -1.442579e+01 -9.573229e-02
13.41 -6.492483e+01 -1.460033e+01 -9.701134e-02
13.42 -6.561883e+01 -1.473231e+01 -9.809451e-02
13.43 -6.628220e+01 -1.487069e+01 -9.913203e-02
13.44 -6.697515e+01 -1.503111e+01 -1.001163e-01
13.45 -6.755683e+01 -1.513426e+01 -1.010466e-01
13.46 -6.815008e+01 -1.525484e+01 -1.019513e-01
13.47 -6.871344e+01 -1.536491e+01 -1.028246e-01
13.48 -6.918401e+01 -1.542187e+01 -1.036382e-01
13.49 -6.974581e+01 -1.563065e+01 -1.044556e-01
13.5 -7.018468e+01 -1.563195e+01 -1.052196e-01
13.51 -7.074792e+01 -1.583551e+01 -1.059286e-01
13.52 -7.111558e+01 -1.585433e+01 -1.065028e-01
13.53 -7.141946e+01 -1.595867e+01 -1.070330e-01
13.54 -7.181851e+01 -1.602886e+01 -1.075629e-01
13.55 -7.211450e+01 -1.609477e+01 -1.080590e-01
13.56 -7.232736e+01 -1.608340e+01 -1.084609e-01
13.57 -7.244911e+01 -1.603205e+01 -1.088070e-01
13.58 -7.273040e+01 -1.616018e+01 -1.091315e-01
13.59 -7.281358e+01 -1.610702e+01 -1.093250e-01
13.6 -7.293616e+01 -1.619103e+01 -1.094933e-01
13.61 -7.299478e+01 -1.614551e+01 -1.096136e-01
13.62 -7.298963e+01 -1.613960e+01 -1.096892e-01
13.63 -7.288841e+01 -1.602409e+01 -1.096653e-01
13.64 -7.290419e+01 -1.607931e+01 -1.096193e-01
13.65 -7.285205e+01 -1.608424e+01 -1.094893e-01
13.66 -7.248992e+01 -1.590843e+01 -1.091918e-01
13.67 -7.222407e+01 -1.581047e+01 -1.088487e-01
13.68 -7.190107e+01 -1.568927e+01 -1.084686e-01
13.69 -7.167771e+01 -1.565728e+01 -1.080439e-01
13.7 -7.136115e+01 -1.552689e+01 -1.076565e-01
13.71 -7.101240e+01 -1.543900e+01 -1.071943e-01
13.72 -7.061022e+01 -1.531010e+01 -1.066308e-01
13.73 -6.993683e+01 -1.503710e+01 -1.059258e-01
13.74 -6.942585e+01 -1.497605e+01 -1.050905e-01
13.75 -6.867215e+01 -1.466930e+01 -1.041939e-01
13.76 -6.828014e+01 -1.464459e+01 -1.034576e-01
13.77 -6.789749e+01 -1.465061e+01 -1.026654e-01
13.78 -6.686599e+01 -1.425902e+01 -1.015341e-01
13.79 -6.604277e+01 -1.401726e+01 -1.003217e-01
13.8 -6.486698e+01 -1.363541e+01 -9.895508e-02
13.81 -6.403398e+01 -1.346203e+01 -9.769848e-02
13.82 -6.328677e+01 -1.329562e+01 -9.643244e-02
13.83 -6.198083e+01 -1.269187e+01 -9.500013e-02
13.84 -6.145479e+01 -1.292456e+01 -9.376773e-02
13.85 -6.035577e+01 -1.243959e+01 -9.238982e-02
13.86 -5.956879e+01 -1.245845e+01 -9.095912e-02
13.87 -5.766051e+01 -1.146645e+01 -8.932435e-02
13.88 -5.730572e+01 -1.162575e+01 -8.813434e-02
13.89 -5.669029e+01 -1.160160e+01 -8.687201e-02
13.9 -5.528275e+01 -1.125762e+01 -8.526919e-02
13.91 -5.460508e+01 -1.139476e+01 -8.362699e-02
13.92 -5.317026e+01 -1.095140e+01 -8.174454e-02
13.93 -5.185475e+01 -1.062001e+01 -7.984280e-02
13.94 -5.073912e+01 -1.044802e+01 -7.793549e-02
13.95 -4.948183e+01 -1.014128e+01 -7.599144e-02
13.96 -4.784795e+01 -9.814149e+00 -7.392683e-02
13.97 -4.647870e+01 -9.496358e+00 -7.183308e-02
13.98 -4.520468e+01 -9.245676e+00 -6.974786e-02
13.99 -4.390190e+01 -9.030985e+00 -6.761324e-02
14 -4.249600e+01 -8.790834e+00 -6.541061e-02
14.01 -4.099887e+01 -8.504061e+00 -6.311633e-02
14.02 -3.952672e+01 -8.255426e+00 -6.077716e-02
14.03 -3.803578e+01 -7.980514e+00 -5.838229e-02
14.04 -3.652725e+01 -7.748783e+00 -5.593840e-02
14.05 -3.499960e+01 -7.511098e+00 -5.344013e-02
14.06 -3.350065e+01 -7.281273e+00 -5.095445e-02
14.07 -3.192549e+01 -7.013593e+00 -4.836101e-02
14.08 -3.034836e+01 -6.789738e+00 -4.574025e-02
14.09 -2.881090e+01 -6.607412e+00 -4.308503e-02
14.1 -2.724483e+01 -6.373166e+00 -4.040008e-02
14.11 -2.573705e+01 -6.181494e+00 -3.770696e-02
14.12 -2.419875e+01 -6.060708e+00 -3.498462e-02
14.13 -2.278676e+01 -5.852214e+00 -3.219753e-02
14.14 -2.119388e+01 -5.610316e+00 -2.934179e-02
14.15 -1.981951e+01 -5.412990e+00 -2.647044e-02
14.16 -1.732531e+01 -5.201123e+00 -2.360880e-02
14.17 -1.556840e+01 -5.031574e+00 -2.072475e-02
14.18 -1.405878e+01 -4.925300e+00 -1.782345e-02
14.19 -1.249487e+01 -4.880694e+00 -1.489819e-02
14.2 -1.147089e+01 -4.762070e+00 -1.192142e-02
14.21 -9.426291e+00 -4.692581e+00 -8.908670e-03
14.22 -9.265031e+00 -4.609251e+00 -5.842770e-03
14.23 -6.406261e+00 -4.615121e+00 -2.788771e-03
14.24 -4.137174e+00 -4.555340e+00 3.164354e-04
14.25 -2.511608e+00 -4.450285e+00 3.487390e-03
14.26 -8.346761e-01 -4.478416e+00 6.642010e-03
14.27 8.999359e-01 -4.359858e+00 9.760441e-03
14.28 3.372057e+00 -4.335403e+00 1.279353e-02
14.29 4.378509e+00 -4.324427e+00 1.603547e-02
14.3 6.377979e+00 -4.333540e+00 1.920007e-02
14.31 7.635346e+00 -4.186523e+00 2.251799e-02
14.32 9.897969e+00 -4.090633e+00 2.564036e-02
14.33 1.107309e+01 -4.037102e+00 2.877850e-02
14.34 1.278309e+01 -3.955618e+00 3.196284e-02
14.35 1.464590e+01 -3.924688e+00 3.514539e-02
14.36 1.587906e+01 -4.029116e+00 3.816350e-02
14.37 1.776652e+01 -3.745388e+00 4.137198e-02
14.38 1.939815e+01 -3.773437e+00 4.447133e-02
14.39 2.119500e+01 -3.467375e+00 4.763118e-02
14.4 2.298644e+01 -3.327555e+00 5.070010e-02
14.41 2.485722e+01 -2.967226e+00 5.381902e-02
14.42 2.592528e+01 -3.328450e+00 5.660375e-02
14.43 2.790005e+01 -2.931051e+00 5.965836e-02
14.44 2.985993e+01 -2.606626e+00 6.272306e-02
14.45 3.163311e+01 -2.308576e+00 6.568629e-02
14.46 3.333300e+01 -2.085330e+00 6.853091e-02
14.47 3.509127e+01 -1.736353e+00 7.138618e-02
14.48 3.665352e+01 -1.562577e+00 7.413227e-02
14.49 3.869196e+01 -1.190444e+00 7.693645e-02
14.5 4.037818e+01 -9.128832e-01 7.964544e-02
14.51 4.208518e+01 -5.351724e-01 8.230162e-02
14.52 4.369480e+01 -2.204611e-01 8.488207e-02
14.53 4.538719e+01 1.144200e-01 8.741856e-02
14.54 4.699391e+01 4.439846e-01 8.991642e-02
14.55 4.856631e+01 7.014131e-01 9.232262e-02
14.56 5.008268e+01 1.062447e+00 9.468978e-02
14.57 5.180306e+01 1.805796e+00 9.716544e-02
14.58 5.325273e+01 1.894986e+00 9.923704e-02
14.59 5.458506e+01 2.091149e+00 1.013173e-01
14.6 5.586564e+01 2.414485e+00 1.033318e-01
14.61 5.705828e+01 2.631384e+00 1.052228e-01
14.62 5.852790e+01 3.034000e+00 1.072376e-01
14.63 5.959583e+01 3.266157e+00 1.091417e-01
14.64 6.116267e+01 3.664292e+00 1.110817e-01
14.65 6.225165e+01 3.908394e+00 1.127966e-01
14.66 6.329550e+01 4.140636e+00 1.143534e-01
14.67 6.448337e+01 4.481846e+00 1.159644e-01
14.68 6.542296e+01 4.761948e+00 1.174307e-01
14.69 6.641694e+01 4.976446e+00 1.188069e-01
14.7 6.746938e+01 5.451833e+00 1.201035e-01
14.71 6.834717e+01 5.479300e+00 1.214726e-01
14.72 6.937795e+01 5.919873e+00 1.228449e-01
14.73 7.095462e+01 7.070807e+00 1.244864e-01
14.74 7.060318e+01 5.517601e+00 1.249423e-01
