*************************Generated by extractMotion.sh**********************
*      Sat Apr 12 15:11:49 MDT 2025 - Case: 3D_RM6_4CPH_low_v2
* Note: Data was extracted from log.overInterDyMFoam using extractMotion.sh
*       Can be visualized with plotMotion.py                            
****************************************************************************
Time X(x3) Orientation(x9) dX(x3) dX_angular(x3)
0.01 22.9328 0 -0.285989 1 0 3.80253e-05 0 1 0 -3.80253e-05 0 1  -0.000185141 0 0.00226114 0 0.00760505 0
0.02 22.9328 0 -0.285962 1 0 0.000132384 0 1 0 -0.000132384 0 1  -0.002512 0 0.00453115 0 0.0157204 0
0.03 22.9327 0 -0.285925 1 0 0.000257856 0 1 0 -0.000257856 0 1  -0.0037485 0 0.00475105 0 0.0156735 0
0.04 22.9327 0 -0.285871 1 0 0.000424426 0 1 0 -0.000424426 0 1  -0.00375503 0 0.00594456 0 0.0178647 0
0.05 22.9327 0 -0.285804 1 0 0.000645845 0 1 0 -0.000645845 0 1  -0.00426441 0 0.00732479 0 0.0239844 0
0.06 22.9326 0 -0.285727 1 0 0.000901756 0 1 0 -0.000901756 0 1  -0.00502713 0 0.00835648 0 0.0279559 0
0.07 22.9326 0 -0.285633 0.999999 0 0.00119471 0 1 0 -0.00119471 0 0.999999  -0.00575345 0 0.00996631 0 0.0312635 0
0.08 22.9325 0 -0.285534 0.999999 0 0.00152828 0 1 0 -0.00152828 0 0.999999  -0.00584573 0 0.0105003 0 0.0351703 0
0.09 22.9325 0 -0.28542 0.999998 0 0.00189958 0 1 0 -0.00189958 0 0.999998  -0.00606514 0 0.0119024 0 0.0390174 0
0.1 22.9324 0 -0.285296 0.999997 0 0.00230757 0 1 0 -0.00230757 0 0.999997  -0.00659622 0 0.0129295 0 0.0426848 0
0.11 22.9323 0 -0.285162 0.999996 0 0.00275284 0 1 0 -0.00275284 0 0.999996  -0.00697287 0 0.0139926 0 0.0464032 0
0.12 22.9323 0 -0.285016 0.999995 0 0.003234 0 1 0 -0.003234 0 0.999995  -0.0070103 0 0.0152107 0 0.0499693 0
0.13 22.9322 0 -0.284861 0.999993 0 0.00375088 0 1 0 -0.00375088 0 0.999993  -0.00716474 0 0.0159867 0 0.0534772 0
0.14 22.9321 0 -0.284694 0.999991 0 0.00430211 0 1 0 -0.00430211 0 0.999991  -0.0071373 0 0.0172014 0 0.0568593 0
0.15 22.932 0 -0.284519 0.999988 0 0.00488799 0 1 0 -0.00488799 0 0.999988  -0.00721595 0 0.0180508 0 0.0602998 0
0.16 22.932 0 -0.284332 0.999985 0 0.00550701 0 1 0 -0.00550701 0 0.999985  -0.00714664 0 0.0191206 0 0.0635942 0
0.17 22.9319 0 -0.284137 0.999981 0 0.00615941 0 1 0 -0.00615941 0 0.999981  -0.00716285 0 0.0199827 0 0.0668867 0
0.18 22.9318 0 -0.283933 0.999977 0 0.00684436 0 1 0 -0.00684436 0 0.999977  -0.00714858 0 0.0209172 0 0.0701355 0
0.19 22.9318 0 -0.283719 0.999971 0 0.00756043 0 1 0 -0.00756043 0 0.999971  -0.00696593 0 0.0218709 0 0.0732208 0
0.2 22.9317 0 -0.283497 0.999965 0 0.00830731 0 1 0 -0.00830731 0 0.999965  -0.00674001 0 0.0225794 0 0.0762365 0
0.21 22.9316 0 -0.283267 0.999959 0 0.00908358 0 1 0 -0.00908358 0 0.999959  -0.00638532 0 0.0234428 0 0.0791281 0
0.22 22.9316 0 -0.283028 0.999951 0 0.00989034 0 1 0 -0.00989034 0 0.999951  -0.00637953 0 0.0243676 0 0.0821681 0
0.23 22.9315 0 -0.282782 0.999942 0 0.0107255 0 1 0 -0.0107255 0 0.999942  -0.00619159 0 0.0249725 0 0.0849838 0
0.24 22.9314 0 -0.282526 0.999933 0 0.0115891 0 1 0 -0.0115891 0 0.999933  -0.00601938 0 0.0261043 0 0.0878093 0
0.25 22.9314 0 -0.282264 0.999922 0 0.0124805 0 1 0 -0.0124805 0 0.999922  -0.00597372 0 0.0266137 0 0.0905844 0
0.26 22.9313 0 -0.281993 0.99991 0 0.0133983 0 1 0 -0.0133983 0 0.99991  -0.00563617 0 0.027566 0 0.0931924 0
0.27 22.9313 0 -0.281713 0.999897 0 0.014343 0 1 0 -0.014343 0 0.999897  -0.00536742 0 0.028428 0 0.0958405 0
0.28 22.9312 0 -0.281428 0.999883 0 0.0153137 0 1 0 -0.0153137 0 0.999883  -0.00529919 0 0.0288465 0 0.0984 0
0.29 22.9312 0 -0.281133 0.999867 0 0.0163078 0 1 0 -0.0163078 0 0.999867  -0.00471855 0 0.029929 0 0.10069 0
0.3 22.9311 0 -0.280836 0.99985 0 0.0173264 0 1 0 -0.0173264 0 0.99985  -0.00464193 0 0.0299921 0 0.103094 0
0.31 22.9311 0 -0.280527 0.999831 0 0.0183684 0 1 0 -0.0183684 0 0.999831  -0.00441444 0 0.0312797 0 0.105402 0
0.32 22.931 0 -0.280214 0.999811 0 0.0194328 0 1 0 -0.0194328 0 0.999811  -0.00403657 0 0.0316363 0 0.107612 0
0.33 22.931 0 -0.279899 0.999789 0 0.0205189 0 1 0 -0.0205189 0 0.999789  -0.00397535 0 0.0317227 0 0.109755 0
0.34 22.931 0 -0.279569 0.999766 0 0.0216266 0 1 0 -0.0216266 0 0.999766  -0.00370809 0 0.0333967 0 0.111882 0
0.35 22.9309 0 -0.279245 0.999741 0 0.0227547 0 1 0 -0.0227547 0 0.999741  -0.00349718 0 0.0325985 0 0.113875 0
0.36 22.9309 0 -0.278898 0.999714 0 0.023903 0 1 0 -0.023903 0 0.999714  -0.00322676 0 0.0351049 0 0.115867 0
0.37 22.9308 0 -0.278572 0.999686 0 0.025071 0 1 0 -0.025071 0 0.999686  -0.00363687 0 0.0327413 0 0.117826 0
0.38 22.9308 0 -0.278201 0.999655 0 0.0262557 0 1 0 -0.0262557 0 0.999655  -0.0024649 0 0.0377491 0 0.119447 0
0.39 22.9308 0 -0.277879 0.999623 0 0.027461 0 1 0 -0.027461 0 0.999623  -0.00356298 0 0.0323593 0 0.121493 0
0.4 22.9308 0 -0.277507 0.999589 0 0.0286785 0 1 0 -0.0286785 0 0.999589  -0.00214342 0 0.0372737 0 0.122603 0
0.41 22.9307 0 -0.277161 0.999552 0 0.0299159 0 1 0 -0.0299159 0 0.999552  -0.00286202 0 0.0351099 0 0.124568 0
0.42 22.9307 0 -0.276802 0.999514 0 0.031167 0 1 0 -0.031167 0 0.999514  -0.00262417 0 0.0357585 0 0.126025 0
0.43 22.9307 0 -0.276435 0.999474 0 0.0324307 0 1 0 -0.0324307 0 0.999474  -0.00198213 0 0.0370805 0 0.127148 0
