# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.01          	-1.323685e+01	(-8.760315e-02 -3.659141e-05 -5.369926e-03)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.02          	-1.330268e+01	(-3.022442e-01 -5.646883e-05 -2.013346e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.03          	-6.091778e+01	(-5.142408e-01 -8.068354e-05 -2.484268e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.04          	-5.778038e+01	(-6.607759e-01 -1.419874e-04 -5.053624e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.05          	-5.304425e+01	(-7.929121e-01 -8.687512e-05 -5.829299e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.06          	-9.545813e+01	(-9.501154e-01 -1.068870e-04 -6.746801e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.07          	-1.345716e+02	(-1.101430e+00 -1.157270e-04 -8.234279e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.08          	-1.069998e+02	(-1.207409e+00 -1.537144e-04 -9.782105e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.09          	-1.196777e+02	(-1.317669e+00 -1.271844e-04 -1.147733e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.1           	-8.854864e+01	(-1.404888e+00 -7.713881e-05 -1.174967e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.11          	-1.364347e+02	(-1.534124e+00 -7.641433e-05 -1.260285e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.12          	-1.407499e+02	(-1.637368e+00 -6.205814e-05 -1.330287e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.13          	-1.599693e+02	(-1.735561e+00 -9.752087e-05 -1.249498e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.14          	-1.554840e+02	(-1.816427e+00 -1.000661e-04 -1.294219e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.15          	-1.671722e+02	(-1.896933e+00 -1.109125e-04 -1.210228e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.16          	-1.887127e+02	(-1.983527e+00 -1.534187e-04 -1.175990e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.17          	-1.457031e+02	(-2.020887e+00 -8.162376e-05 -1.208227e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.18          	-1.822744e+02	(-2.109553e+00 -5.727952e-05 -1.219309e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.19          	-1.948139e+02	(-2.180475e+00 -5.018993e-05 -1.247155e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.2           	-1.952422e+02	(-2.225557e+00 -1.498330e-04 -1.086912e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.21          	-2.028024e+02	(-2.279979e+00 -1.239925e-04 -1.097219e-01)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.22          	-2.054739e+02	(-2.324209e+00 -1.735029e-04 -9.667784e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.23          	-1.601211e+02	(-2.329050e+00 -1.078764e-04 -8.684184e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.24          	-1.861607e+02	(-2.391784e+00 -4.883160e-05 -8.680145e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.25          	-1.755265e+02	(-2.426349e+00 -3.198389e-05 -8.746297e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.26          	-2.262907e+02	(-2.509053e+00 5.963789e-06 -8.209446e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.27          	-1.967750e+02	(-2.528275e+00 -4.925115e-06 -8.660515e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.28          	-2.164475e+02	(-2.577278e+00 -2.511348e-05 -9.134575e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.29          	-2.227286e+02	(-2.615079e+00 1.890176e-05 -9.679773e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.3           	-2.412186e+02	(-2.662526e+00 3.426754e-05 -8.899145e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.31          	-2.317711e+02	(-2.684071e+00 7.093280e-05 -9.399848e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.32          	-2.197018e+02	(-2.700784e+00 1.581976e-04 -9.765443e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.33          	-2.495888e+02	(-2.755817e+00 1.244020e-04 -9.194177e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.34          	-2.406014e+02	(-2.774013e+00 1.254900e-04 -9.201753e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.35          	-2.534689e+02	(-2.814001e+00 1.425236e-04 -8.808392e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.36          	-2.207740e+02	(-2.808666e+00 2.110673e-04 -9.229948e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.37          	-2.510012e+02	(-2.857009e+00 2.957455e-04 -9.159263e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.38          	-2.435121e+02	(-2.879217e+00 3.248391e-04 -9.349665e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.39          	-2.693153e+02	(-2.922264e+00 3.325014e-04 -8.641903e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.4           	-2.284718e+02	(-2.901777e+00 4.834162e-04 -8.469275e-02)
# Region type : patch baffle_in
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.41          	-2.319054e+02	(-2.923520e+00 5.986006e-04 -8.637059e-02)
