# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.01          	-5.907536e+00	(-8.918565e-02 -3.109796e-05 -3.888543e-03)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.02          	-8.212793e+00	(-3.147294e-01 -5.739985e-05 -2.044303e-02)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.03          	-7.882195e+00	(-5.425390e-01 -8.976751e-05 -3.439137e-02)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.04          	-7.655343e+00	(-7.111269e-01 -1.316398e-04 -4.824889e-02)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.05          	-7.788952e+00	(-8.863946e-01 -1.505401e-04 -6.294282e-02)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.06          	-8.204427e+00	(-1.073210e+00 -1.633651e-04 -7.597575e-02)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.07          	-8.465139e+00	(-1.253963e+00 -1.675495e-04 -8.879800e-02)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.08          	-8.645678e+00	(-1.426968e+00 -1.981890e-04 -1.053240e-01)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.09          	-8.938976e+00	(-1.598485e+00 -2.082287e-04 -1.197380e-01)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.1           	-9.364368e+00	(-1.769571e+00 -2.173395e-04 -1.328663e-01)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.11          	-9.735669e+00	(-1.936671e+00 -1.969218e-04 -1.431741e-01)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.12          	-1.033340e+01	(-2.101602e+00 -1.837046e-04 -1.517122e-01)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.13          	-1.089787e+01	(-2.264217e+00 -2.038698e-04 -1.579365e-01)
# Region type : patch baffle_out
# Faces       : 42
# Area        : 2.821760e-02
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)	areaAverage(U)
0.14          	-1.128086e+01	(-2.421413e+00 -1.922630e-04 -1.632879e-01)
# Region type : patch baffle_out
# Faces       : 42
