*************************Generated by extractForces.sh*************************
*      Wed Apr  2 09:07:45 MDT 2025 - Case: surge/T20/
* Note: Data was extracted from log.overInterDyMFoam using extractForces.sh
*       Can be visualized with plotForces.py
*******************************************************************************
Time X(x3) Force(x3) Moment(x3)
0.01              -49566 9.76855 -27834.5              -2.5526 -162233 -57.8776
0.02              -1804.42 -7.32715 5492.14              1.49923 33328.2 39.4934
0.03              -1001.08 -1.902 5479.45              0.322878 33093.9 10.0513
0.04              -919.397 -1.08346 5484.37              0.524103 33099.7 5.388
0.05              -903.729 -1.3939 5487.18              0.453157 33094 7.2387
0.06              -950.493 -2.37078 5451.99              0.249748 32867.6 13.619
0.07              -974.87 0.158397 5444.45              0.133535 32805 -1.39017
0.08              -1031.72 2.67387 5426.42              0.534741 32676.2 -14.9243
0.09              -1084.11 0.902744 5383.42              0.345578 32407 -5.37126
0.1              -1149.47 -0.996339 5346.64              -0.110731 32172.4 4.95684
0.11              -1196.76 -0.744096 5312.99              0.104862 31958.7 4.02358
0.12              -1227.84 2.58893 5302.57              0.0229174 31881.6 -15.4875
0.13              -1252.25 -0.532111 5301.69              0.356824 31861.1 3.04241
0.14              -1303 -0.387246 5264.03              0.296879 31624.2 2.27197
0.15              -1340.72 -0.374251 5237.76              0.255897 31453.7 2.28564
0.16              -1373.98 -0.0152778 5218.97              0.278808 31328.6 0.158909
0.17              -1406.28 0.645915 5197.16              0.249028 31184.2 -3.59025
0.18              -1435.25 0.113956 5179.2              0.28006 31063.7 -0.588161
0.19              -1465.02 0.137007 5156.94              0.259633 30917.8 -0.695593
0.2              -1546.16 -5.19133 5083.52              0.544305 30473.4 28.4206
0.21              -1521.03 0.998709 5106.03              0.100914 30590.1 -5.10927
0.22              -1531.29 1.04528 5102.68              0.191853 30552.1 -5.79531
0.23              -1554.71 -0.221455 5082.08              0.366109 30417.5 1.07099
0.24              -1573.21 0.248465 5070.05              0.241464 30331.6 -1.2668
0.25              -1622.96 4.25447 5023.25              -0.0744036 30044.3 -22.6517
0.26              -1611.38 -0.172691 5023.91              0.51395 30031.7 0.887601
0.27              -1629.22 0.145616 5004.03              0.209064 29901.6 -0.707495
0.28              -1670.84 -5.72006 4932.9              0.702892 29471.5 33.0115
0.29              -1647.23 0.626324 4973.24              -0.0126193 29692.9 -3.3171
0.3              -1653.98 5.77407 4986.61              1.51995 29742.1 -30.7414
0.31              -1670.72 -3.4328 4955.82              -0.746617 29549.8 18.1094
0.32              -1656.69 -1.12859 4946.17              0.162632 29487.1 6.49761
0.33              -1664.15 -1.60297 4925.7              -0.45563 29351 8.9293
0.34              -1660.31 3.86053 4905.81              -0.310516 29220.4 -22.5042
0.35              -1640.61 -0.905167 4918.99              0.307046 29284.5 5.45085
0.36              -1637.39 -0.855448 4903.73              0.288441 29180.4 5.26228
0.37              -1640.91 -1.11947 4876.97              0.198599 29010.9 6.95664
0.38              -1628.97 -0.538795 4868.66              0.2531 28948.4 3.48965
0.39              -1644.04 0.420726 4822.43              0.175438 28667.5 -1.92264
0.4              -1618.01 -0.350874 4829.15              0.224422 28691.2 2.41954
0.41              -1630.15 -0.189231 4782.85              0.158847 28411.8 1.492
0.42              -1613.37 -2.57491 4783.13              0.406844 28397.4 14.5024
0.43              -1629.12 -4.87036 4739.74              0.41047 28133.9 26.5676
0.44              -1549.44 0.963399 4790.74              0.0625384 28409.5 -4.73669
0.45              -1533.35 0.487988 4785.02              0.137741 28364.2 -2.16218
0.46              -1514.82 -0.804791 4771.06              0.307434 28269.4 4.82708
0.47              -1487.39 -0.0878445 4772.82              0.152789 28264.7 0.97825
0.48              -1501.75 6.01 4734.65              -0.293831 28032.4 -31.2384
0.49              -1439.93 -0.431132 4750.92              0.229511 28113.5 2.66993
0.5              -1416.98 0.95704 4747.78              0.471714 28080.3 -4.85537
0.51              -1390.52 -2.39239 4732.12              0.0147029 27974.8 14.8297
0.52              -1346.08 1.23238 4740.66              -0.108964 28024.4 -6.67031
0.53              -1326.23 1.64241 4738.4              -0.1262 27993 -8.90671
0.54              -1303.92 11.8672 4768.05              2.76052 28130 -62.5823
0.55              -1281.72 -6.56377 4751.09              -1.57339 28024.6 34.5608
0.56              -1229.6 -0.0492244 4746.23              -0.174035 27998.7 0.232416
0.57              -1203.58 -3.49069 4740.62              -0.961219 27951.2 19.1957
0.58              -1162.5 4.83899 4740.88              -0.800915 27939.8 -28.1188
0.59              -1115.18 -0.585171 4763.52              0.0852538 28063.2 3.51063
0.6              -1076.61 -0.609712 4769.2              0.136549 28085.7 3.76148
0.61              -1039.32 -0.565267 4774.46              0.165308 28104.8 3.56164
0.62              -1002.36 -0.879416 4778.24              0.118196 28116.4 5.49368
0.63              -961.2 -0.370199 4789.27              0.178752 28169.1 2.47657
0.64              -931.483 -0.259954 4781.52              0.164667 28117.6 1.83934
0.65              -888.317 0.606849 4796.28              0.155137 28191.3 -3.02695
0.66              -849.092 -0.127912 4802.3              0.166404 28218.5 1.07424
0.67              -802.397 -0.162415 4822.09              0.162032 28321.4 1.26834
0.68              -730.265 -0.220203 4883.59              0.19663 28657.9 1.60772
0.69              -711.834 -2.45789 4872.38              0.364227 28585.3 13.7021
0.7              -696.926 -7.02604 4865.08              0.260091 28536.4 38.6347
0.71              -606.889 -0.618991 4921.76              0.094858 28851.4 4.1059
0.72              -560.598 -0.247424 4957.14              0.108702 29036.3 1.73362
0.73              -513.695 -0.214601 4967.23              0.123117 29092.9 1.60171
0.74              -465.491 -0.442053 4987.44              0.136216 29201.4 2.78718
0.75              -427.603 0.041214 4998.92              0.136367 29261 0.198333
0.76              -387.76 -0.174568 5010.37              0.0763785 29321 1.32062
0.77              -397.097 7.80746 4974.34              -0.1838 29115.1 -41.4729
0.78              -292.61 -0.104577 5056.28              0.160793 29571.7 0.756956
0.79              -242.632 0.330626 5092.77              0.601865 29769.3 -1.44818
0.8              -199.511 0.66483 5115.68              0.207615 29893.9 -3.29753
0.81              -191.494 -5.50528 5076.94              0.493006 29664.8 31.7312
0.82              -119.812 -0.584839 5112.58              0.050635 29884.4 3.6291
0.83              -80.4718 0.241829 5157.99              -0.045345 30126.1 -1.12051
0.84              -41.7543 0.991591 5182.58              -0.0655656 30259.2 -5.34012
0.85              -13.7245 26.6041 5290.44              6.4101 30819.1 -138.625
0.86              34.3692 4.55486 5240.75              0.891397 30573.3 -23.835
0.87              31.5119 1.22972 5168.09              0.0987318 30177.6 -6.57647
0.88              89.7717 -24.229 5301.88              -5.48209 30892.6 126.169
0.89              143.759 -4.61933 5301.36              -0.90306 30906.6 24.4428
0.9              174.031 -2.62492 5309.29              -0.369059 30950.6 14.3577
0.91              195.503 -5.31414 5305.78              -1.84066 30928 27.8031
0.92              234.321 -1.78537 5337.29              -0.483849 31102.8 9.49923
0.93              251.06 5.80915 5325.06              -0.797537 31028.7 -33.6748
0.94              299.256 -0.953598 5378.08              0.152523 31329.2 5.34003
0.95              331.68 -0.998844 5405.81              0.189448 31481.3 5.71916
0.96              360.892 -0.999086 5431.07              0.220144 31618.8 5.79059
0.97              386.15 -0.8646 5446.75              0.241896 31704.7 5.0765
0.98              410.213 -0.722845 5458.86              0.244558 31771 4.29672
0.99              432.701 -1.00427 5470.36              0.197659 31834.4 5.98558
1              453.578 -0.843973 5475.36              0.198224 31863.1 5.07483
1.01              481.721 -0.426127 5492.52              0.228837 31955.1 2.63257
1.02              500.505 -0.29258 5507.4              0.229714 32038.7 1.86143
1.03              519.843 -0.241699 5526.7              0.225067 32146.5 1.56998
1.04              541.21 -0.195448 5548.08              0.218097 32263.9 1.31001
1.05              561.813 -0.124441 5553.63              0.211283 32294.3 0.896802
1.06              582.875 -0.102857 5575.69              0.20251 32415.9 0.769662
1.07              596.605 -0.0786437 5592.24              0.189454 32510.5 0.62789
1.08              617.193 0.693788 5605.08              0.178426 32579.2 -3.69365
1.09              636.03 -0.0185259 5626.01              0.166182 32696.9 0.315909
1.1              648.604 -0.0570673 5643.39              0.159733 32797.3 0.545881
1.11              666.973 -0.163759 5661.65              0.151204 32898.2 1.17244
1.12              681.829 -0.147502 5682.13              0.151964 33014.2 1.06651
1.13              699.595 -0.158484 5700.14              0.140175 33114.8 1.14796
1.14              714.377 -0.158218 5718.96              0.122596 33221.8 1.16389
1.15              723.453 -0.0390139 5695.93              0.106286 33105.6 0.509936
1.16              748.063 -0.106109 5753.37              0.121299 33417.3 0.90627
1.17              763.208 -0.140445 5781.99              0.108672 33577.1 1.1213
1.18              771.341 -0.12917 5809.75              0.0950857 33736.6 1.0815
1.19              781.501 -1.49506 5820.99              0.185298 33797.8 8.50907
1.2              803.252 -0.291333 5844.01              0.0749626 33931.9 2.06356
1.21              816.773 -0.175319 5863.74              0.0763886 34047.5 1.43035
1.22              828.12 -0.157373 5909.27              0.0745478 34303.2 1.35352
1.23              845.196 -0.17871 5940.19              0.058654 34478.1 1.51706
1.24              864.738 -0.171634 5964.83              0.035431 34618.4 1.52007
1.25              883.447 -0.189768 5994.06              0.038051 34784.2 1.66746
1.26              893.873 -0.143762 6016.44              0.0160113 34918.1 1.43784
1.27              914.128 -0.148072 6037.44              0.00911972 35040.1 1.49628
1.28              924.598 -0.136946 6065.29              0.00726552 35205.3 1.46256
1.29              938.768 -0.107014 6091.12              0.0025926 35358.4 1.30841
1.3              956.555 -0.109672 6117.59              0.00795479 35513.6 1.30925
1.31              975.541 -0.102276 6145.61              0.00185502 35677.4 1.27442
1.32              993.663 -0.0949825 6175.6              0.000260452 35852.9 1.23495
1.33              1014.1 -0.122354 6206.29              -0.0114748 36031.6 1.4161
1.34              1032.91 -0.107536 6236.93              -0.0205246 36211.4 1.34117
1.35              1052.9 -0.122668 6267.74              -0.0171457 36392.3 1.43989
1.36              1071.67 -0.0803568 6286.11              -0.0358616 36507.6 1.21339
1.37              1094.14 -0.140137 6331.51              -0.0198644 36767.8 1.55402
1.38              1116.76 -0.156544 6367.83              -0.0247364 36979.6 1.64744
1.39              1142.51 -0.18797 6402.31              -0.0259695 37180.5 1.82885
1.4              1170.1 0.0331408 6437.35              0.0130879 37385.7 0.478804
1.41              1188.32 -0.209104 6476.69              -0.0202626 37617 1.92955
1.42              1218.45 -0.235497 6510.15              -0.0276311 37812.2 2.08384
