*************************Generated by extractMotion.sh**********************
*      Thu May  8 17:05:42 MDT 2025 - Case: pitch/mesh_3x
* Note: Data was extracted from log.overInterDyMFoam using extractMotion.sh
*       Can be visualized with plotMotion.py                            
****************************************************************************
Time X(x3) Orientation(x9) dX(x3) dX_angular(x3)
0.01 17.0729 0 -0.286 1 0 0.000103184 0 1 0 -0.000103184 0 1  -0 -0 -0 0 0.0206368 0
0.02 17.0729 0 -0.286 1 0 0.00030484 0 1 0 -0.00030484 0 1  0 0 0 0 0.0364659 0
0.03 17.0729 0 -0.286 1 0 0.000531417 0 1 0 -0.000531417 0 1  0 0 0 0 0.0292895 0
0.04 17.0729 0 -0.286 1 0 0.000918947 0 1 0 -0.000918947 0 1  0 0 0 0 0.0417262 0
0.05 17.0729 0 -0.286 0.999999 0 0.00143007 0 1 0 -0.00143007 0 0.999999  0 0 0 0 0.0567811 0
0.06 17.0729 0 -0.286 0.999998 0 0.00199446 0 1 0 -0.00199446 0 0.999998  0 0 0 0 0.0616705 0
0.07 17.0729 0 -0.286 0.999996 0 0.00267688 0 1 0 -0.00267688 0 0.999996  0 0 0 0 0.0726065 0
0.08 17.0729 0 -0.286 0.999994 0 0.00345718 0 1 0 -0.00345718 0 0.999994  0 0 0 0 0.0830719 0
0.09 17.0729 0 -0.286 0.999991 0 0.00431722 0 1 0 -0.00431722 0 0.999991  0 0 0 0 0.0906695 0
0.1 17.0729 0 -0.286 0.999986 0 0.00528254 0 1 0 -0.00528254 0 0.999986  0 0 0 0 0.101081 0
0.11 17.0729 0 -0.286 0.99998 0 0.00633328 0 1 0 -0.00633328 0 0.99998  0 0 0 0 0.109757 0
0.12 17.0729 0 -0.286 0.999972 0 0.0074784 0 1 0 -0.0074784 0 0.999972  0 0 0 0 0.119044 0
0.13 17.0729 0 -0.286 0.999962 0 0.00871403 0 1 0 -0.00871403 0 0.999962  0 0 0 0 0.128152 0
0.14 17.0729 0 -0.286 0.99995 0 0.0100338 0 1 0 -0.0100338 0 0.99995  0 0 0 0 0.136255 0
