*************************Generated by extractMotion.sh**********************
*      Sat Apr 12 15:11:48 MDT 2025 - Case: 3D_RM6_4CPH_low
* Note: Data was extracted from log.overInterDyMFoam using extractMotion.sh
*       Can be visualized with plotMotion.py                            
****************************************************************************
Time X(x3) Orientation(x9) dX(x3) dX_angular(x3)
0.01 22.9328 0 -0.285989 1 0 3.80253e-05 0 1 0 -3.80253e-05 0 1  -0.000185141 0 0.00226114 0 0.00760505 0
0.02 22.9328 0 -0.285963 1 0 0.000132666 0 1 0 -0.000132666 0 1  -0.00257699 0 0.004512 0 0.0157553 0
0.03 22.9327 0 -0.285923 1 0 0.000259832 0 1 0 -0.000259832 0 1  -0.0040615 0 0.00507607 0 0.015868 0
0.04 22.9327 0 -0.285866 1 0 0.000429981 0 1 0 -0.000429981 0 1  -0.00439284 0 0.00616695 0 0.0182974 0
0.05 22.9327 0 -0.285793 1 0 0.000656185 0 1 0 -0.000656185 0 1  -0.00509828 0 0.00800527 0 0.0245636 0
0.06 22.9326 0 -0.285711 1 0 0.000920651 0 1 0 -0.000920651 0 1  -0.00657812 0 0.00895331 0 0.0289173 0
0.07 22.9325 0 -0.285608 0.999999 0 0.0012235 0 1 0 -0.0012235 0 0.999999  -0.00737101 0 0.0110036 0 0.0323697 0
0.08 22.9325 0 -0.285499 0.999999 0 0.00157094 0 1 0 -0.00157094 0 0.999999  -0.00830524 0 0.0115923 0 0.0367284 0
0.09 22.9324 0 -0.285371 0.999998 0 0.00195942 0 1 0 -0.00195942 0 0.999998  -0.00908617 0 0.0134009 0 0.0409504 0
0.1 22.9323 0 -0.285232 0.999997 0 0.00238829 0 1 0 -0.00238829 0 0.999997  -0.010064 0 0.0146906 0 0.0449557 0
0.11 22.9322 0 -0.285079 0.999996 0 0.00285795 0 1 0 -0.00285795 0 0.999996  -0.0109121 0 0.0158688 0 0.0489895 0
0.12 22.9321 0 -0.284909 0.999994 0 0.00336782 0 1 0 -0.00336782 0 0.999994  -0.0115886 0 0.0177864 0 0.0530019 0
0.13 22.9319 0 -0.28473 0.999992 0 0.00391799 0 1 0 -0.00391799 0 0.999992  -0.012561 0 0.0185932 0 0.0570257 0
0.14 22.9318 0 -0.284533 0.99999 0 0.00450668 0 1 0 -0.00450668 0 0.99999  -0.0131661 0 0.0203484 0 0.0608394 0
0.15 22.9317 0 -0.284325 0.999987 0 0.00513452 0 1 0 -0.00513452 0 0.999987  -0.0138839 0 0.0215494 0 0.0647194 0
0.16 22.9315 0 -0.284103 0.999983 0 0.00580064 0 1 0 -0.00580064 0 0.999983  -0.0145956 0 0.0228309 0 0.0685385 0
0.17 22.9314 0 -0.283867 0.999979 0 0.00650421 0 1 0 -0.00650421 0 0.999979  -0.0151835 0 0.024253 0 0.0722501 0
0.18 22.9312 0 -0.283619 0.999974 0 0.0072449 0 1 0 -0.0072449 0 0.999974  -0.0158382 0 0.0254296 0 0.0759278 0
0.19 22.9311 0 -0.283358 0.999968 0 0.008022 0 1 0 -0.008022 0 0.999968  -0.016391 0 0.0267732 0 0.0795418 0
0.2 22.9309 0 -0.283083 0.999961 0 0.00883489 0 1 0 -0.00883489 0 0.999961  -0.0169305 0 0.0281498 0 0.0830912 0
0.21 22.9307 0 -0.282797 0.999953 0 0.0096834 0 1 0 -0.0096834 0 0.999953  -0.0174888 0 0.0292426 0 0.0866328 0
0.22 22.9305 0 -0.282499 0.999944 0 0.0105653 0 1 0 -0.0105653 0 0.999944  -0.0180203 0 0.0304318 0 0.0899176 0
0.23 22.9304 0 -0.282187 0.999934 0 0.0114815 0 1 0 -0.0114815 0 0.999934  -0.0184576 0 0.0318904 0 0.0933082 0
0.24 22.9302 0 -0.281867 0.999923 0 0.0124304 0 1 0 -0.0124304 0 0.999923  -0.0190554 0 0.0325482 0 0.0965545 0
0.25 22.93 0 -0.281529 0.99991 0 0.0134115 0 1 0 -0.0134115 0 0.99991  -0.0193481 0 0.0343337 0 0.0997476 0
0.26 22.9298 0 -0.281189 0.999896 0 0.014424 0 1 0 -0.014424 0 0.999896  -0.0199959 0 0.0345299 0 0.102837 0
0.27 22.9296 0 -0.28083 0.99988 0 0.0154669 0 1 0 -0.0154669 0 0.99988  -0.0201939 0 0.0364964 0 0.105841 0
0.28 22.9294 0 -0.280468 0.999863 0 0.0165399 0 1 0 -0.0165399 0 0.999863  -0.0208222 0 0.0366734 0 0.108818 0
0.29 22.9292 0 -0.280088 0.999844 0 0.0176419 0 1 0 -0.0176419 0 0.999844  -0.0210822 0 0.0385348 0 0.111686 0
0.3 22.929 0 -0.2797 0.999824 0 0.0187733 0 1 0 -0.0187733 0 0.999824  -0.021586 0 0.0394532 0 0.114618 0
0.31 22.9287 0 -0.279302 0.999801 0 0.0199326 0 1 0 -0.0199326 0 0.999801  -0.0220284 0 0.040217 0 0.117388 0
0.32 22.9285 0 -0.278894 0.999777 0 0.0211179 0 1 0 -0.0211179 0 0.999777  -0.0222647 0 0.0413072 0 0.119892 0
0.33 22.9283 0 -0.278474 0.999751 0 0.0223299 0 1 0 -0.0223299 0 0.999751  -0.0226599 0 0.0425354 0 0.122535 0
0.34 22.9281 0 -0.278048 0.999722 0 0.0235677 0 1 0 -0.0235677 0 0.999722  -0.0231218 0 0.0431082 0 0.125114 0
0.35 22.9278 0 -0.277607 0.999692 0 0.0248296 0 1 0 -0.0248296 0 0.999692  -0.0233061 0 0.0445556 0 0.127485 0
0.36 22.9276 0 -0.277163 0.999659 0 0.0261157 0 1 0 -0.0261157 0 0.999659  -0.023794 0 0.0449065 0 0.129846 0
0.37 22.9274 0 -0.276711 0.999624 0 0.0274232 0 1 0 -0.0274232 0 0.999624  -0.0240697 0 0.0455016 0 0.131935 0
0.38 22.9271 0 -0.276247 0.999587 0 0.0287526 0 1 0 -0.0287526 0 0.999587  -0.0241695 0 0.0468499 0 0.13407 0
0.39 22.9269 0 -0.275778 0.999547 0 0.0301044 0 1 0 -0.0301044 0 0.999547  -0.0246562 0 0.0472515 0 0.136332 0
0.4 22.9266 0 -0.2753 0.999505 0 0.0314758 0 1 0 -0.0314758 0 0.999505  -0.0248749 0 0.0481623 0 0.138258 0
0.41 22.9264 0 -0.274811 0.99946 0 0.0328679 0 1 0 -0.0328679 0 0.99946  -0.024833 0 0.0494368 0 0.140292 0
0.42 22.9261 0 -0.274321 0.999412 0 0.034279 0 1 0 -0.034279 0 0.999412  -0.0254375 0 0.0492984 0 0.142174 0
0.43 22.9259 0 -0.273816 0.999362 0 0.0357071 0 1 0 -0.0357071 0 0.999362  -0.0253969 0 0.0508879 0 0.143805 0
