*************************Generated by extractQP.sh*************************
*      Thu Jan  9 10:54:29 MST 2025. Case: 
* Note: Outputs can be visualized with plotQP.py
***************************************************************************
Time(s) p0(Pa) p1(Pa) Q(m3/s)
4.46 -1.698195e+01 -5.757047e+00 -3.079869e-03
4.47 -6.223352e+00 -5.752644e+00 -2.520540e-03
4.48 -1.404160e+01 -5.684700e+00 -1.893021e-03
4.49 3.047670e+00 -5.772994e+00 -1.426012e-03
4.5 -7.537409e+00 -5.711201e+00 -8.740895e-04
4.51 -1.144814e+00 -5.722278e+00 -3.570425e-04
4.52 -1.001570e+01 -5.680167e+00 1.992016e-04
4.53 -1.213713e+00 -5.726162e+00 6.486404e-04
4.54 -3.232988e+00 -5.681137e+00 1.123529e-03
4.55 3.325453e+00 -5.726016e+00 1.568843e-03
4.56 -1.018570e+01 -5.652905e+00 2.088947e-03
4.57 4.430232e+00 -5.708132e+00 2.514417e-03
4.58 -1.504931e+00 -5.679588e+00 2.977121e-03
4.59 -1.309496e+01 -5.646997e+00 3.398352e-03
4.6 1.519253e+01 -5.789984e+00 3.654601e-03
4.61 6.786070e+00 -5.690723e+00 4.154539e-03
4.62 3.247264e+00 -5.829420e+00 4.580961e-03
4.63 8.409556e+00 -5.745186e+00 4.982581e-03
4.64 1.190105e+00 -5.678195e+00 5.454715e-03
4.65 6.812568e+00 -5.697627e+00 5.843095e-03
4.66 2.593676e+01 -5.825378e+00 6.121250e-03
4.67 6.616097e+00 -5.656476e+00 6.552801e-03
4.68 1.324290e+01 -5.731774e+00 6.843408e-03
4.69 3.945658e+01 -5.918095e+00 6.955409e-03
4.7 1.632956e+01 -5.778622e+00 7.276257e-03
4.71 9.145183e+00 -5.701818e+00 7.541140e-03
4.72 1.627223e+01 -5.745846e+00 7.735329e-03
4.73 1.329314e+01 -5.685209e+00 8.084914e-03
4.74 -1.301595e+01 -5.482276e+00 8.584944e-03
4.75 1.842265e+01 -5.746549e+00 8.785829e-03
4.76 3.998975e+01 -5.951353e+00 8.860229e-03
4.77 1.403857e+01 -5.697087e+00 9.072459e-03
4.78 1.858667e+01 -5.796540e+00 9.203886e-03
4.79 1.480243e+01 -5.688844e+00 9.432831e-03
4.8 1.866785e+01 -5.726197e+00 9.616125e-03
4.81 2.355457e+01 -5.765691e+00 9.739738e-03
4.82 1.562760e+01 -5.675943e+00 9.921260e-03
4.83 2.500879e+01 -5.797851e+00 9.990324e-03
4.84 4.212587e+01 -5.990865e+00 9.924853e-03
4.85 1.637645e+01 -5.713732e+00 1.001275e-02
4.86 9.307172e+00 -5.658921e+00 1.010100e-02
4.87 3.149984e+01 -5.834250e+00 1.008782e-02
4.88 -2.705527e+00 -5.447621e+00 1.042865e-02
4.89 2.046211e+01 -5.733864e+00 1.045377e-02
4.9 2.598837e+01 -5.826201e+00 1.037310e-02
4.91 8.586961e+00 -5.662140e+00 1.039990e-02
4.92 2.352427e+01 -5.834469e+00 1.026802e-02
4.93 1.494966e+01 -5.744178e+00 1.022481e-02
4.94 2.297900e+01 -5.845021e+00 1.007622e-02
4.95 1.424574e+01 -5.756105e+00 9.969538e-03
4.96 2.114573e+01 -5.853030e+00 9.788579e-03
4.97 1.352858e+01 -5.755295e+00 9.715908e-03
4.98 2.401238e+01 -5.886987e+00 9.548870e-03
4.99 1.817154e+01 -5.831172e+00 9.416434e-03
5 2.085732e+01 -5.923114e+00 9.120319e-03
5.01 1.517946e+01 -5.812952e+00 9.026731e-03
5.02 2.039068e+01 -5.881191e+00 8.872893e-03
5.03 1.029871e+01 -5.789322e+00 8.728879e-03
5.04 1.846213e+01 -5.908949e+00 8.465061e-03
5.05 1.781974e+01 -5.896822e+00 8.290848e-03
5.06 4.006357e+01 -6.146152e+00 7.973205e-03
5.07 8.995303e+00 -5.844447e+00 7.816254e-03
5.08 1.550110e+01 -5.920522e+00 7.550052e-03
5.09 1.486834e+01 -5.907135e+00 7.351530e-03
5.1 9.309096e+00 -5.820487e+00 7.217500e-03
5.11 1.584298e+01 -5.885138e+00 7.030490e-03
5.12 3.640167e+01 -6.112976e+00 6.717001e-03
5.13 1.445927e+01 -5.941516e+00 6.452277e-03
5.14 9.180697e+00 -5.910794e+00 6.141831e-03
5.15 1.341944e+01 -5.945401e+00 5.875660e-03
5.16 4.652676e+00 -5.854371e+00 5.711384e-03
5.17 1.381651e+01 -5.996452e+00 5.395686e-03
5.18 2.497304e+00 -5.913337e+00 5.137454e-03
5.19 5.948074e+00 -5.955376e+00 4.846222e-03
5.2 1.129031e+01 -6.011182e+00 4.522917e-03
5.21 -5.729387e+00 -5.879752e+00 4.310535e-03
5.22 9.595685e+00 -6.029171e+00 3.975175e-03
5.23 2.903795e+01 -6.204397e+00 3.476938e-03
5.24 6.520824e+00 -6.070051e+00 3.099453e-03
5.25 -3.881519e+00 -5.974081e+00 2.752260e-03
5.26 -3.026645e+01 -5.801319e+00 2.636168e-03
5.27 1.795758e+01 -6.140585e+00 2.200192e-03
5.28 6.092927e+00 -6.116610e+00 1.833852e-03
5.29 -7.368494e+00 -6.006495e+00 1.489108e-03
5.3 6.454264e-01 -6.107726e+00 1.056967e-03
5.31 -4.674289e+00 -6.041619e+00 7.047677e-04
5.32 -2.696012e+00 -6.095600e+00 3.269054e-04
5.33 -2.519209e+01 -5.931639e+00 -9.241193e-06
5.34 -3.216088e+00 -6.161280e+00 -5.231857e-04
5.35 -1.441848e+01 -6.029627e+00 -8.376746e-04
5.36 -6.150786e+00 -6.140774e+00 -1.229665e-03
5.37 -2.182631e+01 -6.059209e+00 -1.628114e-03
5.38 -9.700750e+00 -6.176051e+00 -2.133952e-03
5.39 -3.478138e+01 -5.923009e+00 -2.413805e-03
5.4 -1.576208e+01 -6.140586e+00 -2.896315e-03
5.41 -1.055458e+01 -6.194041e+00 -3.355994e-03
5.42 -1.703896e+01 -6.144405e+00 -3.735489e-03
5.43 -2.019506e+01 -6.199881e+00 -4.231431e-03
5.44 2.217184e+00 -6.416700e+00 -4.845501e-03
5.45 -2.338487e+01 -6.106734e+00 -5.092491e-03
5.46 -1.174236e+01 -6.257757e+00 -5.585100e-03
5.47 -1.804608e+01 -6.291408e+00 -6.112781e-03
5.48 -3.121827e+01 -6.171042e+00 -6.496138e-03
5.49 -2.023525e+01 -6.288179e+00 -6.896571e-03
5.5 -2.760602e+01 -6.218731e+00 -7.260654e-03
5.51 -3.918178e+01 -6.151556e+00 -7.560184e-03
5.52 -2.279493e+01 -6.318996e+00 -7.997112e-03
5.53 -2.213597e+01 -6.327478e+00 -8.369145e-03
5.54 -2.945255e+01 -6.239935e+00 -8.685645e-03
5.55 -3.742662e+01 -6.206899e+00 -9.095791e-03
5.56 -2.831875e+01 -6.344593e+00 -9.638659e-03
5.57 -3.170247e+01 -6.280269e+00 -9.997251e-03
5.58 -5.667517e+01 -6.003790e+00 -1.017222e-02
5.59 -2.934221e+01 -6.369377e+00 -1.057865e-02
5.6 -3.982715e+01 -6.277090e+00 -1.090598e-02
5.61 -4.400380e+01 -6.318365e+00 -1.129011e-02
5.62 -3.502378e+01 -6.482912e+00 -1.184414e-02
5.63 -4.370774e+01 -6.292009e+00 -1.202662e-02
5.64 -3.731295e+01 -6.440708e+00 -1.236882e-02
5.65 -4.401911e+01 -6.428089e+00 -1.274415e-02
5.66 -3.018540e+01 -6.571783e+00 -1.310665e-02
5.67 -4.846031e+01 -6.352868e+00 -1.327372e-02
5.68 -4.438117e+01 -6.448530e+00 -1.359030e-02
5.69 -3.436495e+01 -6.566282e+00 -1.402751e-02
5.7 -5.028873e+01 -6.383699e+00 -1.426492e-02
5.71 -4.439738e+01 -6.497856e+00 -1.454882e-02
5.72 -4.169077e+01 -6.559769e+00 -1.485640e-02
5.73 -5.950524e+01 -6.356606e+00 -1.507229e-02
5.74 -4.033079e+01 -6.632874e+00 -1.546818e-02
5.75 -5.865975e+01 -6.393852e+00 -1.570120e-02
5.76 -4.594986e+01 -6.584142e+00 -1.603486e-02
5.77 -5.827812e+01 -6.464928e+00 -1.620802e-02
5.78 -4.823194e+01 -6.579871e+00 -1.638615e-02
5.79 -1.713523e+01 -6.946661e+00 -1.681078e-02
5.8 -4.601693e+01 -6.682112e+00 -1.703380e-02
5.81 -5.071119e+01 -6.591826e+00 -1.717890e-02
5.82 -5.250721e+01 -6.551101e+00 -1.724868e-02
5.83 -5.921067e+01 -6.482434e+00 -1.742976e-02
5.84 -4.641348e+01 -6.763749e+00 -1.783938e-02
5.85 -5.419426e+01 -6.574877e+00 -1.799557e-02
5.86 -4.775776e+01 -6.675062e+00 -1.810851e-02
5.87 -4.322181e+01 -6.774120e+00 -1.829076e-02
5.88 -6.033419e+01 -6.525038e+00 -1.837195e-02
5.89 -7.993028e+01 -6.392125e+00 -1.840104e-02
5.9 -4.506763e+01 -6.710184e+00 -1.858092e-02
5.91 -5.705544e+01 -6.550555e+00 -1.856584e-02
5.92 -5.275551e+01 -6.693469e+00 -1.865880e-02
5.93 -5.454557e+01 -6.645009e+00 -1.873180e-02
5.94 -5.327874e+01 -6.652241e+00 -1.878211e-02
5.95 -6.131771e+01 -6.513704e+00 -1.874371e-02
5.96 -5.356752e+01 -6.645889e+00 -1.877291e-02
5.97 -7.261468e+01 -6.309646e+00 -1.865750e-02
5.98 -7.921426e+01 -6.208106e+00 -1.847985e-02
5.99 -4.863163e+01 -6.673092e+00 -1.849705e-02
6 -5.402576e+01 -6.676276e+00 -1.845506e-02
6.01 -4.814886e+01 -6.698340e+00 -1.846546e-02
6.02 -5.684330e+01 -6.557772e+00 -1.838278e-02
6.03 -5.481161e+01 -6.629348e+00 -1.838273e-02
6.04 -5.168241e+01 -6.686670e+00 -1.843658e-02
6.05 -5.871078e+01 -6.571693e+00 -1.839005e-02
6.06 -5.403517e+01 -6.590564e+00 -1.834418e-02
6.07 -4.855121e+01 -6.709996e+00 -1.834559e-02
6.08 -5.673960e+01 -6.590955e+00 -1.831712e-02
6.09 -6.852902e+01 -6.417408e+00 -1.826662e-02
6.1 -5.675984e+01 -6.576258e+00 -1.826542e-02
6.11 -5.393517e+01 -6.598959e+00 -1.819258e-02
6.12 -5.000974e+01 -6.675288e+00 -1.819407e-02
6.13 -5.325375e+01 -6.599445e+00 -1.817989e-02
6.14 -5.548927e+01 -6.599705e+00 -1.814671e-02
6.15 -4.255752e+01 -6.782544e+00 -1.821891e-02
6.16 -5.233883e+01 -6.638743e+00 -1.818504e-02
6.17 -5.302621e+01 -6.601659e+00 -1.813242e-02
6.18 -5.399391e+01 -6.581877e+00 -1.801768e-02
6.19 -4.958772e+01 -6.605624e+00 -1.790330e-02
6.2 -5.603270e+01 -6.540247e+00 -1.779785e-02
6.21 -3.803483e+01 -6.759399e+00 -1.775667e-02
6.22 -5.332220e+01 -6.481865e+00 -1.749921e-02
6.23 -4.812291e+01 -6.593124e+00 -1.740587e-02
6.24 -5.520831e+01 -6.560520e+00 -1.738024e-02
6.25 -5.004327e+01 -6.593507e+00 -1.734443e-02
6.26 -4.600500e+01 -6.578542e+00 -1.716634e-02
6.27 -7.231084e+01 -6.215456e+00 -1.670686e-02
6.28 -4.788397e+01 -6.506501e+00 -1.652829e-02
6.29 -5.546495e+01 -6.393376e+00 -1.630298e-02
6.3 -6.237289e+01 -6.270343e+00 -1.604121e-02
6.31 -6.942852e+01 -6.149616e+00 -1.567773e-02
6.32 -3.932704e+01 -6.527862e+00 -1.549135e-02
6.33 -4.625643e+01 -6.393716e+00 -1.527330e-02
6.34 -4.056612e+01 -6.511462e+00 -1.517266e-02
6.35 -4.434920e+01 -6.466832e+00 -1.501919e-02
6.36 -5.132727e+01 -6.334558e+00 -1.476980e-02
6.37 -3.909142e+01 -6.493548e+00 -1.463645e-02
6.38 -5.105957e+01 -6.368752e+00 -1.435414e-02
6.39 -3.842994e+01 -6.412862e+00 -1.408848e-02
6.4 -4.287213e+01 -6.340235e+00 -1.376894e-02
6.41 -3.801381e+01 -6.582671e+00 -1.364300e-02
6.42 -4.097351e+01 -6.441889e+00 -1.358330e-02
6.43 -2.711215e+01 -6.566821e+00 -1.363332e-02
6.44 -4.974916e+01 -6.258650e+00 -1.328688e-02
6.45 -3.980193e+01 -6.327599e+00 -1.295986e-02
6.46 -3.290686e+01 -6.364737e+00 -1.259875e-02
6.47 -3.771555e+01 -6.288712e+00 -1.219684e-02
6.48 -5.121133e+01 -6.163936e+00 -1.189552e-02
6.49 -3.443460e+01 -6.374830e+00 -1.176335e-02
6.5 -4.214007e+01 -6.208515e+00 -1.139330e-02
6.51 -3.475325e+01 -6.253136e+00 -1.105953e-02
6.52 -2.884426e+01 -6.315517e+00 -1.077879e-02
6.53 -3.932630e+01 -6.167479e+00 -1.035600e-02
6.54 -3.728347e+01 -6.209427e+00 -1.008937e-02
6.55 -5.944868e+01 -6.063239e+00 -9.713440e-03
6.56 -4.171500e+01 -6.117445e+00 -9.367934e-03
6.57 -2.568567e+01 -6.254365e+00 -9.108192e-03
6.58 -3.106914e+01 -6.155276e+00 -8.765038e-03
6.59 -2.347321e+01 -6.232638e+00 -8.475490e-03
6.6 -3.277189e+01 -6.109896e+00 -8.138703e-03
6.61 -2.055964e+01 -6.230113e+00 -7.896643e-03
6.62 -3.665015e+01 -6.070218e+00 -7.498529e-03
6.63 -1.804326e+01 -6.212215e+00 -7.227051e-03
6.64 -2.243232e+01 -6.200876e+00 -6.899421e-03
6.65 -5.843047e+00 -6.249327e+00 -6.595233e-03
6.66 -2.452665e+01 -6.074650e+00 -6.044317e-03
6.67 -1.627211e+01 -6.136541e+00 -5.633657e-03
6.68 -1.316587e+01 -6.200724e+00 -5.392869e-03
6.69 -2.254018e+01 -6.127720e+00 -5.085989e-03
6.7 -1.807496e+01 -6.129445e+00 -4.774192e-03
6.71 -1.757434e+01 -6.082649e+00 -4.436970e-03
6.72 -1.446661e+01 -6.159583e+00 -4.131200e-03
6.73 -1.569717e+01 -6.074316e+00 -3.799493e-03
6.74 -1.662702e+01 -6.072057e+00 -3.475182e-03
6.75 -1.256800e+01 -6.107780e+00 -3.203610e-03
6.76 -1.549054e+01 -6.052870e+00 -2.891557e-03
6.77 -9.485596e+00 -6.080726e+00 -2.536400e-03
6.78 6.632586e+00 -6.129107e+00 -2.275460e-03
6.79 -1.792827e+01 -6.024832e+00 -1.963607e-03
6.8 -7.164634e+00 -6.107631e+00 -1.737944e-03
6.81 -1.338846e+01 -6.003278e+00 -1.357325e-03
6.82 -4.224476e+00 -6.091993e+00 -1.037293e-03
6.83 -4.890537e-01 -6.091639e+00 -7.746259e-04
6.84 -1.271332e+01 -5.991585e+00 -4.122942e-04
6.85 -1.206532e+01 -6.018333e+00 -1.080195e-04
6.86 -3.536120e+00 -6.023831e+00 1.749524e-04
6.87 -4.396967e+00 -6.003385e+00 5.527782e-04
6.88 -6.023497e+00 -5.989664e+00 8.868065e-04
6.89 -2.986357e+00 -6.041250e+00 1.141036e-03
6.9 -5.763268e+00 -5.999032e+00 1.426417e-03
6.91 -1.746739e+01 -5.933463e+00 1.832949e-03
6.92 -3.420493e+00 -5.971199e+00 2.158015e-03
6.93 5.219633e+00 -6.007758e+00 2.445322e-03
6.94 -2.295378e+01 -5.925448e+00 2.944334e-03
6.95 -5.853063e+00 -5.984679e+00 3.263176e-03
6.96 7.965205e+00 -6.088460e+00 3.421485e-03
6.97 8.154485e+00 -6.052430e+00 3.673460e-03
6.98 -1.750186e+01 -5.859079e+00 4.128399e-03
6.99 3.038517e+00 -5.978645e+00 4.355513e-03
7 5.021894e+00 -6.023209e+00 4.550985e-03
7.01 5.570753e+00 -5.986812e+00 4.790126e-03
7.02 1.322683e+01 -6.087040e+00 4.961707e-03
7.03 1.082833e+01 -6.025709e+00 5.113528e-03
7.04 -7.888590e-01 -5.941804e+00 5.321875e-03
7.05 9.656648e+00 -6.001441e+00 5.472207e-03
7.06 5.896079e+00 -5.983418e+00 5.650019e-03
7.07 1.106594e+01 -6.019494e+00 5.746231e-03
7.08 -1.421757e+01 -5.779934e+00 6.109845e-03
7.09 1.010315e+01 -5.934073e+00 6.364002e-03
7.1 1.600310e+01 -6.006123e+00 6.536213e-03
7.11 1.585121e+01 -6.024089e+00 6.590725e-03
7.12 -8.983926e+00 -5.849758e+00 6.758473e-03
7.13 -1.511617e+00 -5.861287e+00 7.040057e-03
7.14 2.444820e+01 -6.039521e+00 7.223526e-03
7.15 1.248396e+01 -5.942593e+00 7.419357e-03
7.16 1.154657e+01 -5.972316e+00 7.507033e-03
7.17 1.561068e+01 -6.010763e+00 7.579371e-03
7.18 9.151500e+00 -5.958218e+00 7.652161e-03
7.19 1.531453e+01 -5.992672e+00 7.730099e-03
7.2 2.369106e+01 -5.995061e+00 7.898720e-03
7.21 7.780801e+00 -5.879358e+00 8.062160e-03
7.22 1.931985e+01 -6.058537e+00 8.002768e-03
7.23 1.126923e+01 -5.914121e+00 8.091194e-03
7.24 1.942236e+01 -6.000644e+00 8.146704e-03
7.25 4.125672e+01 -6.227878e+00 8.018845e-03
7.26 9.289995e+00 -5.918872e+00 8.100339e-03
7.27 2.183074e+01 -6.033182e+00 8.116451e-03
7.28 6.769384e+00 -5.827107e+00 8.344145e-03
7.29 -1.153654e+01 -5.675795e+00 8.587698e-03
7.3 2.064724e+01 -6.028577e+00 8.512127e-03
7.31 9.745565e+00 -5.888070e+00 8.597267e-03
7.32 1.384739e+01 -5.948038e+00 8.600629e-03
7.33 2.695927e+01 -6.084345e+00 8.530337e-03
7.34 1.118627e+01 -5.923562e+00 8.617140e-03
7.35 2.056945e+01 -6.008021e+00 8.607706e-03
7.36 4.294110e+01 -6.250611e+00 8.443687e-03
7.37 1.291555e+01 -5.953721e+00 8.407977e-03
7.38 1.729409e+01 -6.023394e+00 8.287777e-03
7.39 9.039802e+00 -5.904231e+00 8.313009e-03
7.4 2.592302e+01 -6.119027e+00 8.110955e-03
7.41 1.289893e+01 -5.996621e+00 7.994180e-03
7.42 1.811572e+01 -5.607691e+00 7.997484e-03
7.43 1.375750e+01 -5.798572e+00 7.907423e-03
7.44 2.530884e+01 -5.988726e+00 7.720320e-03
7.45 -8.855738e-01 -5.768519e+00 7.679055e-03
7.46 1.362096e+01 -5.941809e+00 7.488104e-03
7.47 1.198967e+01 -5.941394e+00 7.404910e-03
7.48 1.668924e+01 -5.963698e+00 7.310873e-03
7.49 1.065426e+01 -5.972864e+00 7.170784e-03
7.5 1.555119e+01 -5.994286e+00 7.011609e-03
7.51 2.644912e+01 -6.137996e+00 6.788376e-03
7.52 2.875913e+01 -6.138431e+00 6.554298e-03
7.53 8.140146e+00 -5.988247e+00 6.356438e-03
7.54 5.690127e+00 -5.950686e+00 6.259944e-03
7.55 1.046477e+01 -5.963346e+00 6.226849e-03
7.56 6.175832e+00 -5.914759e+00 6.163815e-03
7.57 3.217528e+01 -6.262626e+00 5.802815e-03
7.58 -7.917976e-01 -5.898513e+00 5.706547e-03
7.59 1.261974e+01 -6.073684e+00 5.491570e-03
7.6 2.941671e+00 -5.940450e+00 5.386643e-03
7.61 1.385264e+01 -6.067406e+00 5.214031e-03
7.62 6.785477e+00 -5.982794e+00 5.101635e-03
7.63 5.523078e+00 -5.993382e+00 4.931219e-03
7.64 1.052488e+01 -6.328351e+00 4.616651e-03
7.65 -8.338759e+00 -6.027956e+00 4.509159e-03
7.66 7.025679e+00 -6.164995e+00 4.242860e-03
7.67 2.785710e+00 -6.076833e+00 4.062550e-03
7.68 5.704115e+00 -6.094195e+00 3.865758e-03
7.69 -1.119205e+01 -5.957982e+00 3.686145e-03
7.7 5.089276e+00 -6.079671e+00 3.394043e-03
7.71 8.907591e+00 -6.104481e+00 3.211558e-03
7.72 6.326913e+00 -6.082879e+00 3.027296e-03
7.73 -1.564181e+01 -5.994550e+00 2.888751e-03
7.74 5.229895e+00 -5.818829e+00 2.721275e-03
7.75 -6.975521e+00 -5.869480e+00 2.611177e-03
7.76 3.284988e+00 -6.060488e+00 2.298132e-03
7.77 -3.284273e+00 -5.986479e+00 2.080222e-03
7.78 -6.537687e+00 -5.987243e+00 1.849670e-03
7.79 6.893947e-01 -6.104896e+00 1.498031e-03
7.8 -2.781385e+01 -5.796765e+00 1.509427e-03
7.81 -1.742508e+00 -6.008489e+00 1.385453e-03
7.82 -9.336512e+00 -5.956142e+00 1.284501e-03
7.83 3.063359e+00 -6.109143e+00 1.014327e-03
7.84 -2.534427e+00 -6.055212e+00 8.538045e-04
7.85 -8.961262e+00 -5.984016e+00 7.978182e-04
7.86 -1.882985e+01 -6.015605e+00 6.673109e-04
7.87 -6.537146e-01 -6.113422e+00 3.706346e-04
7.88 -1.079946e+01 -6.004162e+00 1.978019e-04
7.89 -8.729845e+00 -6.038602e+00 -3.076115e-05
7.9 -7.126886e+00 -6.082324e+00 -2.539246e-04
7.91 -9.264129e-01 -6.091053e+00 -4.725450e-04
7.92 -3.485435e+01 -5.833425e+00 -4.442680e-04
7.93 -4.082745e+00 -6.084549e+00 -6.747985e-04
7.94 -1.064189e+01 -6.024649e+00 -8.418079e-04
7.95 -9.584443e+00 -6.065969e+00 -1.081297e-03
7.96 -7.588745e+00 -6.295253e+00 -1.398134e-03
7.97 -7.127842e+00 -6.176740e+00 -1.585674e-03
7.98 -8.366223e+00 -6.123724e+00 -1.755455e-03
7.99 -1.381554e+01 -6.087830e+00 -1.945657e-03
8 -7.483255e+00 -6.145196e+00 -2.181443e-03
8.01 -7.319205e+00 -6.140270e+00 -2.375439e-03
8.02 -5.375228e+00 -6.142346e+00 -2.550641e-03
8.03 -1.927097e+01 -6.004533e+00 -2.625363e-03
8.04 -7.785543e+00 -6.142316e+00 -2.850788e-03
8.05 -1.329644e+01 -6.101484e+00 -3.028190e-03
8.06 -2.144768e+01 -6.020191e+00 -3.154274e-03
8.07 -1.359863e+01 -6.112711e+00 -3.352799e-03
8.08 -1.987291e+01 -6.117358e+00 -3.481260e-03
8.09 -1.255538e+01 -6.161558e+00 -3.676223e-03
8.1 -4.571795e+01 -5.844691e+00 -3.581101e-03
8.11 -4.523503e+00 -6.174596e+00 -3.771709e-03
8.12 -1.837804e+01 -6.044962e+00 -3.878855e-03
8.13 -1.615351e+01 -6.126963e+00 -4.067002e-03
8.14 -2.185877e+01 -6.061647e+00 -4.203505e-03
8.15 -1.368915e+01 -6.133309e+00 -4.356154e-03
8.16 1.206848e+01 -6.288322e+00 -4.691902e-03
8.17 -2.477069e+01 -6.043837e+00 -4.783968e-03
8.18 -1.411866e+01 -6.152250e+00 -4.984860e-03
8.19 -2.600776e+01 -6.045656e+00 -5.092974e-03
8.2 -1.391703e+01 -6.178531e+00 -5.329808e-03
8.21 -2.504720e+01 -6.038838e+00 -5.391261e-03
8.22 -1.993069e+01 -6.058586e+00 -5.432616e-03
8.23 -3.492839e+01 -5.963264e+00 -5.473037e-03
8.24 -1.172554e+01 -6.177026e+00 -5.699655e-03
8.25 -2.241692e+01 -6.031982e+00 -5.681949e-03
8.26 -1.665645e+01 -6.135186e+00 -5.734885e-03
8.27 -2.637926e+01 -6.062677e+00 -5.807038e-03
8.28 -2.594302e+01 -6.037103e+00 -5.818011e-03
8.29 -2.124583e+01 -6.087372e+00 -5.812715e-03
8.3 -1.552208e+01 -6.115170e+00 -5.830014e-03
8.31 -2.456246e+01 -6.037824e+00 -5.797062e-03
8.32 -2.043147e+01 -6.091501e+00 -5.815730e-03
8.33 -2.455747e+01 -6.049617e+00 -5.795371e-03
8.34 -1.649968e+01 -6.121864e+00 -5.836398e-03
8.35 -1.746287e+01 -6.179006e+00 -5.847173e-03
8.36 -3.750637e+01 -5.955398e+00 -5.742659e-03
8.37 -1.636495e+01 -6.145376e+00 -5.862668e-03
8.38 -2.937457e+01 -5.975006e+00 -5.772285e-03
8.39 -1.648400e+01 -6.082907e+00 -5.724698e-03
8.4 -2.661348e+01 -5.988065e+00 -5.644843e-03
8.41 -1.486508e+01 -6.118800e+00 -5.663262e-03
8.42 -2.208154e+01 -6.061770e+00 -5.605066e-03
8.43 -2.573755e+01 -6.005477e+00 -5.531296e-03
8.44 -1.593247e+01 -6.133919e+00 -5.589882e-03
8.45 -2.598982e+01 -6.018172e+00 -5.493293e-03
8.46 -1.895063e+01 -6.094106e+00 -5.465837e-03
8.47 -2.519014e+01 -6.016461e+00 -5.359275e-03
8.48 -1.352018e+01 -6.104002e+00 -5.304862e-03
8.49 -1.730058e+01 -6.064939e+00 -5.230279e-03
8.5 -1.712802e+01 -6.051352e+00 -5.106224e-03
8.51 -1.495212e+01 -6.049490e+00 -4.961232e-03
8.52 -2.129143e+01 -6.002483e+00 -4.839633e-03
8.53 -1.344060e+01 -6.104742e+00 -4.790597e-03
8.54 -2.290977e+01 -5.962932e+00 -4.579869e-03
8.55 -1.956260e+01 -6.013517e+00 -4.438895e-03
8.56 -1.038943e+01 -6.081127e+00 -4.366695e-03
8.57 -2.308398e+01 -5.977955e+00 -4.205426e-03
8.58 -1.340702e+01 -6.044453e+00 -4.103340e-03
8.59 -1.935693e+01 -5.990237e+00 -3.952269e-03
8.6 -4.298322e+00 -6.089058e+00 -3.901073e-03
8.61 -2.235371e+01 -5.996093e+00 -3.729625e-03
8.62 -1.395956e+01 -6.082423e+00 -3.624807e-03
8.63 -1.481513e+01 -6.015145e+00 -3.439479e-03
8.64 -3.330619e+01 -5.879168e+00 -3.190982e-03
8.65 -5.696065e+00 -6.109314e+00 -3.176172e-03
8.66 -2.418259e+01 -5.900509e+00 -2.852526e-03
8.67 -8.347549e+00 -6.065886e+00 -2.682927e-03
8.68 -8.331694e+00 -6.101026e+00 -2.520600e-03
8.69 1.596076e+01 -6.180215e+00 -2.465602e-03
8.7 -1.456784e+01 -6.006314e+00 -2.276119e-03
8.71 -5.261503e+00 -6.095838e+00 -2.214849e-03
8.72 -1.177970e+01 -6.075527e+00 -1.931556e-03
8.73 -1.262371e+01 -6.036085e+00 -1.706873e-03
8.74 2.021246e+01 -6.212876e+00 -1.799672e-03
8.75 -1.477644e+01 -5.987742e+00 -1.592411e-03
8.76 1.324654e+01 -6.146712e+00 -1.621662e-03
8.77 -1.247028e+01 -5.990146e+00 -1.433433e-03
8.78 -2.531836e+00 -6.069905e+00 -1.281768e-03
8.79 -9.365046e+00 -5.987823e+00 -1.088485e-03
8.8 -3.687266e+00 -6.057471e+00 -9.693969e-04
8.81 -7.141048e+00 -6.021343e+00 -7.656379e-04
8.82 -1.473960e+01 -5.907167e+00 -4.603152e-04
8.83 -1.402162e+00 -6.029052e+00 -2.858970e-04
8.84 -1.327193e+01 -5.930873e+00 -2.649287e-05
8.85 -1.661985e+00 -6.065526e+00 1.188618e-04
8.86 -9.868880e+00 -6.005143e+00 3.348243e-04
8.87 -3.760407e+00 -6.022154e+00 5.340364e-04
8.88 -9.766854e+00 -5.965531e+00 7.908407e-04
8.89 -3.806979e+00 -5.967927e+00 1.023745e-03
8.9 3.396233e-02 -6.030273e+00 1.230093e-03
8.91 -8.979280e+00 -5.974209e+00 1.475259e-03
8.92 4.431407e+00 -6.084390e+00 1.577754e-03
8.93 -8.124238e+00 -5.965388e+00 1.800984e-03
8.94 7.207203e+00 -6.095787e+00 1.925816e-03
8.95 3.248427e+00 -6.047488e+00 2.093932e-03
8.96 -2.515408e+00 -5.997699e+00 2.288632e-03
8.97 9.399643e-01 -6.054817e+00 2.394926e-03
8.98 2.710198e+00 -5.974047e+00 2.542617e-03
8.99 -3.759123e+00 -5.948799e+00 2.823767e-03
9 8.064511e+00 -6.014866e+00 3.056220e-03
9.01 -4.399351e+00 -5.905613e+00 3.370508e-03
9.02 5.440577e+00 -6.027263e+00 3.487055e-03
9.03 -4.456444e-01 -6.001058e+00 3.604739e-03
9.04 1.134459e+01 -6.066498e+00 3.697756e-03
9.05 9.779715e+00 -6.060731e+00 3.837066e-03
