*************************Generated by extractForces.sh*************************
*      Wed Apr  2 09:07:45 MDT 2025 - Case: surge/T18.75/
* Note: Data was extracted from log.overInterDyMFoam using extractForces.sh
*       Can be visualized with plotForces.py
*******************************************************************************
Time X(x3) Force(x3) Moment(x3)
0.01              -52904.2 10.4346 -30078.5              -2.71342 -175378 -61.8388
0.02              -1947.51 -7.71098 5445.34              1.55894 33068.7 41.4526
0.03              -1075.24 -2.13374 5457.85              0.559844 32976.2 10.7665
0.04              -971.297 -1.98393 5478.48              0.499109 33071.3 10.5481
0.05              -969.983 -0.699269 5470.73              0.394056 33003.1 3.58083
0.06              -1015.76 -2.84215 5428.25              0.322417 32732.7 16.2879
0.07              -1041.73 1.2512 5429.95              0.000891129 32722 -7.46662
0.08              -1095.67 2.5312 5410.7              0.668746 32584 -14.198
0.09              -1155.7 -0.558085 5369.53              -0.0153402 32322.8 2.41558
0.1              -1223.08 -0.436794 5317.56              0.18421 32001.9 2.23093
0.11              -1261.68 2.87134 5297.43              0.00737665 31864.6 -17.2252
0.12              -1286.29 -0.446547 5301.39              0.37597 31872.4 2.48557
0.13              -1334.9 -0.296591 5266.96              0.320764 31652.2 1.68881
0.14              -1380.89 -0.291648 5234.35              0.265661 31443.7 1.7409
0.15              -1414.45 0.0575689 5215.83              0.289161 31318.4 -0.334128
0.16              -1448.92 0.664131 5194.25              0.266532 31174.5 -3.73023
0.17              -1479.35 0.115786 5174.45              0.295988 31041.5 -0.63514
0.18              -1518.71 -1.6172 5148.16              0.467369 30871.2 8.84373
0.19              -1584.46 -3.32585 5082.69              0.318623 30472.3 18.257
0.2              -1547.51 1.26386 5124.1              0.163221 30695 -6.83904
0.21              -1584.46 0.905489 5095.93              0.207607 30515.8 -4.89171
0.22              -1602.68 -0.47785 5079.68              0.388955 30403.4 2.52673
0.23              -1652.89 4.2048 5038.94              -0.0355936 30149.8 -22.4705
0.24              -1648.35 -0.342971 5032.94              0.379272 30098.1 1.80208
0.25              -1670.37 0.512346 5013.85              0.362377 29970.8 -2.76677
0.26              -1720.4 -6.10933 4941.77              0.674609 29531.1 35.2788
0.27              -1691.32 0.74482 4979.03              0.014964 29739.9 -4.05757
0.28              -1703.38 5.28214 4988.13              1.37351 29762.4 -28.1709
0.29              -1718.7 -3.05907 4962.67              -0.638708 29599.7 16.0882
0.3              -1715.68 -1.07367 4941.16              0.171178 29467.1 6.15669
0.31              -1725.55 -1.42784 4919.43              -0.366167 29323.2 7.98272
0.32              -1725.53 3.96591 4896.38              -0.299298 29173.3 -23.1296
0.33              -1710.16 -0.783173 4906.19              0.305847 29217.2 4.71549
0.34              -1711.43 -0.903051 4885.44              0.251357 29080.8 5.56457
0.35              -1708.14 -0.911982 4869.46              0.225644 28972.1 5.69988
0.36              -1730.09 -0.326515 4816.48              0.189762 28653 2.23828
0.37              -1704.35 0.420753 4826.88              0.204228 28695.4 -1.93251
0.38              -1683.45 -0.34675 4827.59              0.242515 28683.1 2.37033
0.39              -1696.15 -2.62679 4788.98              0.430077 28444.8 14.785
0.4              -1715.19 -4.95795 4743.85              0.412499 28170.3 27.1173
0.41              -1629.72 0.459458 4796.25              0.128552 28457.1 -1.91214
0.42              -1610.71 0.729582 4803.21              0.129268 28475.2 -3.52385
0.43              -1597.83 -0.878016 4778.81              0.349363 28322.5 5.23425
0.44              -1571.51 -0.29422 4779.29              0.180539 28309.7 2.1264
0.45              -1587.01 5.94981 4739.56              -0.258966 28066.8 -30.8964
0.46              -1523.19 -0.641352 4759.82              0.280227 28170.5 3.83697
0.47              -1502.3 0.786793 4752.62              0.492406 28112.8 -3.90762
0.48              -1471.65 -2.4103 4740.95              -0.0216387 28029.2 14.9243
0.49              -1424.37 1.35307 4750.59              -0.144527 28083.4 -7.39069
0.5              -1411.63 13.1496 4780.51              2.80298 28213.6 -69.5918
0.51              -1394.95 2.85998 4719.69              0.413283 27871.7 -15.334
0.52              -1350.59 -8.02521 4757.71              -2.06129 28063.6 42.1161
0.53              -1311.1 -2.5826 4740.56              -0.276685 27962.3 14.4385
0.54              -1275.07 -3.12572 4741.68              -1.2539 27953.8 16.754
0.55              -1242.79 4.96729 4723.95              -0.784415 27839.7 -28.9482
0.56              -1193.17 -0.748831 4747.42              0.104013 27967.2 4.3678
0.57              -1155.06 -0.756719 4750.57              0.156233 27972.8 4.58244
0.58              -1120.79 -0.863564 4746.94              0.142909 27941.3 5.32709
0.59              -1079.69 -0.757546 4752.41              0.161579 27960.4 4.733
0.6              -1052.92 -0.342964 4736.31              0.177298 27860.4 2.3045
0.61              -1005.86 0.559365 4751.71              0.17035 27936 -2.75348
0.62              -958.136 -0.201549 4765.62              0.191513 28005.3 1.48444
0.63              -913.077 -0.210355 4776.92              0.194191 28059.1 1.53172
0.64              -875.69 -2.62395 4788.08              0.39459 28110.3 14.6044
0.65              -877.688 -7.03634 4749.16              0.285004 27882.9 38.6192
0.66              -787.131 -0.334709 4796.61              0.0842726 28146 2.54601
0.67              -724.826 0.0631521 4842.73              0.113611 28391.6 -0.00185393
0.68              -669.183 -0.156944 4870.89              0.129787 28543.9 1.29808
0.69              -610.258 -0.362391 4898.28              0.175656 28692 2.32717
0.7              -553.224 -0.222725 4931.56              0.163848 28871.4 1.69637
0.71              -500.43 -0.0973556 4959.19              0.12241 29019.1 0.905762
0.72              -502.933 7.73428 4931.5              -0.191046 28856.3 -40.8924
0.73              -418.64 -0.0920389 4968.78              0.169476 29064.6 0.661147
0.74              -373.135 0.362778 4984.92              0.59779 29150 -1.69207
0.75              -336.687 0.731623 4983.98              0.183792 29143.3 -3.75106
0.76              -326.457 -5.28112 4933.22              0.481989 28848.9 30.3883
0.77              -257.915 -0.646005 4950              0.0303523 28963.9 3.85039
0.78              -181.784 0.250075 5040.99              -0.0422137 29459.5 -1.27622
0.79              -117.166 0.851903 5097.1              -0.0288396 29765.8 -4.60413
0.8              -69.9498 17.7412 5194.31              4.46906 30277.2 -92.3581
0.81              -50.707 3.09905 5105.61              0.63939 29807.1 -16.2925
0.82              20.7609 -15.7579 5225.94              -3.4965 30454.6 82.3092
0.83              78.8131 -2.34432 5220.09              -0.531979 30437.5 12.2451
0.84              123.847 -1.50072 5246              -0.200476 30578.1 8.25468
0.85              155.23 -4.32781 5250.07              -1.49304 30596.6 22.8518
0.86              204.468 -1.443 5286.37              -0.38386 30798.1 7.74319
0.87              229.737 5.78971 5275.59              -0.757241 30731.8 -33.4816
0.88              286.164 -0.789097 5327.12              0.128551 31024 4.41312
0.89              329.482 -0.943524 5359.36              0.155255 31201.4 5.3741
0.9              367.083 -0.93277 5384.22              0.187792 31337.5 5.39664
0.91              402.831 -0.8859 5403.69              0.194864 31444.2 5.14821
0.92              436.1 -0.825752 5420.52              0.184721 31536.9 4.82092
0.93              467.78 -1.14362 5435.17              0.139197 31618.1 6.72085
0.94              500.394 -1.03861 5456.22              0.146056 31733.7 6.12004
0.95              530.293 -0.650218 5471.56              0.172373 31819.3 3.84753
0.96              561.315 -0.562417 5491.09              0.174742 31926.9 3.34128
0.97              593.905 -0.508725 5511.45              0.173997 32038.1 3.04195
0.98              620.038 -0.446869 5527.53              0.1655 32127.4 2.70071
0.99              648.747 -0.413802 5545.8              0.166729 32228.2 2.51363
1              678.919 -0.353447 5568.8              0.165632 32354.1 2.17957
1.01              697.084 0.489241 5581.1              0.155019 32424.5 -2.54674
1.02              725.979 -0.237554 5597.92              0.153967 32518 1.54825
1.03              748.204 -0.262587 5616.27              0.157686 32621.6 1.7032
1.04              775.83 -0.32363 5630.87              0.154342 32701.5 2.07724
1.05              799.015 -0.296369 5648.99              0.166721 32803 1.90915
1.06              817.736 -0.322948 5665.74              0.161612 32899.2 2.08382
1.07              841.824 -0.307011 5680.46              0.16983 32981.4 2.00473
1.08              853.741 -0.272206 5662.37              0.15266 32891.8 1.83826
1.09              880.67 -0.352416 5713.14              0.160757 33169.7 2.30713
1.1              900.953 -0.339168 5734.51              0.157612 33289.6 2.25706
1.11              909.199 -1.87487 5746.2              0.251711 33355.1 10.599
1.12              937.458 -0.495591 5773.6              0.127474 33511 3.2304
1.13              963.351 -0.385336 5793.29              0.132478 33620.5 2.631
1.14              976.967 -0.339592 5818.21              0.118312 33764.5 2.42445
1.15              1000.37 -0.275366 5840.28              0.105689 33888 2.08368
1.16              1013 -0.221959 5860.39              0.10371 34007 1.81323
1.17              1030.07 -0.272353 5901.54              0.116058 34237.3 2.12968
1.18              1047.8 -0.257055 5926.35              0.100231 34378.6 2.07005
1.19              1067.25 -0.261079 5950.76              0.0995088 34517.8 2.12536
1.2              1081.97 -0.295491 5976.13              0.0931756 34664.6 2.3732
1.21              1104.37 -0.342372 6004.12              0.0890147 34822 2.68478
1.22              1113.09 -0.396123 6046.86              0.0927935 35067.3 3.0339
1.23              1132.51 -0.427017 6075.47              0.0893992 35232.1 3.21868
1.24              1148.93 -0.3955 6101.57              0.0765874 35385.8 3.08491
1.25              1167.38 -0.332717 6124.77              0.0627787 35523.6 2.7723
1.26              1185.48 -0.264834 6147.78              0.0421456 35659.9 2.43242
1.27              1202.26 -0.194295 6153.09              0.0282749 35702.2 2.09402
1.28              1217.99 -0.179758 6189.96              0.0366488 35916 2.04026
1.29              1235.86 -0.151107 6220.49              0.0318499 36094.8 1.89997
1.3              1257.76 -0.131207 6248.77              0.0279207 36259.9 1.81225
1.31              1283.5 -0.114763 6274.49              0.0269583 36409.7 1.73975
1.32              1292.53 0.166421 6313.69              0.0701426 36643.5 0.0460957
1.33              1313.75 -0.0901159 6346.53              0.0330164 36834.5 1.59537
1.34              1330.83 -0.0860607 6380.88              0.0244441 37038.3 1.59074
1.35              1350.32 -0.021624 6401.24              0.000565666 37165.7 1.23302
1.36              1380.08 -0.0746422 6451.41              0.02071 37452.1 1.52621
1.37              1402.76 -0.103778 6498.19              0.0207941 37724.4 1.68577
1.38              1428.51 -0.10486 6539.97              0.022878 37968.6 1.6621
1.39              1450.37 0.0427217 6583.97              0.0478129 38227.7 0.779113
1.4              1481.12 -0.151481 6628.01              0.0401608 38483.7 1.91206
1.41              1502.36 -0.173807 6671.61              0.0351582 38743.6 2.02884
1.42              1538.19 -0.790153 6706.95              -0.00770793 38952.6 5.54724
