*************************Generated by extractForces.sh*************************
*      Thu Apr  3 12:59:26 MDT 2025 - Case: surge/T13.75/
* Note: Data was extracted from log.overInterDyMFoam using extractForces.sh
*       Can be visualized with plotForces.py
*******************************************************************************
Time X(x3) Force(x3) Moment(x3)
0.01              -72324.7 7.71676 -43218.2              -2.38129 -252333 -53.7128
0.02              -2840.72 -7.98685 5164.97              1.59022 31526.2 44.2118
0.03              -1526.02 -2.34329 5332.67              0.680899 32299 12.8187
0.04              -1367.78 -3.17449 5380.76              0.353348 32547 18.1794
0.05              -1356.65 0.363436 5377.14              0.20939 32498.3 -2.60199
0.06              -1395.36 2.00612 5365.71              0.841848 32395.1 -11.4065
0.07              -1443.03 -1.79615 5344.14              0.276031 32240.5 9.48995
0.08              -1499.44 2.81404 5297.42              0.137314 31937 -17.268
0.09              -1524.66 -0.69319 5312.22              0.553972 32001.3 3.74664
0.1              -1616.45 -0.396251 5228.05              0.3812 31479.1 2.13527
0.11              -1657.58 -0.0376942 5205.79              0.385648 31321.8 0.0230606
0.12              -1698.4 0.693393 5187.64              0.35447 31190.8 -4.07141
0.13              -1724.68 0.0451066 5174.39              0.392478 31087.3 -0.39713
0.14              -1826.05 -5.91014 5086.91              0.669334 30552.6 32.2181
0.15              -1757.13 1.38023 5160.17              0.199577 30954.1 -7.37596
0.16              -1791.62 -0.654288 5124.93              0.484634 30722.4 3.36386
0.17              -1841.82 4.55562 5093.99              0.0384284 30518.6 -24.4325
0.18              -1845.76 -0.331999 5086.14              0.575747 30450.5 1.70491
0.19              -1930.53 -5.99064 4972.6              0.646599 29760 34.6597
0.2              -1909.41 0.89813 5006.64              -0.0105018 29946.1 -5.05777
0.21              -1915.87 3.41997 5024.94              1.0805 30018.8 -18.4024
0.22              -1929.04 -2.93144 5005.83              -0.191761 29887.3 15.8481
0.23              -1937.32 3.02124 4986.76              -0.40502 29758.1 -18.0159
0.24              -1919.85 -1.1417 4993.45              0.338812 29776.5 6.61729
0.25              -1912.16 -1.21216 4990.79              0.326547 29738.3 7.19448
0.26              -1922.31 -1.16685 4968.87              0.275136 29591 7.08096
0.27              -1924.72 0.0938901 4939.32              0.255284 29397.1 -0.180426
0.28              -1918.15 -0.549969 4932.55              0.274911 29338.1 3.44042
0.29              -1917.13 -3.35842 4917.91              0.5603 29231.2 18.8429
0.3              -1944.81 -5.8266 4859.67              0.459071 28873.3 32.0366
0.31              -1860.69 0.562474 4910.6              0.0517302 29142 -2.32883
0.32              -1858.74 -1.54909 4875.96              0.371112 28921.3 9.0189
0.33              -1879.44 6.22829 4834.37              -0.27164 28662.2 -32.4448
0.34              -1825.38 -0.451999 4839.5              0.523117 28672.3 2.87341
0.35              -1796.24 -0.574524 4831.83              -0.398412 28607.2 4.77961
0.36              -1765.7 0.698425 4823.13              -0.0716735 28548.8 -3.6595
0.37              -1746.94 9.09824 4840.31              1.72571 28608.8 -48.2092
0.38              -1742.17 -4.06201 4784.83              -1.1624 28275.7 21.2452
0.39              -1699.04 -3.32449 4782.52              -0.679631 28250.9 18.53
0.4              -1633.35 4.79646 4797.58              -0.680088 28315.7 -27.7453
0.41              -1581.45 -1.10299 4811.66              0.18031 28382.7 6.63016
0.42              -1533.21 -1.10182 4814.41              0.198162 28378.7 6.74319
0.43              -1493.41 -1.34485 4802.08              0.146703 28289.7 8.31085
0.44              -1506.23 -0.514765 4714.28              0.137698 27774.8 3.43563
0.45              -1429.7 0.370788 4753.81              0.153809 27981.3 -1.47405
0.46              -1363.05 -0.480508 4773.58              0.192155 28075.6 3.26827
0.47              -1334.78 -3.16732 4750.94              0.419835 27929 17.8146
0.48              -1324.37 -6.99083 4706.71              0.355179 27661.4 38.4296
0.49              -1194.48 -0.19234 4781.17              0.0610626 28064.8 1.99779
0.5              -1130.47 -0.329586 4800.49              0.125026 28158.3 2.70257
0.51              -1061.93 -0.39921 4812.38              0.121858 28211.2 3.08453
0.52              -998.295 0.0264049 4826              0.118179 28271.7 0.736566
0.53              -969.97 7.31973 4810.87              -0.329265 28171.1 -37.5697
0.54              -864.087 0.244796 4845.29              0.671433 28352.8 -0.623767
0.55              -789.401 0.590308 4870.83              0.227093 28485.2 -2.33804
0.56              -742.116 -6.51569 4849.54              0.653883 28343.2 37.9254
0.57              -635.013 0.071095 4893.31              -0.0388185 28599.2 0.402823
0.58              -569.955 0.924919 4925.23              -0.050358 28760.1 -4.33912
0.59              -502.948 14.293 4996.32              3.69924 29124.9 -73.7418
0.6              -484.415 -10.4483 4932.43              -2.42533 28765.2 55.044
0.61              -381.516 -0.868083 4947.78              -0.265386 28861.8 5.06665
0.62              -329.58 -3.83712 4940.19              -1.48823 28808.8 21.1652
0.63              -230.603 -1.08245 4993.2              -0.345632 29101.3 6.45138
0.64              -167.526 6.05399 4988.04              -0.721205 29062 -34.2183
0.65              -73.3508 -0.612431 5040.51              0.163013 29357 4.10708
0.66              8.91543 -0.808787 5071.55              0.18651 29526.2 5.32414
0.67              89.5808 -0.801354 5101.78              0.213526 29690.5 5.34389
0.68              170.346 -0.723151 5131.83              0.218484 29854.9 4.92824
0.69              266.386 -1.34121 5188.67              0.154418 30165.6 8.61053
0.7              340.462 -0.632199 5208.63              0.218231 30275.1 4.44184
0.71              417.571 -0.491002 5231.25              0.222145 30400.8 3.63525
0.72              485.667 -0.358379 5234.81              0.21699 30423.2 2.86577
0.73              582.669 -0.29323 5290.9              0.224929 30733.5 2.52346
0.74              680.788 0.571354 5353.7              0.208327 31078.1 -2.27424
0.75              777.385 -0.22425 5412.76              0.224649 31404.2 2.15113
0.76              863.173 -0.262167 5457.73              0.228732 31653.7 2.35953
0.77              947.843 -0.289746 5493.13              0.227709 31849.1 2.50685
0.78              1024.43 -0.268597 5530.3              0.237245 32059.1 2.39165
0.79              1101.56 -0.254353 5562.9              0.260947 32243 2.30814
0.8              1181.61 -0.22156 5599.13              0.271633 32446.2 2.11737
0.81              1257.94 -0.191447 5630.34              0.285131 32622.8 1.957
0.82              1320.25 -2.132 5652.42              0.439887 32746 12.3689
0.83              1413.69 -0.274501 5698.38              0.279054 33004.3 2.41031
0.84              1490.22 -0.199008 5734.4              0.304484 33207.9 1.98332
0.85              1565.15 -0.0658615 5767.64              0.312593 33396.9 1.2027
0.86              1642.32 -0.0642046 5813.69              0.327329 33655 1.20814
0.87              1712.51 -0.0325212 5852.53              0.335547 33876.1 1.01413
0.88              1783.05 0.0474307 5891.59              0.36272 34096.9 0.516502
0.89              1856.72 0.048074 5931.24              0.371402 34318.3 0.498367
0.9              1917.29 -0.00721369 5972.34              0.370252 34553.5 0.81068
0.91              1982.01 -0.0275066 6007.08              0.373229 34751.2 0.917102
0.92              2048 -0.0175996 6033.12              0.369291 34902 0.849499
0.93              2104.74 0.0818336 6042.94              0.372222 34967.2 0.239481
0.94              2169.66 0.00590573 6082.35              0.402996 35192.3 0.613992
0.95              2236.59 0.0224109 6114.64              0.414471 35376.9 0.504089
0.96              2298.8 0.0237275 6148.53              0.428509 35573.5 0.478858
0.97              2368.59 0.591853 6181.17              0.416559 35760.6 -2.63237
0.98              2417.52 0.324625 6207.63              0.409132 35917 -1.08477
0.99              2464.03 0.447413 6204.46              0.379365 35912.3 -1.75112
1              2516.78 0.400828 6252.18              0.42715 36181.2 -1.49509
1.01              2563.34 0.397543 6283.47              0.438696 36361.3 -1.45202
1.02              2609.38 0.624042 6313.6              0.473565 36533.8 -2.77658
1.03              2651.31 0.518141 6343.17              0.461646 36704.5 -2.11547
1.04              2692.7 -0.178153 6372.52              0.430347 36874.9 1.89264
1.05              2727.64 0.436819 6397.34              0.453266 37019.2 -1.60329
1.06              2771.67 0.544461 6423.92              0.471579 37172.5 -2.20794
1.07              2801.84 0.534392 6462.84              0.493939 37399.4 -2.15559
1.08              2831.37 0.624265 6490.99              0.499932 37565.1 -2.63536
1.09              2862.74 1.33262 6513.79              0.573092 37701 -6.77843
1.1              2887.96 1.54854 6535.58              0.589022 37832.4 -8.03196
1.11              2910.82 0.95016 6559.8              0.504605 37979.6 -4.41929
1.12              2932.51 0.973513 6573.67              0.491076 38068.1 -4.51463
1.13              2948.73 0.871693 6593.39              0.484633 38192.6 -3.86755
1.14              2974.72 1.0251 6623.47              0.490604 38370.6 -4.7522
1.15              3004.68 -4.63046 6668.42              0.867657 38640.9 28.302
1.16              3024.8 4.91871 6695.78              2.1276 38805.4 -24.6426
1.17              3031.07 1.67508 6697.39              0.689605 38825 -8.22825
1.18              3040.61 36.6737 6613.44              8.51856 38413.6 -190.454
1.19              3070.5 3.63281 6771.8              0.792953 39274.1 -18.2451
1.2              3080.82 -38.0623 6649.74              -9.07783 38659 199.778
1.21              3087.82 -4.04661 6806.6              -0.354048 39501.8 22.3729
1.22              3089.77 1.51905 6863.03              0.347923 39830.7 -8.04002
1.23              3130.01 4.24018 6911.5              0.55988 40135 -23.3858
1.24              3110.87 1.41621 6904.91              0.220726 40110.3 -6.92357
1.25              3110.99 2.0668 6909.88              0.385052 40147.3 -10.4359
1.26              3189.18 -7.28216 7023.87              0.995815 40821.4 41.2002
1.27              3153.91 -1.87915 7018.17              0.306454 40812.4 11.456
1.28              3137.83 0.125683 7004.18              0.399837 40758.2 0.128951
1.29              3149.08 1.07438 7058.69              0.531429 41099.3 -4.75865
1.3              3226.23 11.0964 7144.95              0.416029 41615.7 -58.86
1.31              3181.91 6.23172 7149.19              0.262787 41671.3 -33.133
1.32              3182.96 2.76197 7194.1              0.476234 41951.2 -14.2256
1.33              3185.8 0.561145 7231.84              0.455829 42196.8 -1.90677
1.34              3193.85 1.4556 7273.68              0.378887 42466.2 -6.85036
1.35              3191.11 2.17124 7307.08              0.393181 42690.2 -11.1381
1.36              3188.94 2.20688 7333.2              0.305356 42870.8 -11.3738
1.37              3194.79 1.5787 7387.78              0.208506 43220.8 -7.62459
1.38              3235.42 -3.77518 7459.62              0.426106 43662.6 23.5462
1.39              3230.79 5.038 7482.48              0.961756 43832.3 -26.47
1.4              3261.87 22.2128 7496.38              5.0368 43973.7 -116.668
1.41              3263.77 -17.3786 7518.4              -4.53405 44145.8 92.757
1.42              3270.08 -1.43977 7634.47              -0.770131 44812.7 8.32174
