*************************Generated by extractTensions.sh************************
*      Wed Jan  8 20:35:53 MST 2025. Case: 3D_RM6_4CPH_mid
* Note: Data was extracted from log.overInterDyMFoam using extractTensions.sh
*       Can be visualized with plotTensions.py
********************************************************************************
Time Line1_fx Line1_fy Line1_fz	Line2_fx Line2_fy Line2_fz	Line3_fx Line3_fy Line3_fz
0.01		-15.3041 	 -8.5265 	 -1.11708	-15.3041 	 8.5265 	 -1.11708	6.08463 	 -0 	 -1.78074
0.02		-15.3038 	 -8.52632 	 -1.11706	-15.3038 	 8.52632 	 -1.11706	6.08465 	 -0 	 -1.78073
0.03		-15.3026 	 -8.52569 	 -1.117	-15.3026 	 8.52569 	 -1.117	6.08477 	 -0 	 -1.78069
0.04		-15.3008 	 -8.52469 	 -1.11691	-15.3008 	 8.52469 	 -1.11691	6.08505 	 -0 	 -1.78065
0.05		-15.2986 	 -8.52349 	 -1.11681	-15.2986 	 8.52349 	 -1.11681	6.08536 	 -0 	 -1.78061
0.06		-15.2961 	 -8.52208 	 -1.11668	-15.2961 	 8.52208 	 -1.11668	6.0856 	 -0 	 -1.7805
0.07		-15.2931 	 -8.52045 	 -1.11654	-15.2931 	 8.52045 	 -1.11654	6.08574 	 -0 	 -1.78034
0.08		-15.2898 	 -8.51864 	 -1.11639	-15.2898 	 8.51864 	 -1.11639	6.08579 	 0 	 -1.78012
0.09		-15.2862 	 -8.51666 	 -1.11622	-15.2862 	 8.51666 	 -1.11622	6.08569 	 0 	 -1.77982
0.1		-15.2824 	 -8.51456 	 -1.11605	-15.2824 	 8.51456 	 -1.11605	6.08539 	 0 	 -1.77944
0.11		-15.2784 	 -8.51235 	 -1.11587	-15.2784 	 8.51235 	 -1.11587	6.08486 	 0 	 -1.77896
0.12		-15.2742 	 -8.51003 	 -1.11569	-15.2742 	 8.51003 	 -1.11569	6.08411 	 0 	 -1.77839
0.13		-15.2697 	 -8.50758 	 -1.1155	-15.2697 	 8.50758 	 -1.1155	6.08318 	 0 	 -1.77774
0.14		-15.2651 	 -8.50505 	 -1.11531	-15.2651 	 8.50505 	 -1.11531	6.08202 	 0 	 -1.777
0.15		-15.2604 	 -8.50245 	 -1.11512	-15.2604 	 8.50245 	 -1.11512	6.08057 	 0 	 -1.77615
0.16		-15.2556 	 -8.4998 	 -1.11493	-15.2556 	 8.4998 	 -1.11493	6.07884 	 0 	 -1.77519
0.17		-15.2506 	 -8.49708 	 -1.11474	-15.2506 	 8.49708 	 -1.11474	6.07687 	 0 	 -1.77413
0.18		-15.2456 	 -8.49432 	 -1.11455	-15.2456 	 8.49432 	 -1.11455	6.0746 	 0 	 -1.77297
0.19		-15.2405 	 -8.49152 	 -1.11437	-15.2405 	 8.49152 	 -1.11437	6.07204 	 0 	 -1.77169
0.2		-15.2354 	 -8.48868 	 -1.11419	-15.2354 	 8.48868 	 -1.11419	6.06923 	 0 	 -1.77032
0.21		-15.2302 	 -8.48581 	 -1.11402	-15.2302 	 8.48581 	 -1.11402	6.06613 	 0 	 -1.76885
0.22		-15.2249 	 -8.48292 	 -1.11385	-15.2249 	 8.48292 	 -1.11385	6.06276 	 0 	 -1.76727
0.23		-15.2196 	 -8.48 	 -1.11368	-15.2196 	 8.48 	 -1.11368	6.05914 	 0 	 -1.76559
0.24		-15.2142 	 -8.47705 	 -1.11352	-15.2142 	 8.47705 	 -1.11352	6.05527 	 0 	 -1.76383
0.25		-15.2088 	 -8.47409 	 -1.11336	-15.2088 	 8.47409 	 -1.11336	6.05116 	 0 	 -1.76197
0.26		-15.2034 	 -8.47111 	 -1.11321	-15.2034 	 8.47111 	 -1.11321	6.04682 	 0 	 -1.76003
0.27		-15.198 	 -8.46812 	 -1.11306	-15.198 	 8.46812 	 -1.11306	6.04223 	 0 	 -1.75799
0.28		-15.1925 	 -8.46512 	 -1.11292	-15.1925 	 8.46512 	 -1.11292	6.03742 	 0 	 -1.75588
0.29		-15.187 	 -8.46208 	 -1.11278	-15.187 	 8.46208 	 -1.11278	6.03248 	 0 	 -1.7537
0.3		-15.1814 	 -8.45899 	 -1.11264	-15.1814 	 8.45899 	 -1.11264	6.0274 	 0 	 -1.75147
0.31		-15.1758 	 -8.45592 	 -1.11251	-15.1758 	 8.45592 	 -1.11251	6.02211 	 0 	 -1.74916
0.32		-15.1702 	 -8.45287 	 -1.11238	-15.1702 	 8.45287 	 -1.11238	6.01659 	 0 	 -1.74677
0.33		-15.1647 	 -8.44982 	 -1.11227	-15.1647 	 8.44982 	 -1.11227	6.01088 	 0 	 -1.7443
0.34		-15.1591 	 -8.44677 	 -1.11215	-15.1591 	 8.44677 	 -1.11215	6.00503 	 0 	 -1.74179
0.35		-15.1535 	 -8.4437 	 -1.11204	-15.1535 	 8.4437 	 -1.11204	5.99907 	 0 	 -1.73922
0.36		-15.1479 	 -8.44061 	 -1.11194	-15.1479 	 8.44061 	 -1.11194	5.99302 	 0 	 -1.73661
0.37		-15.1423 	 -8.43752 	 -1.11184	-15.1423 	 8.43752 	 -1.11184	5.98687 	 0 	 -1.73397
0.38		-15.1366 	 -8.43442 	 -1.11174	-15.1366 	 8.43442 	 -1.11174	5.98064 	 0 	 -1.73128
0.39		-15.131 	 -8.43131 	 -1.11164	-15.131 	 8.43131 	 -1.11164	5.97432 	 0 	 -1.72856
0.4		-15.1254 	 -8.42822 	 -1.11155	-15.1254 	 8.42822 	 -1.11155	5.96789 	 0 	 -1.7258
0.41		-15.1198 	 -8.42514 	 -1.11147	-15.1198 	 8.42514 	 -1.11147	5.9614 	 0 	 -1.72301
0.42		-15.1141 	 -8.42203 	 -1.11138	-15.1141 	 8.42203 	 -1.11138	5.95492 	 0 	 -1.7202
0.43		-15.1084 	 -8.4189 	 -1.1113	-15.1084 	 8.4189 	 -1.1113	5.94843 	 0 	 -1.71739
0.44		-15.1027 	 -8.41578 	 -1.11122	-15.1027 	 8.41578 	 -1.11122	5.94191 	 0 	 -1.71456
0.45		-15.0971 	 -8.41267 	 -1.11115	-15.0971 	 8.41267 	 -1.11115	5.93534 	 0 	 -1.71171
0.46		-15.0914 	 -8.40955 	 -1.11108	-15.0914 	 8.40955 	 -1.11108	5.92879 	 0 	 -1.70885
0.47		-15.0857 	 -8.40641 	 -1.111	-15.0857 	 8.40641 	 -1.111	5.92231 	 0 	 -1.706
0.48		-15.0799 	 -8.40326 	 -1.11093	-15.0799 	 8.40326 	 -1.11093	5.91586 	 0 	 -1.70316
0.49		-15.0742 	 -8.40011 	 -1.11086	-15.0742 	 8.40011 	 -1.11086	5.90945 	 0 	 -1.70032
