*************************Generated by extractForces.sh*************************
*      Thu Apr  3 11:15:53 MDT 2025 - Case: surge/T11.25
* Note: Data was extracted from log.overInterDyMFoam using extractForces.sh
*       Can be visualized with plotForces.py
*******************************************************************************
Time X(x3) Force(x3) Moment(x3)
0.01              -88557.1 -4.1516 -54152.4              -0.799187 -316338 5.13799
0.02              -3690.57 -4.58281 4857.25              0.941339 29821.2 27.5704
0.03              -1938.98 -0.832231 5242.16              0.592849 31837.7 4.97064
0.04              -1746.38 -1.64844 5278.12              0.237432 32005.3 9.68671
0.05              -1721.33 3.09407 5308.63              0.736447 32142.3 -17.4088
0.06              -1748.64 -1.76318 5298.13              0.293025 32043.7 9.37668
0.07              -1762.03 3.09122 5288.37              0.329104 31947.3 -18.7097
0.08              -1816.03 -0.438226 5260.43              0.578848 31750.9 2.37319
0.09              -1868.32 -0.138013 5225.78              0.4881 31510.8 0.705575
0.1              -1911.87 0.967552 5203.32              0.4641 31346.8 -5.63381
0.11              -1950.07 -2.05681 5173.65              0.699534 31138.2 11.0089
0.12              -1981.19 -3.16753 5140.23              0.508403 30907.1 16.9633
0.13              -1959.05 -0.363667 5170.05              0.482744 31050.6 1.96853
0.14              -1980.38 5.2586 5162.04              0.0611833 30969.7 -28.1513
0.15              -1996.93 0.559696 5133.06              0.549148 30771.3 -3.16581
0.16              -2069.97 -6.18241 5025.87              0.655037 30117.8 35.572
0.17              -2022.5 3.63425 5113              0.877919 30589.1 -19.6151
0.18              -2030.34 -2.76279 5087.88              -0.0567207 30414.4 14.9785
0.19              -2011.03 3.39742 5092.6              -0.276189 30414.5 -20.1983
0.2              -1996.33 -1.04649 5098.6              0.404182 30425 6.08954
0.21              -1995.42 -1.1932 5078.93              0.301301 30282.6 7.19087
0.22              -1956.27 -0.049839 5107.37              0.377254 30419.2 0.67369
0.23              -1959.68 -0.643845 5089.81              0.350523 30293.6 3.98118
0.24              -1993.08 -9.15484 5034.33              0.859696 29942.2 50.3686
0.25              -1886.85 0.65034 5087.29              0.0529525 30215.3 -2.69715
0.26              -1897.36 -1.82037 5049.37              0.445227 29973.5 10.504
0.27              -1899.54 6.12112 5020.02              -0.234745 29775.3 -31.956
0.28              -1848.28 -0.518657 5027.48              0.483354 29795.5 3.19359
0.29              -1822.03 -1.01551 4986.99              -0.358148 29539.9 7.28868
0.3              -1769.65 7.41098 5044.22              0.990977 29832.3 -39.7093
0.31              -1749.79 -2.87761 5021.89              -0.82693 29683.6 15.0954
0.32              -1713.67 -1.97798 4984.13              -0.425727 29447.7 11.1311
0.33              -1647.07 4.83775 4999.43              -0.564661 29509.5 -27.8551
0.34              -1579.38 -0.960545 5025.66              0.219399 29640.2 5.86008
0.35              -1537.21 -1.29546 5011.85              0.153656 29537.9 8.01607
0.36              -1515.17 -0.621125 4965.4              0.166591 29251.2 4.08383
0.37              -1443.75 0.278892 4984.71              0.161871 29338.2 -0.884003
0.38              -1348.63 -0.633562 5037.24              0.23789 29615.8 4.23258
0.39              -1345.73 -10.2074 4989.18              0.738832 29316.2 55.9557
0.4              -1210.18 -0.636881 5037.63              0.0710322 29573.1 4.7429
0.41              -1141.51 -0.180736 5059.24              0.0728346 29669 2.06565
0.42              -1065.23 -0.445736 5065.33              0.0922719 29685 3.47394
0.43              -1041.52 7.43395 5032.3              -0.400481 29475.4 -38.1205
0.44              -935.242 -0.527508 5048.81              0.204782 29553.2 3.62298
0.45              -870.406 0.838943 5046.3              0.479055 29519.2 -3.73657
0.46              -806.871 -6.50664 5030.07              0.630034 29400.6 37.8028
0.47              -695.367 1.19913 5061.89              -0.136452 29581.8 -5.90134
0.48              -633.455 10.2964 5109.21              2.65606 29807.9 -52.9602
0.49              -575.984 1.80293 5053.61              0.349131 29494.6 -8.82854
0.5              -478.986 -7.97868 5107.32              -1.99225 29772.9 42.2829
0.51              -392.333 -4.32763 5107.1              -1.51113 29762.2 24.0161
0.52              -301.273 4.97675 5116.13              -1.0261 29797.3 -28.2535
0.53              -192.15 -1.35397 5166.94              0.0664692 30077.4 8.3856
0.54              -97.2557 -1.37053 5190.7              0.152438 30200.8 8.67376
0.55              -6.09292 -1.24066 5209.72              0.211559 30297 8.0419
0.56              86.7094 -1.43811 5227.59              0.187215 30388.7 9.29098
0.57              185.368 -1.33405 5253.58              0.201436 30524.8 8.74893
0.58              280.698 -0.884892 5272.78              0.242739 30625.2 6.12264
0.59              355.04 -0.678503 5259.5              0.246269 30547.6 4.93222
0.6              463.55 -0.552118 5297.41              0.258788 30753.3 4.23859
0.61              566.131 0.34505 5325.29              0.226136 30902.8 -0.708539
0.62              675.623 -0.411443 5359.78              0.262169 31091.9 3.47354
0.63              785.331 -0.440112 5394.01              0.271909 31278.7 3.63121
0.64              897.387 -0.473756 5431.34              0.297996 31485 3.84262
0.65              1018.48 -0.479247 5476.17              0.321595 31730.8 3.88575
0.66              1136.85 -0.500424 5529.5              0.338338 32026.5 4.0274
0.67              1227.11 -2.57829 5537.73              0.539264 32071.9 15.1437
0.68              1357.27 -0.600679 5583.65              0.350665 32331.4 4.68045
0.69              1502.68 -0.530906 5668.16              0.383192 32794 4.34563
0.7              1629.51 -0.487777 5731.18              0.405759 33142.3 4.12281
0.71              1737.69 -0.445638 5776.31              0.429349 33396.6 3.88332
0.72              1860.28 -0.404782 5812.09              0.444454 33597 3.63673
0.73              1980.14 -0.336133 5851.42              0.469082 33821.6 3.22823
0.74              2095.88 -0.285454 5885.44              0.473727 34018.3 2.95958
0.75              2215.21 -0.270103 5928.69              0.478508 34265 2.89252
0.76              2327.87 -0.167593 5953.83              0.469099 34414.7 2.3206
0.77              2444.81 -0.127308 6000.75              0.500741 34682 2.08647
0.78              2552.23 -0.099134 6039.84              0.512233 34910.2 1.91698
0.79              2672.3 0.0870458 6083.88              0.552628 35160.3 0.790487
0.8              2782.07 0.0765611 6124.85              0.527995 35397.6 0.917587
0.81              2893.93 0.155898 6165.04              0.532528 35630.9 0.45514
0.82              3014.69 0.0740074 6240.64              0.599018 36054.5 0.850242
0.83              3130.41 -0.0284456 6299.45              0.619538 36389.1 1.44969
0.84              3245.14 0.0939465 6364.96              0.657482 36761 0.702169
0.85              3355.41 0.0634791 6425.54              0.675065 37105.5 0.937523
0.86              3459.83 -0.596344 6478.52              0.6423 37409.7 4.72932
0.87              3546.11 -0.027241 6522.22              0.66023 37670.6 1.55773
0.88              3644.69 0.143504 6561.61              0.661078 37896.7 0.635736
0.89              3737.24 0.226054 6610.73              0.685251 38179.4 0.182172
0.9              3822.21 1.25362 6663.07              0.822671 38482.4 -5.84993
0.91              3892.36 0.507236 6704.4              0.701934 38728.4 -1.33442
0.92              3965.84 0.502882 6739.93              0.696804 38941.3 -1.26604
0.93              4035.78 0.610346 6771.31              0.687813 39129.3 -1.83356
0.94              4113.41 -4.54277 6826.42              0.966882 39455.5 28.2805
0.95              4168.57 3.91623 6833.78              1.91317 39508.1 -18.7702
0.96              4231.8 0.47926 6853.59              0.789955 39627.3 -0.844073
0.97              4287.64 27.771 6829.11              6.94017 39541.7 -143.401
0.98              4334.93 -27.3056 6808.61              -6.17656 39453.5 143.881
0.99              4389.17 -2.47743 6928.37              0.177838 40088 14.8521
1              4443.59 6.53563 7018.65              0.570582 40618.4 -35.8406
1.01              4458.6 0.88816 6992              0.768646 40479.1 -3.38321
1.02              4469.03 1.63489 6959.3              0.267495 40297.1 -7.44707
1.03              4582.49 -6.9387 7067.94              1.28047 40932.5 39.3706
1.04              4588.15 -2.95242 7069.55              0.683303 40952.8 17.3274
1.05              4563.1 0.332409 7020.34              0.718825 40696.5 -0.276095
1.06              4574.6 1.5398 7031.79              0.805574 40784.8 -6.53772
1.07              4716.9 14.3252 7167.49              0.588423 41577.3 -75.2019
1.08              4647.45 4.16576 7147.26              0.974189 41478 -21.3255
1.09              4643.81 1.32657 7141.96              0.965946 41466.9 -5.32756
1.1              4630.39 2.1953 7139.64              0.883682 41478.5 -10.1505
1.11              4623.37 3.3882 7152.12              1.04192 41573.5 -17.3936
1.12              4641.67 2.10546 7183.11              0.935302 41774 -9.71228
1.13              4660.84 -4.15817 7235.35              1.22856 42100.4 26.7138
1.14              4601.26 5.56773 7187.91              1.86468 41862.7 -28.4829
1.15              4612.63 20.8394 7174.36              5.93266 41837.2 -108.378
1.16              4600.17 -17.5911 7149.92              -3.94563 41728.3 94.961
1.17              4587.88 1.84857 7240.08              0.906124 42244.5 -9.82063
1.18              4568.94 -0.437264 7237.18              0.693788 42244.5 3.91004
1.19              4585.97 -8.06569 7287.5              0.873489 42564.4 45.9805
1.2              4528.72 -1.77047 7285.85              0.780303 42593.2 10.5881
1.21              4431.94 2.23757 7219.99              0.618091 42246.7 -10.7787
1.22              4554.18 13.5129 7372.25              0.508566 43164.8 -71.3136
1.23              4475.08 3.9521 7401.77              0.962335 43377.3 -20.1407
1.24              4451.12 1.36611 7405.87              0.886723 43435.9 -5.6906
1.25              4395.87 3.38039 7413.59              0.909109 43523.2 -17.5259
1.26              4350.78 2.44776 7435.94              0.711433 43701.3 -11.9174
1.27              4320.35 -2.36018 7470.31              0.804827 43948.3 16.3632
1.28              4274.92 16.6191 7441.34              3.99482 43850.3 -87.9776
1.29              4247.24 -9.09736 7469.62              -2.06411 44069.9 49.7885
1.3              4236.84 2.37786 7571.58              0.0446214 44688.9 -12.6437
1.31              4210.52 3.88055 7624.19              -0.0124964 45043.4 -20.8687
1.32              4207.24 -4.50013 7672.21              -0.305355 45369.5 26.173
1.33              4107.69 1.17389 7632.61              -0.378255 45188.3 -6.3558
1.34              4043.82 4.58104 7657.66              -0.334166 45389.8 -24.753
1.35              4063.92 12.9988 7744.47              -0.471619 45957.6 -70.6341
1.36              3943.97 5.07029 7742.21              -0.0272116 46004.9 -27.5366
1.37              3919.04 5.61577 7812.03              0.423043 46477.6 -30.7241
1.38              3900.21 6.52966 7867.55              0.887663 46866 -36.3786
1.39              3864.19 6.98981 7932.04              0.757934 47317.4 -39.0577
1.4              3921.21 7.02407 8097.89              1.89426 48365.5 -39.1333
1.41              3929.09 3.98461 8147.09              1.73694 48749.1 -22.4532
1.42              3906.8 5.85416 8271.87              1.50991 49524.6 -33.346
