           0.1	   7.602753e+00   3.802753e+00   7.933327e+00   4.133327e+00   8.027777e+00   4.227777e+00   4.013889e+00   2.138887e-01   4.433998e+00   6.339978e-01
0.2	   7.602605e+00   3.802605e+00   7.933289e+00   4.133289e+00   8.027773e+00   4.227773e+00   4.013891e+00   2.138909e-01   4.432521e+00   6.325215e-01
0.3	   7.602273e+00   3.802273e+00   7.933205e+00   4.133205e+00   8.027765e+00   4.227765e+00   4.013897e+00   2.138965e-01   4.436462e+00   6.364622e-01
0.4	   7.601706e+00   3.801706e+00   7.933061e+00   4.133061e+00   8.027749e+00   4.227749e+00   4.013905e+00   2.139051e-01   4.439335e+00   6.393352e-01
0.5	   7.600870e+00   3.800870e+00   7.932842e+00   4.132842e+00   8.027725e+00   4.227725e+00   4.013920e+00   2.139197e-01   4.451792e+00   6.517916e-01
0.6	   7.599760e+00   3.799760e+00   7.932540e+00   4.132540e+00   8.027690e+00   4.227690e+00   4.013939e+00   2.139386e-01   4.452353e+00   6.523527e-01
0.7	   7.598413e+00   3.798413e+00   7.932150e+00   4.132150e+00   8.027642e+00   4.227642e+00   4.013963e+00   2.139625e-01   4.449348e+00   6.493482e-01
0.8	   7.596905e+00   3.796905e+00   7.931673e+00   4.131673e+00   8.027580e+00   4.227580e+00   4.013996e+00   2.139962e-01   4.465162e+00   6.651619e-01
0.9	   7.595354e+00   3.795354e+00   7.931111e+00   4.131111e+00   8.027501e+00   4.227501e+00   4.014039e+00   2.140393e-01   4.465693e+00   6.656929e-01
1	   7.593923e+00   3.793923e+00   7.930474e+00   4.130474e+00   8.027405e+00   4.227405e+00   4.014093e+00   2.140927e-01   4.467605e+00   6.676052e-01
1.1	   7.592819e+00   3.792819e+00   7.929777e+00   4.129777e+00   8.027291e+00   4.227291e+00   4.014158e+00   2.141584e-01   4.467260e+00   6.672599e-01
1.2	   7.592271e+00   3.792271e+00   7.929040e+00   4.129040e+00   8.027157e+00   4.227157e+00   4.014237e+00   2.142368e-01   4.465773e+00   6.657729e-01
1.3	   7.592512e+00   3.792512e+00   7.928289e+00   4.128289e+00   8.027003e+00   4.227003e+00   4.014326e+00   2.143260e-01   4.463606e+00   6.636060e-01
1.4	   7.593739e+00   3.793739e+00   7.927558e+00   4.127558e+00   8.026829e+00   4.226829e+00   4.014427e+00   2.144268e-01   4.464684e+00   6.646845e-01
1.5	   7.596082e+00   3.796082e+00   7.926884e+00   4.126884e+00   8.026638e+00   4.226638e+00   4.014534e+00   2.145339e-01   4.460806e+00   6.608062e-01
1.6	   7.599577e+00   3.799577e+00   7.926319e+00   4.126319e+00   8.026432e+00   4.226432e+00   4.014643e+00   2.146435e-01   4.455506e+00   6.555059e-01
1.7	   7.604131e+00   3.804131e+00   7.925924e+00   4.125924e+00   8.026216e+00   4.226216e+00   4.014754e+00   2.147539e-01   4.451432e+00   6.514323e-01
1.8	   7.609507e+00   3.809507e+00   7.925763e+00   4.125763e+00   8.025997e+00   4.225997e+00   4.014855e+00   2.148551e-01   4.448047e+00   6.480467e-01
1.9	   7.615296e+00   3.815296e+00   7.925889e+00   4.125889e+00   8.025781e+00   4.225781e+00   4.014940e+00   2.149403e-01   4.446058e+00   6.460583e-01
2	   7.621032e+00   3.821032e+00   7.926355e+00   4.126355e+00   8.025577e+00   4.225577e+00   4.015001e+00   2.150013e-01   4.445336e+00   6.453362e-01
2.1	   7.626245e+00   3.826245e+00   7.927220e+00   4.127220e+00   8.025396e+00   4.225396e+00   4.015034e+00   2.150345e-01   4.444807e+00   6.448066e-01
2.2	   7.630533e+00   3.830533e+00   7.928545e+00   4.128545e+00   8.025252e+00   4.225252e+00   4.015035e+00   2.150351e-01   4.444361e+00   6.443614e-01
2.3	   7.633537e+00   3.833537e+00   7.930375e+00   4.130375e+00   8.025160e+00   4.225160e+00   4.015000e+00   2.149996e-01   4.444085e+00   6.440852e-01
2.4	   7.634925e+00   3.834925e+00   7.932730e+00   4.132730e+00   8.025138e+00   4.225138e+00   4.014930e+00   2.149298e-01   4.443872e+00   6.438723e-01
2.5	   7.634410e+00   3.834410e+00   7.935605e+00   4.135605e+00   8.025201e+00   4.225201e+00   4.014828e+00   2.148282e-01   4.443717e+00   6.437175e-01
2.6	   7.631802e+00   3.831802e+00   7.938959e+00   4.138959e+00   8.025368e+00   4.225368e+00   4.014701e+00   2.147015e-01   4.443621e+00   6.436212e-01
2.7	   7.627121e+00   3.827121e+00   7.942724e+00   4.142724e+00   8.025655e+00   4.225655e+00   4.014559e+00   2.145594e-01   4.443581e+00   6.435814e-01
2.8	   7.620582e+00   3.820582e+00   7.946813e+00   4.146813e+00   8.026081e+00   4.226081e+00   4.014413e+00   2.144127e-01   4.443597e+00   6.435970e-01
2.9	   7.612493e+00   3.812493e+00   7.951093e+00   4.151093e+00   8.026664e+00   4.226664e+00   4.014271e+00   2.142709e-01   4.444102e+00   6.441018e-01
3	   7.603234e+00   3.803234e+00   7.955370e+00   4.155370e+00   8.027413e+00   4.227413e+00   4.014141e+00   2.141411e-01   4.444493e+00   6.444930e-01
3.1	   7.593340e+00   3.793340e+00   7.959421e+00   4.159421e+00   8.028340e+00   4.228340e+00   4.014026e+00   2.140255e-01   4.446488e+00   6.464875e-01
3.2	   7.583467e+00   3.783467e+00   7.963022e+00   4.163022e+00   8.029452e+00   4.229452e+00   4.013921e+00   2.139210e-01   4.447599e+00   6.475991e-01
3.3	   7.574160e+00   3.774160e+00   7.965880e+00   4.165880e+00   8.030747e+00   4.230747e+00   4.013822e+00   2.138220e-01   4.448648e+00   6.486478e-01
3.4	   7.565766e+00   3.765766e+00   7.967657e+00   4.167657e+00   8.032210e+00   4.232210e+00   4.013722e+00   2.137221e-01   4.449624e+00   6.496245e-01
3.5	   7.558873e+00   3.758873e+00   7.968076e+00   4.168076e+00   8.033827e+00   4.233827e+00   4.013615e+00   2.136148e-01   4.456316e+00   6.563159e-01
3.6	   7.554072e+00   3.754072e+00   7.966912e+00   4.166912e+00   8.035573e+00   4.235573e+00   4.013498e+00   2.134980e-01   4.457242e+00   6.572423e-01
3.7	   7.551759e+00   3.751759e+00   7.963956e+00   4.163956e+00   8.037414e+00   4.237414e+00   4.013380e+00   2.133802e-01   4.457984e+00   6.579840e-01
3.8	   7.552118e+00   3.752118e+00   7.959055e+00   4.159055e+00   8.039299e+00   4.239299e+00   4.013284e+00   2.132840e-01   4.455159e+00   6.551586e-01
3.9	   7.555237e+00   3.755237e+00   7.952173e+00   4.152173e+00   8.041168e+00   4.241168e+00   4.013247e+00   2.132474e-01   4.455329e+00   6.553289e-01
4	   7.561255e+00   3.761255e+00   7.943464e+00   4.143464e+00   8.042957e+00   4.242957e+00   4.013322e+00   2.133221e-01   4.455295e+00   6.552953e-01
4.1	   7.570079e+00   3.770079e+00   7.933207e+00   4.133207e+00   8.044594e+00   4.244594e+00   4.013566e+00   2.135660e-01   4.454724e+00   6.547241e-01
4.2	   7.581376e+00   3.781376e+00   7.921800e+00   4.121800e+00   8.045992e+00   4.245992e+00   4.014030e+00   2.140301e-01   4.453741e+00   6.537405e-01
4.3	   7.594716e+00   3.794716e+00   7.909807e+00   4.109807e+00   8.047066e+00   4.247066e+00   4.014745e+00   2.147454e-01   4.452296e+00   6.522961e-01
