*************************Generated by extractMotion.sh**********************
*      Thu May  8 17:05:42 MDT 2025 - Case: pitch/mesh_2x
* Note: Data was extracted from log.overInterDyMFoam using extractMotion.sh
*       Can be visualized with plotMotion.py                            
****************************************************************************
Time X(x3) Orientation(x9) dX(x3) dX_angular(x3)
0.01 17.0729 0 -0.286 1 0 0.000102552 0 1 0 -0.000102552 0 1  -0 -0 -0 0 0.0205105 0
0.02 17.0729 0 -0.286 1 0 0.000324133 0 1 0 -0.000324133 0 1  -0 -0 -0 0 0.03871 0
0.03 17.0729 0 -0.286 1 0 0.000568339 0 1 0 -0.000568339 0 1  0 0 0 0 0.0314741 0
0.04 17.0729 0 -0.286 1 0 0.000981882 0 1 0 -0.000981882 0 1  0 0 0 0 0.0445981 0
0.05 17.0729 0 -0.286 0.999999 0 0.00152895 0 1 0 -0.00152895 0 0.999999  0 0 0 0 0.0607481 0
0.06 17.0729 0 -0.286 0.999998 0 0.0021339 0 1 0 -0.0021339 0 0.999998  0 0 0 0 0.0660826 0
0.07 17.0729 0 -0.286 0.999996 0 0.00286424 0 1 0 -0.00286424 0 0.999996  0 0 0 0 0.0777021 0
0.08 17.0729 0 -0.286 0.999993 0 0.00370222 0 1 0 -0.00370222 0 0.999993  0 0 0 0 0.0892318 0
0.09 17.0729 0 -0.286 0.999989 0 0.00462556 0 1 0 -0.00462556 0 0.999989  0 0 0 0 0.0974133 0
0.1 17.0729 0 -0.286 0.999984 0 0.00565637 0 1 0 -0.00565637 0 0.999984  0 0 0 0 0.10787 0
0.11 17.0729 0 -0.286 0.999977 0 0.00678584 0 1 0 -0.00678584 0 0.999977  0 0 0 0 0.117978 0
0.12 17.0729 0 -0.286 0.999968 0 0.0080071 0 1 0 -0.0080071 0 0.999968  0 0 0 0 0.126986 0
0.13 17.0729 0 -0.286 0.999957 0 0.00932273 0 1 0 -0.00932273 0 0.999957  0 0 0 0 0.136213 0
0.14 17.0729 0 -0.286 0.999942 0 0.0107308 0 1 0 -0.0107308 0 0.999942  0 0 0 0 0.145365 0
