*************************Generated by extractMotion.sh**********************
*      Thu May  8 17:05:43 MDT 2025 - Case: roll/mesh_2x
* Note: Data was extracted from log.overInterDyMFoam using extractMotion.sh
*       Can be visualized with plotMotion.py                            
****************************************************************************
Time X(x3) Orientation(x9) dX(x3) dX_angular(x3)
0.01 17.0729 0 -0.286 1 0 0 0 1 -3.65631e-05 0 3.65631e-05 1  0 0 0 0.00731262 0 0
0.02 17.0729 0 -0.286 1 0 0 0 1 -0.000107706 0 0.000107706 1  -0 -0 -0 0.0124702 0 0
0.03 17.0729 0 -0.286 1 0 0 0 1 -0.000171022 0 0.000171022 1  0 0 0 0.00736092 0 0
0.04 17.0729 0 -0.286 1 0 0 0 1 -0.000291169 0 0.000291169 1  0 0 0 0.0121904 0 0
0.05 17.0729 0 -0.286 1 0 0 0 1 -0.000454451 0 0.000454451 1  -0 -0 -0 0.0186413 0 0
0.06 17.0729 0 -0.286 1 0 0 0 1 -0.000618574 0 0.000618574 1  0 0 0 0.0180375 0 0
0.07 17.0729 0 -0.286 1 0 0 0 1 -0.000821802 0 0.000821802 1  0 0 0 0.0211404 0 0
0.08 17.0729 0 -0.286 1 0 0 0 0.999999 -0.0010615 0 0.0010615 0.999999  -0 -0 -0 0.0256733 0 0
0.09 17.0729 0 -0.286 1 0 0 0 0.999999 -0.00131871 0 0.00131871 0.999999  0 0 0 0.0272906 0 0
0.1 17.0729 0 -0.286 1 0 0 0 0.999999 -0.00160615 0 0.00160615 0.999999  0 0 0 0.029898 0 0
0.11 17.0729 0 -0.286 1 0 0 0 0.999998 -0.00192579 0 0.00192579 0.999998  0 0 0 0.0334302 0 0
0.12 17.0729 0 -0.286 1 0 0 0 0.999997 -0.00226935 0 0.00226935 0.999997  0 0 0 0.0358406 0 0
0.13 17.0729 0 -0.286 1 0 0 0 0.999997 -0.00264025 0 0.00264025 0.999997  0 0 0 0.0383745 0 0
0.14 17.0729 0 -0.286 1 0 0 0 0.999995 -0.00304088 0 0.00304088 0.999995  0 0 0 0.0414448 0 0
